 Date Time CO NO2 NO
 27.03.13 12:00 0.07 0.15 0.04
 -------- 13:00 0.06 0.13 0.03
 -------- 14:00 0.06 0.10 0.02
 -------- 15:00 0.05 0.10 0.02
 -------- 16:00 0.05 0.11 0.02
 27.03.13 17:00 0.06 0.12 0.02
 -------- 18:00 0.06 0.16 0.02
 -------- 19:00 0.06 0.18 0.01
 -------- 20:00 0.08 0.30 0.02
 -------- 21:00 0.10 0.47 0.03
 27.03.13 22:00 0.11 0.51 0.07
 -------- 23:00 0.09 0.50 0.06
 -------- 00:00 0.10 0.44 0.03
 -------- 01:00 0.13 0.55 0.18
 -------- 02:00 0.13 0.50 0.12
 28.03.13 03:00 0.13 0.49 0.11
 -------- 04:00 0.12 0.47 0.09
 -------- 05:00 0.12 0.46 0.09
 -------- 06:00 0.13 0.47 0.11
 -------- 07:00 0.14 0.45 0.16
 28.03.13 08:00 0.19 0.54 0.24
 -------- 09:00 0.19 0.53 0.28
 -------- 10:00 0.11 0.32 0.11
 -------- 11:00 0.07 0.17 0.05
 -------- 12:00 0.06 0.12 0.03
 28.03.13 13:00 0.04 0.08 0.02
 -------- 14:00 0.04 0.07 0.01
 -------- 15:00 0.04 0.07 0.01
 -------- 16:00 0.04 0.08 0.01
 -------- 17:00 0.04 0.11 0.02
 28.03.13 18:00 0.04 0.10 0.01
 -------- 19:00 0.04 0.13 0.01
 -------- 20:00 0.09 0.31 0.01
 -------- 21:00 0.12 0.48 0.05
 -------- 22:00 0.15 0.51 0.09
 28.03.13 23:00 0.13 0.51 0.10
 -------- 00:00 0.12 0.51 0.10
 -------- 01:00 0.12 0.49 0.07
 -------- 02:00 0.12 0.46 0.07
 -------- 03:00 0.12 0.46 0.07
 29.03.13 04:00 0.12 0.44 0.08
 -------- 05:00 0.12 0.45 0.11
 -------- 06:00 0.13 0.46 0.21
 -------- 07:00 0.16 0.48 0.30
 -------- 08:00 0.22 0.50 0.38
 29.03.13 09:00 0.21 0.53 0.30
 -------- 10:00 0.19 0.49 0.24
 -------- 11:00 0.19 0.49 0.21
