 Date Time CO NO2 NO
 04.10.12 12:00 0.11 0.23 0.11
 -------- 13:00 0.09 0.25 0.12
 -------- 14:00 0.08 0.27 0.12
 -------- 15:00 0.08 0.23 0.06
 -------- 16:00 0.07 0.18 0.03
 04.10.12 17:00 0.07 0.15 0.01
 -------- 18:00 0.07 0.19 0.01
 -------- 19:00 0.08 0.21 0.01
 -------- 20:00 0.10 0.22 0.01
 -------- 21:00 0.09 0.20 0.01
 04.10.12 22:00 0.07 0.12 0.01
 -------- 23:00 0.06 0.09 0.01
 -------- 00:00 0.05 0.07 0.00
 -------- 01:00 0.05 0.07 0.00
 -------- 02:00 0.04 0.11 0.01
 05.10.12 03:00 0.05 0.14 0.01
 -------- 04:00 0.04 0.11 0.00
 -------- 05:00 0.05 0.15 0.01
 -------- 06:00 0.05 0.20 0.04
 -------- 07:00 0.07 0.23 0.10
 05.10.12 08:00 0.09 0.25 0.14
 -------- 09:00 0.15 0.26 0.25
 -------- 10:00 0.19 0.33 0.27
 -------- 11:00 0.16 0.29 0.12
 -------- 12:00 0.12 0.28 0.14
 05.10.12 13:00 0.14 0.26 0.15
 -------- 14:00 0.13 0.23 0.12
 -------- 15:00 0.12 0.24 0.08
 -------- 16:00 0.11 0.26 0.06
 -------- 17:00 0.09 0.21 0.02
 05.10.12 18:00 0.07 0.19 0.01
 -------- 19:00 0.06 0.15 0.01
 -------- 20:00 0.07 0.20 0.02
 -------- 21:00 0.07 0.22 0.02
 -------- 22:00 0.08 0.23 0.04
 05.10.12 23:00 0.07 0.28 0.10
 -------- 00:00 0.08 0.23 0.03
 -------- 01:00 0.06 0.14 0.01
 -------- 02:00 0.04 0.09 0.01
 -------- 03:00 0.04 0.09 0.01
 06.10.12 04:00 0.04 0.07 0.01
 -------- 05:00 0.04 0.08 0.01
 -------- 06:00 0.04 0.09 0.01
 -------- 07:00 0.05 0.11 0.01
 -------- 08:00 0.05 0.14 0.02
 06.10.12 09:00 0.08 0.21 0.07
 -------- 10:00 0.07 0.21 0.09
 -------- 11:00 0.06 0.19 0.05
