 Date Time CO SO2 OZ NO2 NO PM10
 26.03.13 12:00 0.06 0.00 0.32 0.12 0.03 0.02
 -------- 13:00 0.06 0.00 0.24 0.12 0.03 ----
 -------- 14:00 0.05 0.00 0.28 0.10 0.02 ----
 -------- 15:00 0.06 0.00 0.32 0.10 0.02 ----
 -------- 16:00 0.06 0.00 0.37 0.09 0.01 ----
 26.03.13 17:00 0.05 0.00 0.39 0.10 0.01 0.04
 -------- 18:00 0.06 0.00 0.37 0.11 0.02 0.04
 -------- 19:00 0.09 0.00 0.37 0.13 0.01 0.03
 -------- 20:00 0.08 0.00 0.22 0.27 0.02 0.04
 -------- 21:00 0.08 0.00 0.21 0.26 0.01 0.04
 26.03.13 22:00 0.08 0.00 0.25 0.25 0.01 0.04
 -------- 23:00 0.08 0.00 0.16 0.34 0.03 0.04
 -------- 00:00 0.08 0.00 0.15 0.32 0.02 0.03
 -------- 01:00 0.08 0.00 0.10 0.38 0.04 0.04
 -------- 02:00 0.08 0.00 0.04 0.42 0.09 0.04
 27.03.13 03:00 0.07 0.00 0.04 0.40 0.08 0.05
 -------- 04:00 0.06 0.00 0.02 0.41 0.10 0.06
 -------- 05:00 0.06 0.00 0.05 0.37 0.03 0.04
 -------- 06:00 0.06 0.00 0.05 0.39 0.10 0.05
 -------- 07:00 0.11 0.00 0.02 0.48 0.42 0.07
 27.03.13 08:00 0.13 0.00 0.03 0.43 0.30 0.07
 -------- 09:00 0.13 0.00 0.08 0.36 0.20 0.06
 -------- 10:00 0.10 0.00 0.14 0.29 0.13 0.05
 -------- 11:00 0.09 0.00 0.18 0.26 0.10 0.06
 -------- 12:00 0.07 0.00 0.29 0.17 0.05 0.04
 27.03.13 13:00 0.06 0.00 0.36 0.12 0.02 0.03
 -------- 14:00 0.06 0.00 0.38 0.11 0.03 0.03
 -------- 15:00 0.06 0.00 0.38 0.13 0.03 0.03
 -------- 16:00 0.06 0.00 0.42 0.12 0.02 0.03
 -------- 17:00 0.06 0.00 0.45 0.12 0.02 0.05
 27.03.13 18:00 0.06 0.00 0.46 0.12 0.01 0.03
 -------- 19:00 0.07 0.00 0.43 0.16 0.01 0.04
 -------- 20:00 0.06 0.00 0.35 0.23 0.02 0.04
 -------- 21:00 0.08 0.00 0.22 0.31 0.02 0.05
 -------- 22:00 0.08 0.00 0.14 0.40 0.07 0.06
 27.03.13 23:00 0.10 0.00 0.04 0.46 0.08 0.07
 -------- 00:00 0.09 0.00 0.03 0.46 0.08 0.06
 -------- 01:00 0.10 0.00 0.01 0.46 0.11 0.06
 -------- 02:00 0.08 0.00 0.02 0.44 0.06 0.06
 -------- 03:00 0.08 0.00 0.04 0.43 0.05 0.05
 28.03.13 04:00 0.07 0.00 0.03 0.42 0.06 0.06
 -------- 05:00 0.06 0.00 0.05 0.37 0.03 0.05
 -------- 06:00 0.06 0.00 0.02 0.41 0.13 0.05
 -------- 07:00 0.08 0.00 0.01 0.41 0.26 0.06
 -------- 08:00 0.12 0.00 0.03 0.42 0.27 0.06
 28.03.13 09:00 0.10 0.00 0.09 0.35 0.17 0.06
 -------- 10:00 0.09 0.00 0.15 0.29 0.13 0.07
 -------- 11:00 0.08 0.00 0.18 0.26 0.10 0.06
