 Date Time CO SO2 OZ NO2 NO PM10
 22.01.13 00:00 ---- 0.00 0.13 0.24 0.04 0.03
 -------- 01:00 ---- 0.00 0.12 0.25 0.04 0.03
 -------- 02:00 ---- 0.00 0.18 0.23 0.03 0.02
 -------- 03:00 ---- 0.00 0.17 0.23 0.03 0.02
 -------- 04:00 ---- 0.00 0.23 0.21 0.04 0.02
 22.01.13 05:00 ---- 0.00 0.23 0.23 0.04 0.02
 -------- 06:00 ---- 0.00 0.21 0.23 0.04 0.02
 -------- 07:00 ---- 0.00 0.20 0.23 0.04 0.03
 -------- 08:00 0.02 0.00 0.09 0.31 0.07 0.03
 -------- 09:00 0.02 0.00 0.05 0.34 0.09 0.04
 22.01.13 10:00 0.04 0.00 0.05 0.35 0.14 0.05
 -------- 11:00 0.04 0.00 0.08 0.34 0.15 0.05
 -------- 12:00 0.05 0.00 0.09 0.26 0.14 0.06
 -------- 13:00 0.06 0.00 0.05 0.31 0.15 0.55
 -------- 14:00 0.05 0.00 0.01 0.42 0.17 0.28
 22.01.13 15:00 0.04 0.00 0.01 0.48 0.20 0.41
 -------- 16:00 0.04 0.00 ---- 0.44 0.13 0.39
 -------- 17:00 0.04 0.00 0.02 0.44 0.08 0.15
 -------- 18:00 0.04 0.00 0.01 0.49 0.10 0.09
 -------- 19:00 0.03 0.00 ---- 0.48 0.10 0.07
 22.01.13 20:00 0.02 0.00 ---- 0.42 0.06 0.05
 -------- 21:00 0.02 0.00 ---- 0.46 0.10 0.04
 -------- 22:00 0.02 0.00 ---- 0.44 0.08 0.04
 -------- 23:00 0.02 0.00 ---- 0.46 0.09 0.04
 -------- 00:00 0.02 0.00 ---- 0.47 0.08 0.04
 23.01.13 01:00 0.02 0.00 ---- 0.43 0.06 0.04
 -------- 02:00 0.02 0.00 0.01 0.43 0.07 0.03
 -------- 03:00 0.02 0.00 ---- 0.40 0.05 0.04
 -------- 04:00 0.02 0.00 ---- 0.29 0.02 0.03
 -------- 05:00 0.02 0.00 ---- 0.35 0.03 0.02
 23.01.13 06:00 0.02 0.00 0.02 0.39 0.06 0.03
 -------- 07:00 0.03 0.00 ---- 0.45 0.13 0.03
 -------- 08:00 0.06 0.00 ---- 0.48 0.22 0.03
 -------- 09:00 0.07 0.00 ---- 0.48 0.22 0.04
 -------- 10:00 0.08 0.00 ---- 0.47 0.27 0.05
 23.01.13 11:00 0.09 0.00 ---- 0.47 0.29 0.06
 -------- 12:00 0.10 0.00 ---- 0.48 0.31 0.08
 -------- 13:00 0.07 0.00 0.01 0.40 0.20 0.06
 -------- 14:00 0.05 0.00 ---- 0.32 0.11 0.03
 -------- 15:00 0.04 0.00 ---- 0.31 0.09 0.03
 23.01.13 16:00 0.03 0.00 ---- 0.33 0.06 0.03
 -------- 17:00 0.04 0.00 ---- 0.43 0.09 0.04
 -------- 18:00 0.07 0.00 ---- 0.51 0.14 0.05
 -------- 19:00 0.07 0.00 ---- 0.46 0.07 0.05
 -------- 20:00 0.07 0.00 0.01 0.48 0.16 0.05
 23.01.13 21:00 0.08 0.00 0.01 0.51 0.27 0.06
