 Date Time CO SO2 OZ NO2 NO PM10
 24.11.12 00:00 ---- 0.00 0.16 0.20 0.01 0.06
 -------- 01:00 ---- 0.00 0.17 0.18 0.00 0.06
 -------- 02:00 ---- 0.00 0.21 0.15 0.00 0.05
 -------- 03:00 0.02 0.00 0.19 0.16 ---- 0.04
 -------- 04:00 0.02 0.00 0.20 0.13 ---- 0.04
 24.11.12 05:00 0.02 0.00 0.18 0.14 ---- 0.04
 -------- 06:00 0.02 0.00 0.17 0.14 ---- 0.04
 -------- 07:00 0.02 0.00 0.11 0.17 0.00 0.04
 -------- 08:00 0.02 0.00 0.07 0.19 0.01 0.05
 -------- 09:00 0.03 0.01 0.02 0.22 0.02 0.06
 24.11.12 10:00 0.04 0.01 0.04 0.22 0.04 0.08
 -------- 11:00 0.04 0.01 0.04 0.21 0.04 0.08
 -------- 12:00 0.04 0.01 0.07 0.20 0.04 0.08
 -------- 13:00 0.04 0.00 0.06 0.21 0.04 0.09
 -------- 14:00 0.04 0.01 0.05 0.22 0.05 0.10
 24.11.12 15:00 0.04 0.01 0.04 0.24 0.05 0.11
 -------- 16:00 0.04 0.01 0.03 0.25 0.06 0.12
 -------- 17:00 0.04 0.01 0.01 0.26 0.06 0.13
 -------- 18:00 0.04 0.01 0.01 0.28 0.07 0.11
 -------- 19:00 0.06 0.01 ---- 0.28 0.10 0.14
 24.11.12 20:00 0.06 0.01 0.01 0.28 0.08 0.12
 -------- 21:00 0.06 0.01 0.01 0.30 0.17 0.12
 -------- 22:00 0.07 0.01 ---- 0.30 0.21 0.14
 -------- 23:00 0.07 0.01 0.01 0.30 0.18 0.17
 -------- 00:00 0.04 0.01 0.01 0.30 0.16 0.15
 25.11.12 01:00 0.04 0.01 0.01 0.30 0.12 0.15
 -------- 02:00 0.02 0.01 ---- 0.30 0.08 0.10
 -------- 03:00 0.02 0.01 0.02 0.27 0.05 0.08
 -------- 04:00 ---- 0.00 0.01 0.26 0.03 0.07
 -------- 05:00 ---- 0.00 0.02 0.25 0.01 0.06
 25.11.12 06:00 ---- 0.00 0.03 0.24 0.01 0.04
 -------- 07:00 ---- 0.00 0.01 0.25 0.02 0.06
 -------- 08:00 0.02 0.00 0.01 0.26 0.03 0.06
 -------- 09:00 0.03 0.00 0.01 0.27 0.04 0.08
 -------- 10:00 0.04 0.00 0.02 0.27 0.06 0.10
 25.11.12 11:00 0.04 0.01 0.03 0.28 0.09 0.10
 -------- 12:00 0.04 0.01 0.03 0.27 0.11 0.11
 -------- 13:00 0.03 0.01 0.04 0.27 0.11 0.11
 -------- 14:00 0.03 0.01 0.03 0.28 0.12 0.12
 -------- 15:00 0.04 0.01 0.03 0.28 0.11 0.13
 25.11.12 16:00 0.04 0.01 0.03 0.30 0.12 0.12
 -------- 17:00 0.04 0.01 0.01 0.31 0.10 0.10
 -------- 18:00 0.02 0.01 ---- 0.31 0.08 0.09
 -------- 19:00 0.02 0.00 0.01 0.30 0.06 0.08
 -------- 20:00 0.03 0.00 0.01 0.30 0.08 0.11
 25.11.12 21:00 0.03 0.01 0.01 0.29 0.07 0.15
 -------- 22:00 0.02 0.00 0.01 0.26 0.02 0.14
 -------- 23:00 0.02 0.00 0.03 0.24 0.02 0.12
