 Date Time CO SO2 OZ NO2 NO PM10
 02.10.12 12:00 0.06 0.00 0.20 0.22 0.05 0.04
 -------- 13:00 0.03 0.00 0.27 0.18 0.03 0.03
 -------- 14:00 0.02 0.00 0.31 0.15 0.02 0.03
 -------- 15:00 0.02 0.00 0.37 0.14 0.01 0.03
 -------- 16:00 0.02 0.00 0.39 0.12 0.01 0.03
 02.10.12 17:00 0.02 ---- 0.33 0.17 0.01 0.04
 -------- 18:00 0.02 ---- 0.26 0.22 0.01 0.03
 -------- 19:00 0.04 ---- 0.16 0.29 0.01 0.06
 -------- 20:00 0.06 0.00 0.03 0.38 0.04 0.06
 -------- 21:00 0.07 0.00 0.04 0.36 0.03 0.05
 02.10.12 22:00 0.07 0.00 0.04 0.34 0.02 0.05
 -------- 23:00 0.06 0.00 0.03 0.35 0.02 0.06
 -------- 00:00 0.04 0.00 0.04 0.33 0.02 0.08
 -------- 01:00 0.02 0.00 0.11 0.24 0.00 0.07
 -------- 02:00 ---- 0.00 0.10 0.23 0.00 0.05
 03.10.12 03:00 ---- ---- 0.15 0.18 ---- 0.05
 -------- 04:00 ---- ---- 0.14 0.18 0.00 0.04
 -------- 05:00 ---- 0.00 0.13 0.17 0.00 0.04
 -------- 06:00 ---- 0.00 0.14 0.17 0.00 0.04
 -------- 07:00 ---- ---- 0.08 0.25 0.01 0.03
 03.10.12 08:00 0.02 0.00 0.05 0.26 0.02 0.04
 -------- 09:00 0.02 0.00 0.05 0.25 0.02 0.04
 -------- 10:00 0.02 0.00 0.08 0.23 0.03 0.04
 -------- 11:00 0.02 0.00 0.11 0.21 0.03 0.05
 -------- 12:00 ---- 0.00 0.12 0.18 0.03 0.04
 03.10.12 13:00 ---- 0.00 0.08 0.20 0.03 0.41
 -------- 14:00 ---- 0.00 0.09 0.19 0.03 0.23
 -------- 15:00 ---- 0.00 0.07 0.21 0.04 0.15
 -------- 16:00 0.02 0.00 0.05 0.21 0.03 0.13
 -------- 17:00 0.02 0.00 0.03 0.25 0.04 0.13
 03.10.12 18:00 0.03 0.00 0.01 0.27 0.06 0.14
 -------- 19:00 0.04 0.00 0.01 0.28 0.07 0.14
 -------- 20:00 0.04 0.00 0.01 0.27 0.07 0.14
 -------- 21:00 0.04 0.00 0.01 0.24 0.11 0.14
 -------- 22:00 0.02 0.00 0.01 0.27 0.08 0.13
 03.10.12 23:00 0.03 0.00 0.01 0.27 0.09 0.13
 -------- 00:00 0.02 0.00 0.01 0.18 0.08 0.11
 -------- 01:00 0.02 0.00 0.01 0.15 0.09 0.11
 -------- 02:00 0.03 0.01 0.01 0.16 0.16 0.12
 -------- 03:00 0.04 0.00 0.01 0.14 0.15 0.11
 04.10.12 04:00 0.06 0.01 0.01 0.14 0.19 0.12
 -------- 05:00 0.07 0.01 0.01 0.22 0.29 0.15
 -------- 06:00 0.05 0.01 0.01 0.21 0.18 0.15
 -------- 07:00 0.03 0.01 0.01 0.24 0.10 0.20
 -------- 08:00 0.05 0.01 0.01 0.20 0.17 0.14
 04.10.12 09:00 0.07 0.01 0.03 0.23 0.14 0.13
 -------- 10:00 0.03 0.00 0.02 0.23 0.08 0.16
 -------- 11:00 0.03 0.00 0.05 0.24 0.08 0.15
