 Date Time CO SO2 OZ NO2 NO PM10
 02.12.12 12:00 0.02 0.00 0.03 0.20 0.09 0.03
 -------- 13:00 0.02 0.00 0.05 0.19 0.06 0.03
 -------- 14:00 0.02 0.00 0.05 0.19 0.07 0.03
 -------- 15:00 0.02 0.00 0.06 0.18 0.06 0.03
 -------- 16:00 0.02 0.00 0.03 0.21 0.06 0.03
 02.12.12 17:00 0.02 0.00 0.05 0.20 0.04 0.03
 -------- 18:00 0.02 0.00 0.06 0.19 0.02 0.03
 -------- 19:00 0.04 0.00 0.01 0.26 0.08 0.04
 -------- 20:00 0.03 0.00 0.05 0.21 0.03 0.03
 -------- 21:00 0.02 0.00 0.05 0.22 0.04 0.03
 02.12.12 22:00 0.02 0.00 0.08 0.21 0.03 0.03
 -------- 23:00 0.02 0.00 0.08 0.21 0.02 0.03
 -------- 00:00 ---- 0.00 0.09 0.20 0.01 0.03
 -------- 01:00 ---- 0.00 0.07 0.25 0.04 0.03
 -------- 02:00 ---- 0.00 0.08 0.23 0.02 0.03
 03.12.12 03:00 ---- 0.00 0.09 0.23 0.02 0.03
 -------- 04:00 0.02 0.00 0.04 0.27 0.01 0.03
 -------- 05:00 0.02 0.00 0.01 0.31 0.02 0.03
 -------- 06:00 0.02 0.00 0.01 0.30 0.03 0.03
 -------- 07:00 0.02 0.00 0.01 0.32 0.03 0.03
 03.12.12 08:00 0.03 0.01 0.01 0.35 0.08 0.04
 -------- 09:00 0.05 0.01 0.01 0.35 0.11 0.06
 -------- 10:00 0.05 0.01 0.01 0.35 0.19 0.05
 -------- 11:00 0.04 0.01 0.01 0.33 0.15 0.05
 -------- 12:00 0.04 0.01 0.03 0.33 0.11 0.06
 03.12.12 13:00 0.05 0.01 0.03 0.33 0.13 0.07
 -------- 14:00 0.04 0.01 0.04 0.32 0.12 0.05
 -------- 15:00 0.04 0.01 0.04 0.34 0.09 0.06
 -------- 16:00 0.04 0.01 0.03 0.34 0.08 0.05
 -------- 17:00 0.03 0.01 0.01 0.33 0.05 0.03
 03.12.12 18:00 0.02 0.00 0.02 0.33 0.05 0.04
 -------- 19:00 0.02 0.00 0.01 0.33 0.05 0.03
 -------- 20:00 0.02 0.00 0.03 0.29 0.03 0.02
 -------- 21:00 0.02 0.00 0.04 0.28 0.02 0.03
 -------- 22:00 0.02 0.00 0.08 0.25 0.01 0.03
 03.12.12 23:00 0.02 0.00 0.11 0.21 0.01 0.02
 -------- 00:00 ---- 0.00 0.16 0.19 0.00 0.03
 -------- 01:00 ---- 0.00 0.12 0.23 0.01 0.04
 -------- 02:00 ---- 0.00 0.19 0.15 0.00 0.03
 -------- 03:00 ---- 0.00 0.23 0.14 0.00 0.02
 04.12.12 04:00 0.02 0.00 0.20 0.16 0.00 0.02
 -------- 05:00 0.02 0.00 0.19 0.15 0.00 0.02
 -------- 06:00 0.03 0.00 0.16 0.17 0.00 0.02
 -------- 07:00 0.04 0.00 0.09 0.21 0.01 0.02
 -------- 08:00 0.04 0.00 0.04 0.23 0.02 0.01
 04.12.12 09:00 0.05 0.00 0.02 0.24 0.05 0.02
 -------- 10:00 0.06 0.00 0.01 0.26 0.09 0.02
 -------- 11:00 0.06 0.01 0.01 0.24 0.11 0.03
