 Date Time CO SO2 OZ NO2 NO PM10
 31.03.13 00:00 0.06 0.00 0.47 0.21 0.01 0.03
 -------- 01:00 0.06 0.00 0.45 0.19 0.01 0.03
 -------- 02:00 0.04 0.00 0.46 0.17 0.01 0.03
 -------- 03:00 0.04 0.00 0.44 0.15 0.01 0.02
 -------- 04:00 0.04 0.00 0.42 0.15 0.01 0.03
 31.03.13 05:00 0.04 0.00 0.44 0.13 0.01 0.03
 -------- 06:00 0.04 0.00 0.44 0.13 0.01 0.04
 -------- 07:00 0.06 0.00 0.39 0.17 0.01 0.03
 -------- 08:00 0.06 0.00 0.39 0.16 0.01 0.04
 -------- 09:00 0.06 0.00 0.37 0.17 0.02 0.05
 31.03.13 10:00 0.06 0.00 0.36 0.17 0.02 0.05
 -------- 11:00 0.06 0.00 0.34 0.16 0.02 0.05
 -------- 12:00 0.06 0.00 0.36 0.15 0.03 0.05
 -------- 13:00 0.08 0.00 0.28 0.20 0.03 0.06
 -------- 14:00 0.08 0.00 0.28 0.19 0.03 0.06
 31.03.13 15:00 0.08 0.00 0.28 0.21 0.03 0.05
 -------- 16:00 0.08 0.00 0.34 0.19 0.03 0.05
 -------- 17:00 0.08 0.00 0.38 0.18 0.02 0.06
 -------- 18:00 0.08 0.00 0.44 0.18 0.02 0.06
 -------- 19:00 0.09 0.00 0.32 0.29 0.02 0.08
 31.03.13 20:00 0.10 0.00 0.12 0.41 0.04 0.09
 -------- 21:00 0.10 0.00 0.15 0.34 0.02 0.09
 -------- 22:00 0.10 0.00 0.17 0.32 0.02 0.08
 -------- 23:00 0.11 0.00 0.11 0.34 0.02 0.08
 -------- 00:00 0.14 0.00 0.07 0.40 0.05 0.08
 01.04.13 01:00 0.13 0.00 0.01 0.42 0.05 0.08
 -------- 02:00 0.13 0.00 0.01 0.41 0.05 0.07
 -------- 03:00 0.13 0.00 0.01 0.41 0.07 0.08
 -------- 04:00 0.11 0.00 0.03 0.36 0.04 0.07
 -------- 05:00 0.11 0.00 0.01 0.37 0.06 0.08
 01.04.13 06:00 0.12 0.00 0.01 0.34 0.08 0.07
 -------- 07:00 0.12 0.00 0.02 0.33 0.10 0.08
 -------- 08:00 0.11 0.00 0.02 0.34 0.20 0.10
 -------- 09:00 0.10 0.00 0.09 0.29 0.08 0.05
 -------- 10:00 0.08 0.00 0.10 0.26 0.16 0.04
 01.04.13 11:00 0.08 0.00 0.02 0.29 0.28 0.06
 -------- 12:00 0.08 0.01 0.12 0.18 0.05 0.03
 -------- 13:00 0.09 0.00 0.20 0.15 0.03 0.02
 -------- 14:00 0.06 0.00 0.18 0.19 0.04 0.05
 -------- 15:00 0.06 0.00 0.20 0.19 0.05 0.07
 01.04.13 16:00 0.06 0.00 0.21 0.19 0.05 0.09
 -------- 17:00 0.06 0.00 0.15 0.22 0.06 0.09
 -------- 18:00 0.08 0.00 0.12 0.24 0.06 0.08
 -------- 19:00 0.09 0.00 0.07 0.27 0.08 0.08
 -------- 20:00 0.10 0.00 0.06 0.29 0.08 0.08
 01.04.13 21:00 0.09 0.00 0.12 0.27 0.06 0.08
 -------- 22:00 0.08 0.00 0.25 0.24 0.05 0.06
 -------- 23:00 0.07 0.00 0.32 0.23 0.04 0.06
