 Date Time CO NO2 CHX NO PM10
 01.10.12 12:00 0.06 0.07 1.29 0.03 0.04
 -------- 13:00 0.05 0.06 1.29 0.03 0.04
 -------- 14:00 0.05 0.07 1.29 0.02 0.04
 -------- 15:00 0.05 0.09 1.29 0.03 0.05
 -------- 16:00 0.06 0.09 1.29 0.02 0.04
 01.10.12 17:00 0.05 0.10 1.29 0.02 0.04
 -------- 18:00 0.09 0.14 1.31 0.03 0.05
 -------- 19:00 0.09 0.16 1.31 0.03 0.04
 -------- 20:00 0.08 0.17 1.31 0.02 0.05
 -------- 21:00 0.09 0.21 1.33 0.01 0.05
 01.10.12 22:00 0.11 0.25 1.35 0.04 0.06
 -------- 23:00 0.11 0.25 1.36 0.05 0.07
 -------- 00:00 0.10 0.24 1.40 0.05 0.06
 -------- 01:00 0.10 0.23 1.43 0.06 0.06
 -------- 02:00 0.10 0.21 1.45 0.07 0.07
 02.10.12 03:00 0.08 0.20 1.42 0.05 0.06
 -------- 04:00 0.08 0.19 1.41 0.04 0.06
 -------- 05:00 0.08 0.18 1.39 0.03 0.05
 -------- 06:00 0.08 0.16 1.37 0.04 0.05
 -------- 07:00 0.12 0.16 1.42 0.10 0.07
 02.10.12 08:00 0.15 0.18 1.42 0.12 0.08
 -------- 09:00 0.19 0.20 1.45 0.17 0.10
 -------- 10:00 0.22 0.23 1.50 0.22 0.15
 -------- 11:00 0.17 0.24 1.44 0.17 0.11
 -------- 12:00 0.13 0.21 1.39 0.11 0.11
 02.10.12 13:00 0.09 0.15 1.33 0.05 0.06
 -------- 14:00 0.06 0.13 1.31 0.03 0.05
 -------- 15:00 0.04 0.10 1.30 0.01 0.05
 -------- 16:00 0.05 0.10 1.32 0.01 0.05
 -------- 17:00 0.07 0.15 1.33 0.01 0.08
 02.10.12 18:00 0.05 0.15 1.33 0.01 0.06
 -------- 19:00 0.06 0.19 1.35 0.00 0.07
 -------- 20:00 0.09 0.23 1.36 0.01 0.08
 -------- 21:00 0.11 0.27 1.37 0.03 0.07
 -------- 22:00 0.12 0.26 1.42 0.07 0.17
 02.10.12 23:00 0.14 0.27 1.45 0.11 0.16
 -------- 00:00 0.09 0.26 1.39 0.07 0.09
 -------- 01:00 0.08 0.25 1.42 0.05 0.11
 -------- 02:00 0.09 0.23 1.44 0.08 0.08
 -------- 03:00 0.08 0.23 1.47 0.07 0.06
 03.10.12 04:00 0.06 0.23 1.42 0.03 0.06
 -------- 05:00 0.06 0.21 1.42 0.03 0.06
 -------- 06:00 0.05 0.19 1.37 0.02 0.06
 -------- 07:00 0.07 0.20 1.37 0.04 0.05
 -------- 08:00 0.09 0.21 1.39 0.06 0.05
 03.10.12 09:00 0.12 0.21 1.41 0.09 0.06
 -------- 10:00 0.15 0.21 1.44 0.11 0.07
 -------- 11:00 0.14 0.21 1.43 0.08 0.09
