 Date Time CO NO2 CHX NO PM10
 17.03.13 12:00 0.06 0.17 1.31 0.04 0.03
 -------- 13:00 0.06 0.15 1.30 0.03 0.02
 -------- 14:00 0.06 0.17 1.35 0.05 0.04
 -------- 15:00 0.05 0.17 1.32 0.04 0.03
 -------- 16:00 0.06 0.20 1.34 0.04 0.04
 17.03.13 17:00 0.07 0.23 1.34 0.05 0.04
 -------- 18:00 0.07 0.22 1.33 0.06 0.03
 -------- 19:00 0.07 0.17 1.34 0.05 0.02
 -------- 20:00 0.07 0.21 1.33 0.05 0.03
 -------- 21:00 0.11 0.27 1.39 0.07 0.04
 17.03.13 22:00 0.11 0.29 1.37 0.09 0.05
 -------- 23:00 0.09 0.29 1.39 0.08 0.03
 -------- 00:00 0.10 0.35 1.42 0.11 0.04
 -------- 01:00 0.07 0.28 1.42 0.06 0.04
 -------- 02:00 0.06 0.26 1.39 0.03 0.03
 18.03.13 03:00 0.07 0.25 1.39 0.04 0.03
 -------- 04:00 0.07 0.30 1.44 0.08 0.03
 -------- 05:00 0.07 0.30 1.46 0.08 0.03
 -------- 06:00 0.09 0.31 1.48 0.11 0.04
 -------- 07:00 0.11 0.38 1.44 0.17 0.05
 18.03.13 08:00 0.15 0.39 1.46 0.22 0.08
 -------- 09:00 0.17 0.41 1.52 0.25 0.08
 -------- 10:00 0.18 0.43 1.56 0.30 0.08
 -------- 11:00 0.17 0.43 1.59 0.28 0.07
 -------- 12:00 0.15 0.40 1.53 0.23 0.07
 18.03.13 13:00 0.11 0.31 1.42 0.14 0.06
 -------- 14:00 0.07 0.21 1.32 0.08 0.04
 -------- 15:00 0.07 0.21 1.32 0.08 0.04
 -------- 16:00 0.07 0.23 1.34 0.07 0.05
 -------- 17:00 0.07 0.23 1.34 0.07 0.04
 18.03.13 18:00 0.07 0.21 1.35 0.06 0.04
 -------- 19:00 0.11 0.28 1.42 0.07 0.05
 -------- 20:00 0.09 0.25 1.37 0.05 0.03
 -------- 21:00 0.08 0.19 1.33 0.04 0.02
 -------- 22:00 0.08 0.20 1.33 0.04 0.02
 18.03.13 23:00 0.08 0.23 1.33 0.05 0.03
 -------- 00:00 0.07 0.22 1.33 0.03 0.02
 -------- 01:00 0.06 0.18 1.36 0.02 0.02
 -------- 02:00 0.05 0.15 1.34 0.04 0.02
 -------- 03:00 0.05 0.12 1.34 0.01 0.02
 19.03.13 04:00 0.04 0.12 1.34 0.02 0.02
 -------- 05:00 0.04 0.11 1.31 0.02 0.02
 -------- 06:00 0.04 0.12 1.30 0.02 0.01
 -------- 07:00 0.05 0.16 1.31 0.03 0.02
 -------- 08:00 0.07 0.16 1.33 0.05 0.02
 19.03.13 09:00 0.06 0.20 1.32 0.07 0.02
 -------- 10:00 0.06 0.18 1.32 0.07 0.02
 -------- 11:00 0.06 0.16 1.31 0.06 0.02
