 Date Time CO NO2 CHX NO PM10
 26.03.13 00:00 0.04 0.12 1.26 0.04 0.02
 -------- 01:00 0.04 0.10 1.26 0.02 0.02
 -------- 02:00 0.04 0.10 1.26 0.01 0.02
 -------- 03:00 0.04 0.08 1.26 0.01 0.02
 -------- 04:00 0.04 0.11 1.27 0.01 0.02
 26.03.13 05:00 0.04 0.13 1.34 0.02 0.02
 -------- 06:00 0.04 0.12 1.32 0.01 0.01
 -------- 07:00 0.05 0.16 1.31 0.04 0.02
 -------- 08:00 0.06 0.19 1.33 0.04 0.03
 -------- 09:00 0.07 0.19 1.32 0.06 0.03
 26.03.13 10:00 0.07 0.16 1.33 0.06 0.03
 -------- 11:00 0.06 0.12 1.33 0.06 0.04
 -------- 12:00 0.06 0.12 1.32 0.05 0.03
 -------- 13:00 0.06 0.13 1.31 0.05 0.04
 -------- 14:00 0.06 0.13 1.29 0.05 0.04
 26.03.13 15:00 0.04 0.09 1.28 0.04 0.03
 -------- 16:00 0.05 0.10 1.27 0.03 0.04
 -------- 17:00 0.05 0.11 1.27 0.04 0.02
 -------- 18:00 0.06 0.14 1.28 0.04 0.03
 -------- 19:00 0.06 0.17 1.29 0.03 0.03
 26.03.13 20:00 0.06 0.20 1.27 0.04 0.02
 -------- 21:00 0.07 0.27 1.32 0.05 0.02
 -------- 22:00 0.08 0.30 1.40 0.06 0.03
 -------- 23:00 0.08 0.30 1.37 0.07 0.03
 -------- 00:00 0.09 0.30 1.39 0.05 0.02
 27.03.13 01:00 0.07 0.30 1.38 0.04 0.02
 -------- 02:00 0.08 0.39 1.39 0.07 0.03
 -------- 03:00 0.08 0.45 1.41 0.11 0.04
 -------- 04:00 0.08 0.46 1.60 0.08 0.08
 -------- 05:00 0.11 0.53 1.66 0.16 0.11
 27.03.13 06:00 0.12 0.53 1.76 0.24 0.08
 -------- 07:00 0.16 0.56 1.85 0.37 0.09
 -------- 08:00 ---- 0.53 1.89 0.32 0.09
 -------- 09:00 ---- 0.47 1.68 0.28 0.09
 -------- 10:00 ---- 0.40 1.65 0.20 0.08
 27.03.13 11:00 ---- 0.33 1.55 0.16 0.15
 -------- 12:00 ---- 0.23 1.48 0.08 0.06
 -------- 13:00 ---- 0.20 1.37 0.06 0.03
 -------- 14:00 ---- 0.17 1.31 0.05 0.03
 -------- 15:00 ---- 0.15 1.27 0.05 0.04
 27.03.13 16:00 ---- 0.14 1.27 0.04 0.03
 -------- 17:00 ---- 0.15 1.28 0.03 0.03
 -------- 18:00 ---- 0.18 1.32 0.04 0.03
 -------- 19:00 ---- 0.24 1.35 0.04 0.03
 -------- 20:00 ---- 0.41 1.40 0.08 0.05
 27.03.13 21:00 ---- 0.53 1.45 0.15 0.06
 -------- 22:00 ---- 0.55 1.41 0.12 0.06
 -------- 23:00 ---- 0.54 1.38 0.10 0.04
