 Date Time CO NO2 CHX NO PM10
 09.12.12 12:00 0.04 0.13 1.35 0.02 0.04
 -------- 13:00 0.07 0.13 1.33 0.02 0.03
 -------- 14:00 0.06 0.11 1.32 0.02 0.03
 -------- 15:00 0.06 0.12 1.32 0.02 0.03
 -------- 16:00 0.07 0.16 1.34 0.03 0.04
 09.12.12 17:00 0.08 0.20 1.36 0.02 0.05
 -------- 18:00 0.10 0.25 1.38 0.03 0.06
 -------- 19:00 0.11 0.26 1.39 0.06 0.06
 -------- 20:00 0.10 0.25 1.39 0.04 0.06
 -------- 21:00 0.11 0.25 1.41 0.06 0.05
 09.12.12 22:00 0.19 0.27 1.52 0.24 0.07
 -------- 23:00 0.29 0.26 1.62 0.50 0.08
 -------- 00:00 0.23 0.27 1.60 0.40 0.08
 -------- 01:00 0.20 0.26 1.56 0.32 0.09
 -------- 02:00 0.19 0.28 1.63 0.31 0.09
 10.12.12 03:00 0.19 0.27 1.63 0.32 0.08
 -------- 04:00 0.18 0.30 1.67 0.30 0.08
 -------- 05:00 0.17 0.30 1.73 0.31 0.07
 -------- 06:00 0.17 0.29 1.76 0.29 0.09
 -------- 07:00 0.15 0.29 1.66 0.21 0.09
 10.12.12 08:00 0.13 0.25 1.69 0.13 0.08
 -------- 09:00 0.09 0.21 1.52 0.06 0.05
 -------- 10:00 0.13 0.21 1.52 0.15 0.06
 -------- 11:00 0.11 0.19 1.55 0.12 0.06
 -------- 12:00 0.10 0.18 1.50 0.11 0.05
 10.12.12 13:00 0.11 0.18 1.51 0.14 0.06
 -------- 14:00 0.14 0.20 1.56 0.22 0.07
 -------- 15:00 0.15 0.20 1.63 0.24 0.07
 -------- 16:00 0.16 0.23 1.71 0.22 0.08
 -------- 17:00 0.13 0.20 1.58 0.14 0.07
 10.12.12 18:00 0.10 0.18 1.47 0.07 0.06
 -------- 19:00 0.09 0.17 1.49 0.05 0.05
 -------- 20:00 0.08 0.16 1.49 0.04 0.05
 -------- 21:00 0.06 0.18 1.40 0.02 0.05
 -------- 22:00 0.04 0.17 1.34 0.00 0.08
 10.12.12 23:00 0.04 0.15 1.33 0.00 0.03
 -------- 00:00 0.04 0.14 1.33 0.00 0.03
 -------- 01:00 0.04 0.11 1.33 0.00 0.02
 -------- 02:00 0.04 0.17 1.33 0.00 0.03
 -------- 03:00 0.04 0.16 1.33 0.00 0.04
 11.12.12 04:00 0.04 0.13 1.30 0.00 0.03
 -------- 05:00 0.04 0.16 1.31 ---- 0.03
 -------- 06:00 0.04 0.18 1.32 0.00 0.04
 -------- 07:00 0.05 0.17 1.32 0.00 0.04
 -------- 08:00 0.06 0.20 1.33 0.01 0.04
 11.12.12 09:00 0.05 0.22 1.32 0.01 0.04
 -------- 10:00 0.04 0.19 1.31 0.01 0.04
 -------- 11:00 0.04 0.15 1.31 0.01 0.04
