 Date Time CO NO2 CHX NO PM10
 17.09.12 12:00 0.09 0.17 1.33 0.06 0.06
 -------- 13:00 0.09 0.10 1.31 0.04 0.04
 -------- 14:00 0.07 0.11 1.30 0.03 0.03
 -------- 15:00 0.06 0.09 1.28 0.03 0.04
 -------- 16:00 0.05 0.06 1.28 0.01 0.03
 17.09.12 17:00 0.05 0.07 1.28 0.01 0.03
 -------- 18:00 0.07 0.12 1.29 0.02 0.04
 -------- 19:00 0.13 0.19 1.33 0.05 0.07
 -------- 20:00 0.25 0.26 1.44 0.22 0.15
 -------- 21:00 0.44 0.28 1.71 0.41 0.20
 17.09.12 22:00 0.39 0.27 1.73 0.34 0.16
 -------- 23:00 0.49 0.27 2.02 0.58 0.18
 -------- 00:00 0.60 0.25 2.17 0.69 0.19
 -------- 01:00 0.61 0.25 2.16 0.74 0.22
 -------- 02:00 0.55 0.26 2.11 0.67 0.19
 18.09.12 03:00 0.42 0.26 2.11 0.58 0.16
 -------- 04:00 0.19 0.28 1.77 0.22 0.09
 -------- 05:00 0.12 0.26 1.63 0.16 0.08
 -------- 06:00 0.13 0.25 1.64 0.18 0.08
 -------- 07:00 0.11 0.25 1.56 0.16 0.08
 18.09.12 08:00 0.11 0.24 1.49 0.15 0.09
 -------- 09:00 0.17 0.24 1.48 0.14 0.11
 -------- 10:00 0.22 0.27 1.56 0.19 0.14
 -------- 11:00 0.17 0.26 1.46 0.13 0.12
 -------- 12:00 0.10 0.20 1.35 0.06 0.06
 18.09.12 13:00 0.07 0.13 1.31 0.02 0.04
 -------- 14:00 0.05 0.08 1.29 0.01 0.03
 -------- 15:00 0.05 0.10 1.29 0.01 0.05
 -------- 16:00 0.05 0.09 1.29 0.01 0.05
 -------- 17:00 0.05 0.09 1.29 0.01 0.06
 18.09.12 18:00 0.07 0.15 1.32 0.01 0.07
 -------- 19:00 0.09 0.20 1.35 0.01 0.07
 -------- 20:00 0.11 0.27 1.37 0.02 0.11
 -------- 21:00 0.11 0.30 1.39 0.02 0.09
 -------- 22:00 0.11 0.29 1.49 0.01 0.07
 18.09.12 23:00 0.10 0.28 1.46 0.01 0.07
 -------- 00:00 0.12 0.29 1.41 0.03 0.07
 -------- 01:00 0.14 0.28 1.47 0.08 0.07
 -------- 02:00 0.22 0.26 1.56 0.22 0.11
 -------- 03:00 0.19 0.25 1.60 0.18 0.09
 19.09.12 04:00 0.21 0.22 1.66 0.22 0.09
 -------- 05:00 0.19 0.20 1.73 0.25 0.10
 -------- 06:00 0.23 0.24 1.78 0.31 0.10
 -------- 07:00 0.29 0.25 1.94 0.44 0.17
 -------- 08:00 0.35 0.27 2.04 0.49 0.19
 19.09.12 09:00 0.23 0.31 1.73 0.25 0.17
 -------- 10:00 0.21 0.32 1.69 0.20 0.20
 -------- 11:00 0.18 0.32 1.59 0.14 0.19
