 Date Time CO NO2 CHX NO PM10
 26.11.12 00:00 0.10 0.20 1.38 0.08 0.13
 -------- 01:00 0.07 0.20 1.36 0.06 0.11
 -------- 02:00 0.06 0.19 1.37 0.03 0.06
 -------- 03:00 0.05 0.17 1.36 0.02 0.06
 -------- 04:00 0.05 0.17 1.37 0.02 0.06
 26.11.12 05:00 0.04 0.17 1.36 0.03 0.06
 -------- 06:00 0.06 0.17 1.38 0.04 0.06
 -------- 07:00 0.06 0.17 1.42 0.06 0.08
 -------- 08:00 0.07 0.17 1.40 0.06 0.06
 -------- 09:00 0.08 0.17 1.43 0.07 0.07
 26.11.12 10:00 0.08 0.16 1.45 0.09 0.07
 -------- 11:00 0.10 0.16 1.56 0.11 0.09
 -------- 12:00 0.10 0.15 1.50 0.11 0.08
 -------- 13:00 0.10 0.14 1.42 0.10 0.08
 -------- 14:00 0.11 0.14 1.42 0.11 0.07
 26.11.12 15:00 0.11 0.14 1.43 0.13 0.07
 -------- 16:00 0.09 0.13 1.42 0.10 0.06
 -------- 17:00 0.08 0.13 1.40 0.07 0.06
 -------- 18:00 0.08 0.12 1.40 0.07 0.05
 -------- 19:00 0.08 0.12 1.40 0.07 0.05
 26.11.12 20:00 0.08 0.11 1.41 0.07 0.05
 -------- 21:00 0.09 0.11 1.40 0.08 0.05
 -------- 22:00 0.08 0.11 1.40 0.07 0.05
 -------- 23:00 0.07 0.11 1.40 0.07 0.05
 -------- 00:00 0.07 0.11 1.42 0.06 0.04
 27.11.12 01:00 0.05 0.10 1.44 0.03 0.04
 -------- 02:00 0.05 0.09 1.63 0.02 0.03
 -------- 03:00 0.04 0.08 1.45 0.01 0.03
 -------- 04:00 0.04 0.08 1.40 0.01 0.03
 -------- 05:00 0.04 0.08 1.38 0.02 0.03
 27.11.12 06:00 0.05 0.09 1.37 0.03 0.02
 -------- 07:00 0.07 0.13 1.38 0.04 0.02
 -------- 08:00 0.09 0.13 1.38 0.06 0.03
 -------- 09:00 0.09 0.13 1.41 0.10 0.04
 -------- 10:00 0.09 0.13 1.40 0.08 0.04
 27.11.12 11:00 0.09 0.12 1.40 0.10 0.05
 -------- 12:00 0.09 0.12 1.42 0.10 0.05
 -------- 13:00 0.09 0.13 1.39 0.10 0.05
 -------- 14:00 0.10 0.13 1.38 0.10 0.04
 -------- 15:00 0.09 0.13 1.38 0.07 0.04
 27.11.12 16:00 0.08 0.13 1.37 0.07 0.04
 -------- 17:00 0.08 0.13 1.36 0.04 0.03
 -------- 18:00 0.08 0.12 1.37 0.04 0.03
 -------- 19:00 0.08 0.15 1.38 0.05 0.03
 -------- 20:00 0.11 0.17 1.40 0.10 0.04
 27.11.12 21:00 0.10 0.17 1.39 0.07 0.03
 -------- 22:00 0.08 0.15 1.37 0.05 0.04
 -------- 23:00 0.08 0.14 1.36 0.05 0.03
