 Date Time CO NO2 CHX NO PM10
 14.03.13 12:00 0.13 0.50 1.65 0.20 0.12
 -------- 13:00 0.12 0.49 1.63 0.18 0.11
 -------- 14:00 0.13 0.51 1.64 0.21 0.11
 -------- 15:00 0.14 0.54 1.66 0.19 0.14
 -------- 16:00 0.13 0.53 1.62 0.14 0.13
 14.03.13 17:00 0.13 0.53 1.60 0.12 0.13
 -------- 18:00 0.11 0.43 1.53 0.06 0.08
 -------- 19:00 0.08 0.32 1.42 0.00 0.06
 -------- 20:00 0.08 0.38 1.47 0.01 0.06
 -------- 21:00 0.08 0.40 1.51 0.01 0.06
 14.03.13 22:00 0.08 0.35 1.49 0.01 0.07
 -------- 23:00 0.09 0.45 1.53 0.02 0.09
 -------- 00:00 0.09 0.46 1.53 0.04 0.08
 -------- 01:00 0.08 0.46 1.50 0.03 0.08
 -------- 02:00 0.10 0.44 1.69 0.04 0.08
 15.03.13 03:00 0.08 0.40 1.60 0.02 0.08
 -------- 04:00 0.10 0.40 1.76 0.05 0.08
 -------- 05:00 0.09 0.39 1.64 0.04 0.08
 -------- 06:00 0.09 0.40 1.56 0.09 0.08
 -------- 07:00 0.15 0.43 1.59 0.20 0.10
 15.03.13 08:00 0.19 0.43 1.70 0.27 0.10
 -------- 09:00 0.19 0.41 1.75 0.24 0.11
 -------- 10:00 0.15 0.38 1.56 0.22 0.10
 -------- 11:00 0.12 0.35 1.65 0.16 0.09
 -------- 12:00 0.13 0.37 1.54 0.18 0.09
 15.03.13 13:00 0.13 0.36 1.53 0.18 0.08
 -------- 14:00 0.10 0.29 1.46 0.11 0.05
 -------- 15:00 0.09 0.25 1.44 0.07 0.05
 -------- 16:00 0.10 0.25 1.42 0.09 0.04
 -------- 17:00 0.10 0.23 1.41 0.06 0.03
 15.03.13 18:00 0.09 0.20 1.39 0.03 0.02
 -------- 19:00 0.08 0.18 1.39 0.02 0.03
 -------- 20:00 0.07 0.17 1.39 0.03 0.02
 -------- 21:00 0.09 0.21 1.39 0.05 0.02
 -------- 22:00 0.11 0.26 1.41 0.08 0.02
 15.03.13 23:00 0.14 0.32 1.50 0.09 0.04
 -------- 00:00 0.17 0.35 1.66 0.19 0.05
 -------- 01:00 0.15 0.36 1.58 0.21 0.07
 -------- 02:00 0.13 0.37 1.53 0.18 0.07
 -------- 03:00 0.23 0.37 1.66 0.36 0.08
 16.03.13 04:00 0.18 0.35 1.58 0.22 0.07
 -------- 05:00 0.14 0.33 1.56 0.19 0.07
 -------- 06:00 0.10 0.29 1.52 0.06 0.08
 -------- 07:00 0.08 0.29 1.50 0.06 0.12
 -------- 08:00 0.09 0.31 1.46 0.11 0.15
 16.03.13 09:00 0.12 0.32 1.52 0.18 0.16
 -------- 10:00 0.12 0.33 1.57 0.19 0.17
 -------- 11:00 0.12 0.33 1.54 0.17 0.13
