 Date Time CO NO2 CHX NO PM10
 05.02.13 12:00 ---- 0.25 ---- 0.06 0.03
 -------- 13:00 ---- 0.24 ---- 0.07 0.06
 -------- 14:00 ---- 0.25 ---- 0.10 0.05
 -------- 15:00 ---- 0.28 ---- 0.10 0.05
 -------- 16:00 ---- 0.26 ---- 0.05 0.04
 05.02.13 17:00 ---- 0.23 ---- 0.02 0.03
 -------- 18:00 ---- 0.35 ---- 0.05 0.06
 -------- 19:00 ---- 0.36 ---- 0.05 0.06
 -------- 20:00 ---- 0.34 ---- 0.04 0.05
 -------- 21:00 ---- 0.24 ---- 0.00 0.03
 05.02.13 22:00 ---- 0.25 ---- 0.01 0.05
 -------- 23:00 ---- 0.25 ---- 0.01 0.05
 -------- 00:00 ---- 0.27 ---- 0.01 0.05
 -------- 01:00 ---- 0.19 ---- 0.00 0.05
 -------- 02:00 ---- 0.10 ---- 0.00 0.05
 06.02.13 03:00 ---- 0.09 ---- 0.00 0.05
 -------- 04:00 ---- 0.13 ---- ---- 0.03
 -------- 05:00 ---- 0.19 ---- 0.00 0.04
 -------- 06:00 ---- 0.23 ---- 0.01 0.04
 -------- 07:00 0.06 0.25 1.31 0.01 0.05
 06.02.13 08:00 0.07 0.27 1.34 0.01 0.05
 -------- 09:00 0.06 0.27 1.33 0.01 0.05
 -------- 10:00 0.06 0.24 1.32 0.02 0.05
 -------- 11:00 0.06 0.17 1.31 0.01 0.04
 -------- 12:00 0.06 0.19 1.32 0.02 0.05
 06.02.13 13:00 0.06 0.16 1.29 0.01 0.04
 -------- 14:00 0.07 0.26 1.35 0.05 0.06
 -------- 15:00 0.08 0.31 1.50 0.04 0.07
 -------- 16:00 0.09 0.36 1.46 0.05 0.08
 -------- 17:00 0.08 0.35 1.38 0.02 0.05
 06.02.13 18:00 0.07 0.23 1.37 0.00 0.04
 -------- 19:00 0.07 0.21 1.37 0.00 0.04
 -------- 20:00 0.07 0.23 1.38 0.01 0.05
 -------- 21:00 0.08 0.24 1.41 0.01 0.05
 -------- 22:00 0.06 0.20 1.35 0.00 0.04
 06.02.13 23:00 0.06 0.17 1.34 0.00 0.04
 -------- 00:00 0.06 0.18 1.35 0.00 0.04
 -------- 01:00 0.06 0.27 1.39 0.01 0.06
 -------- 02:00 0.07 0.31 1.40 0.02 0.07
 -------- 03:00 0.05 0.21 1.35 0.01 0.04
 07.02.13 04:00 0.05 0.19 1.34 0.00 0.04
 -------- 05:00 0.06 0.17 1.35 0.01 0.04
 -------- 06:00 0.06 0.17 1.35 0.01 0.05
 -------- 07:00 0.07 0.19 1.40 0.02 0.05
 -------- 08:00 0.07 0.21 1.39 0.01 0.06
 07.02.13 09:00 0.08 0.24 1.39 0.02 0.06
 -------- 10:00 0.09 0.25 1.41 0.04 0.08
 -------- 11:00 0.08 0.25 1.40 0.04 0.09
