 Date Time CO NO2 CHX NO PM10
 19.03.13 00:00 0.06 0.20 1.32 0.02 0.02
 -------- 01:00 0.06 0.18 1.36 0.02 0.02
 -------- 02:00 0.05 0.15 1.34 0.04 0.02
 -------- 03:00 0.05 0.12 1.34 0.01 0.02
 -------- 04:00 0.04 0.12 1.34 0.02 0.02
 19.03.13 05:00 0.04 0.11 1.31 0.02 0.02
 -------- 06:00 0.04 0.12 1.30 0.02 0.01
 -------- 07:00 0.05 0.16 1.31 0.03 0.02
 -------- 08:00 0.07 0.16 1.33 0.05 0.02
 -------- 09:00 0.06 0.20 1.32 0.07 0.02
 19.03.13 10:00 0.06 0.18 1.32 0.07 0.02
 -------- 11:00 0.06 0.16 1.31 0.06 0.02
 -------- 12:00 0.06 0.16 1.32 0.06 0.03
 -------- 13:00 0.06 0.15 1.32 0.07 0.05
 -------- 14:00 0.05 0.17 1.31 0.07 0.04
 19.03.13 15:00 0.07 0.14 1.32 0.07 0.04
 -------- 16:00 0.07 0.17 1.32 0.08 0.06
 -------- 17:00 0.07 0.18 1.33 0.07 0.04
 -------- 18:00 0.07 0.19 1.32 0.06 0.03
 -------- 19:00 0.07 0.17 1.31 0.04 0.03
 19.03.13 20:00 0.07 0.20 1.31 0.05 0.03
 -------- 21:00 0.09 0.27 1.34 0.09 0.03
 -------- 22:00 0.11 0.31 1.35 0.11 0.03
 -------- 23:00 0.09 0.30 1.33 0.10 0.03
 -------- 00:00 0.07 0.23 1.32 0.04 0.03
 20.03.13 01:00 0.06 0.22 1.33 0.03 0.03
 -------- 02:00 0.07 0.20 1.35 0.03 0.03
 -------- 03:00 0.06 0.21 1.37 0.03 0.02
 -------- 04:00 0.05 0.24 1.37 0.06 0.03
 -------- 05:00 0.06 0.28 1.38 0.05 0.03
 20.03.13 06:00 0.07 0.32 1.39 0.07 0.03
 -------- 07:00 0.10 0.39 1.47 0.13 0.04
 -------- 08:00 0.13 0.39 1.46 0.14 0.04
 -------- 09:00 0.11 0.33 1.47 0.10 0.04
 -------- 10:00 0.09 0.28 1.43 0.10 0.04
 20.03.13 11:00 0.08 0.21 1.41 0.07 0.04
 -------- 12:00 0.08 0.19 1.34 0.07 0.04
 -------- 13:00 0.07 0.18 1.34 0.06 0.03
 -------- 14:00 0.08 0.18 1.35 0.06 0.03
 -------- 15:00 0.07 0.19 1.34 0.05 0.04
 20.03.13 16:00 0.07 0.18 1.33 0.06 0.03
 -------- 17:00 0.08 0.21 1.34 0.06 0.04
 -------- 18:00 0.07 0.18 1.33 0.05 0.04
 -------- 19:00 0.07 0.17 1.34 0.03 0.04
 -------- 20:00 0.07 0.17 1.34 0.03 0.04
 20.03.13 21:00 0.07 0.20 1.37 0.04 0.03
 -------- 22:00 0.07 0.20 1.34 0.05 0.03
 -------- 23:00 0.06 0.18 1.34 0.04 0.02
