 Date Time CO NO2 CHX NO PM10
 07.12.12 12:00 0.08 0.19 1.37 0.05 0.04
 -------- 13:00 0.07 0.20 1.35 0.04 0.05
 -------- 14:00 0.07 0.21 1.35 0.05 0.06
 -------- 15:00 0.08 0.22 1.39 0.06 0.06
 -------- 16:00 0.08 0.21 1.47 0.05 0.05
 07.12.12 17:00 0.09 0.22 1.46 0.04 0.05
 -------- 18:00 0.11 0.23 1.49 0.07 0.05
 -------- 19:00 0.11 0.21 1.67 0.07 0.05
 -------- 20:00 0.17 0.20 1.65 0.07 0.05
 -------- 21:00 0.13 0.19 1.49 0.13 0.06
 07.12.12 22:00 0.11 0.17 1.51 0.10 0.05
 -------- 23:00 0.12 0.18 1.45 0.15 0.05
 -------- 00:00 0.11 0.18 1.42 0.13 0.05
 -------- 01:00 0.10 0.18 1.40 0.08 0.05
 -------- 02:00 0.09 0.15 1.38 0.06 0.05
 08.12.12 03:00 0.09 0.15 1.37 0.06 0.05
 -------- 04:00 0.07 0.13 1.35 0.03 0.05
 -------- 05:00 0.08 0.15 1.37 0.07 0.05
 -------- 06:00 0.08 0.15 1.37 0.08 0.05
 -------- 07:00 0.10 0.15 1.39 0.13 0.05
 08.12.12 08:00 0.10 0.17 1.40 0.13 0.05
 -------- 09:00 0.12 0.17 1.42 0.14 0.06
 -------- 10:00 0.15 0.18 1.48 0.21 0.06
 -------- 11:00 0.17 0.19 1.52 0.25 0.08
 -------- 12:00 0.15 0.18 1.62 0.17 0.08
 08.12.12 13:00 0.13 0.18 1.65 0.15 0.08
 -------- 14:00 0.13 0.19 1.65 0.18 0.11
 -------- 15:00 0.14 0.18 1.62 0.17 0.12
 -------- 16:00 0.13 0.17 1.62 0.17 0.12
 -------- 17:00 0.12 0.18 1.61 0.19 0.12
 08.12.12 18:00 0.11 0.18 1.59 0.16 0.11
 -------- 19:00 0.12 0.18 1.58 0.18 0.09
 -------- 20:00 0.13 0.19 1.66 0.20 0.10
 -------- 21:00 0.14 0.19 1.72 0.19 0.12
 -------- 22:00 0.14 0.19 1.70 0.21 0.12
 08.12.12 23:00 0.13 0.17 1.64 0.18 0.10
 -------- 00:00 0.23 0.19 1.77 0.41 0.13
 -------- 01:00 0.23 0.20 1.74 0.41 0.12
 -------- 02:00 0.17 0.17 1.68 0.25 0.12
 -------- 03:00 0.13 0.15 1.69 0.19 0.13
 09.12.12 04:00 0.15 0.13 1.75 0.20 0.11
 -------- 05:00 0.14 0.13 1.77 0.23 0.11
 -------- 06:00 0.14 0.15 1.76 0.29 0.11
 -------- 07:00 0.18 0.19 1.95 0.40 0.16
 -------- 08:00 0.11 0.18 1.66 0.20 0.09
 09.12.12 09:00 0.09 0.15 1.56 0.10 0.06
 -------- 10:00 0.07 0.13 1.49 0.06 0.05
 -------- 11:00 0.06 0.15 1.41 0.03 0.03
