 Date Time CO NO2 CHX NO PM10
 25.09.12 12:00 0.06 0.08 1.31 0.03 0.05
 -------- 13:00 0.06 0.08 1.32 0.03 0.05
 -------- 14:00 0.07 0.10 1.33 0.02 0.05
 -------- 15:00 0.06 0.13 1.33 0.03 0.05
 -------- 16:00 0.07 0.14 1.34 0.03 0.06
 25.09.12 17:00 0.08 0.13 1.34 0.03 0.07
 -------- 18:00 0.08 0.14 1.35 0.03 0.06
 -------- 19:00 0.08 0.14 1.35 0.02 0.05
 -------- 20:00 0.08 0.13 1.35 0.02 0.05
 -------- 21:00 0.08 0.13 1.36 0.03 0.06
 25.09.12 22:00 0.08 0.10 1.33 0.02 0.04
 -------- 23:00 0.08 0.10 1.33 0.02 0.04
 -------- 00:00 0.07 0.09 1.33 0.02 0.04
 -------- 01:00 0.06 0.08 1.34 0.01 0.03
 -------- 02:00 0.05 0.07 1.34 0.01 0.03
 26.09.12 03:00 0.04 0.06 1.32 0.01 0.02
 -------- 04:00 0.05 0.06 1.32 0.01 0.03
 -------- 05:00 0.04 0.08 1.33 0.01 0.04
 -------- 06:00 0.06 0.11 1.35 0.01 0.03
 -------- 07:00 0.08 0.12 1.36 0.05 0.06
 26.09.12 08:00 0.11 0.13 1.37 0.08 0.07
 -------- 09:00 0.09 0.11 1.36 0.06 0.06
 -------- 10:00 0.09 0.11 1.36 0.06 0.07
 -------- 11:00 0.09 0.10 1.35 0.06 0.06
 -------- 12:00 0.07 0.12 1.33 0.04 0.03
 26.09.12 13:00 0.07 0.12 1.32 0.03 0.05
 -------- 14:00 0.07 0.11 1.32 0.03 0.05
 -------- 15:00 0.09 0.15 1.34 0.07 0.07
 -------- 16:00 0.07 0.12 1.33 0.04 0.05
 -------- 17:00 0.08 0.13 1.33 0.03 0.04
 26.09.12 18:00 0.09 0.15 1.33 0.04 0.05
 -------- 19:00 0.17 0.21 1.39 0.12 0.12
 -------- 20:00 0.19 0.20 1.40 0.16 0.12
 -------- 21:00 0.20 0.20 1.42 0.16 0.10
 -------- 22:00 0.19 0.20 1.55 0.16 0.11
 26.09.12 23:00 0.29 0.19 1.65 0.26 0.13
 -------- 00:00 0.23 0.18 1.55 0.21 0.09
 -------- 01:00 0.23 0.17 1.58 0.24 0.07
 -------- 02:00 0.21 0.17 1.59 0.22 0.07
 -------- 03:00 0.13 0.14 1.51 0.15 0.06
 27.09.12 04:00 0.13 0.11 1.56 0.16 0.05
 -------- 05:00 0.15 0.11 1.63 0.23 0.06
 -------- 06:00 0.21 0.11 1.74 0.36 0.08
 -------- 07:00 0.29 0.11 1.85 0.50 0.11
 -------- 08:00 0.35 0.13 2.01 0.55 0.17
 27.09.12 09:00 0.29 0.21 2.05 0.38 0.19
 -------- 10:00 0.19 0.29 1.78 0.20 0.12
 -------- 11:00 0.11 0.27 1.54 0.09 0.08
