 Date Time CO NO2 CHX NO PM10
 15.01.13 12:00 0.07 0.23 1.29 0.04 0.03
 -------- 13:00 0.07 0.22 1.29 0.03 0.03
 -------- 14:00 0.07 0.23 1.30 0.04 0.03
 -------- 15:00 0.08 0.25 1.29 0.04 0.04
 -------- 16:00 0.07 0.25 1.29 0.04 0.04
 15.01.13 17:00 0.07 0.23 1.29 0.01 0.04
 -------- 18:00 0.07 0.24 1.29 0.01 0.03
 -------- 19:00 0.08 0.25 1.30 0.01 0.04
 -------- 20:00 0.07 0.26 1.30 0.01 0.04
 -------- 21:00 0.08 0.28 1.32 0.02 0.04
 15.01.13 22:00 0.07 0.31 1.33 0.02 0.04
 -------- 23:00 0.09 0.35 1.32 0.04 0.03
 -------- 00:00 0.08 0.36 1.32 0.04 0.03
 -------- 01:00 0.10 0.37 1.37 0.06 0.03
 -------- 02:00 0.10 0.38 1.41 0.12 0.05
 16.01.13 03:00 0.08 0.37 1.43 0.04 0.04
 -------- 04:00 0.07 0.34 1.46 0.03 0.05
 -------- 05:00 0.11 0.36 1.40 0.08 0.05
 -------- 06:00 0.13 0.36 1.38 0.11 0.06
 -------- 07:00 0.11 0.37 1.43 0.12 0.06
 16.01.13 08:00 0.11 0.37 1.46 0.09 0.04
 -------- 09:00 0.12 0.37 1.44 0.09 0.06
 -------- 10:00 0.13 0.36 1.48 0.11 0.07
 -------- 11:00 0.14 0.35 1.47 0.14 0.07
 -------- 12:00 0.13 0.35 1.51 0.17 0.10
 16.01.13 13:00 0.15 0.36 1.57 0.21 0.09
 -------- 14:00 0.17 0.37 1.59 0.26 0.10
 -------- 15:00 0.19 0.40 1.62 0.34 0.12
 -------- 16:00 0.21 0.41 1.62 0.40 0.11
 -------- 17:00 0.19 0.41 1.68 0.35 0.10
 16.01.13 18:00 0.15 0.35 1.53 0.19 0.08
 -------- 19:00 0.14 0.32 1.47 0.15 0.07
 -------- 20:00 0.14 0.32 1.60 0.14 0.07
 -------- 21:00 0.13 0.31 1.48 0.12 0.06
 -------- 22:00 0.11 0.30 1.44 0.09 0.07
 16.01.13 23:00 0.09 0.27 1.44 0.06 0.06
 -------- 00:00 0.07 0.22 1.35 0.05 0.06
 -------- 01:00 0.06 0.17 1.33 0.02 0.05
 -------- 02:00 0.06 0.16 1.33 0.02 0.04
 -------- 03:00 0.06 0.14 1.33 0.02 0.04
 17.01.13 04:00 0.06 0.13 1.32 0.01 0.04
 -------- 05:00 0.06 0.13 1.32 0.02 0.04
 -------- 06:00 0.06 0.16 1.36 0.03 0.05
 -------- 07:00 0.07 0.18 1.38 0.04 0.06
 -------- 08:00 0.10 0.22 1.41 0.07 0.06
 17.01.13 09:00 0.10 0.21 1.39 0.07 0.05
 -------- 10:00 0.09 0.21 1.38 0.09 0.04
 -------- 11:00 0.08 0.19 1.36 0.07 0.04
