 Date Time CO NO2 CHX NO PM10
 28.01.13 12:00 0.14 0.41 1.56 0.21 0.12
 -------- 13:00 0.11 0.37 1.48 0.17 0.07
 -------- 14:00 0.11 0.38 1.50 0.20 0.08
 -------- 15:00 0.11 0.38 1.49 0.18 0.07
 -------- 16:00 0.10 0.38 1.48 0.16 0.07
 28.01.13 17:00 0.11 0.40 1.49 0.16 0.07
 -------- 18:00 0.10 0.38 1.54 0.08 0.06
 -------- 19:00 0.09 0.37 1.50 0.04 0.05
 -------- 20:00 0.09 0.36 1.47 0.03 0.05
 -------- 21:00 0.08 0.34 1.46 0.03 0.05
 28.01.13 22:00 0.08 0.35 1.46 0.03 0.05
 -------- 23:00 0.08 0.34 1.45 0.02 0.06
 -------- 00:00 0.08 0.35 1.46 0.04 0.05
 -------- 01:00 0.08 0.35 1.48 0.04 0.06
 -------- 02:00 0.06 0.34 1.44 0.02 0.06
 29.01.13 03:00 0.06 0.35 1.47 0.03 0.06
 -------- 04:00 0.06 0.31 1.46 0.01 0.05
 -------- 05:00 0.06 0.32 1.45 0.01 0.04
 -------- 06:00 0.07 0.35 1.47 0.05 0.05
 -------- 07:00 0.08 0.37 1.52 0.13 0.06
 29.01.13 08:00 ---- 0.39 1.60 0.23 0.09
 -------- 09:00 ---- 0.38 1.55 0.25 0.07
 -------- 10:00 ---- 0.38 1.52 0.26 0.09
 -------- 11:00 ---- 0.38 1.63 0.21 0.09
 -------- 12:00 ---- 0.39 1.61 0.25 0.10
 29.01.13 13:00 ---- 0.40 1.64 0.26 0.12
 -------- 14:00 0.13 0.37 1.58 0.19 0.11
 -------- 15:00 0.13 0.38 1.63 0.19 0.12
 -------- 16:00 0.12 0.37 1.58 0.19 0.12
 -------- 17:00 0.13 0.38 1.58 0.21 0.12
 29.01.13 18:00 0.12 0.38 1.57 0.17 0.10
 -------- 19:00 0.11 0.36 1.50 0.07 0.07
 -------- 20:00 0.10 0.35 1.51 0.06 0.06
 -------- 21:00 0.09 0.30 1.47 0.02 0.05
 -------- 22:00 0.08 0.33 1.48 0.04 0.05
 29.01.13 23:00 0.09 0.35 1.50 0.06 0.06
 -------- 00:00 0.08 0.33 1.49 0.06 0.06
 -------- 01:00 0.09 0.35 1.51 0.11 0.06
 -------- 02:00 0.08 0.35 1.48 0.09 0.06
 -------- 03:00 0.06 0.30 1.44 0.01 0.05
 30.01.13 04:00 0.07 0.32 1.47 0.04 0.08
 -------- 05:00 0.07 0.34 1.51 0.09 0.08
 -------- 06:00 0.09 0.33 1.57 0.13 0.09
 -------- 07:00 0.11 0.34 1.60 0.14 0.10
 -------- 08:00 0.12 0.36 1.62 0.18 0.12
 30.01.13 09:00 0.14 0.36 1.66 0.23 0.13
 -------- 10:00 0.15 0.35 1.66 0.23 0.13
 -------- 11:00 0.16 0.34 1.72 0.23 0.17
