 Date Time CO NO2 CHX NO PM10
 16.04.13 00:00 0.16 0.73 1.67 0.05 0.25
 -------- 01:00 0.11 0.59 1.51 0.01 0.17
 -------- 02:00 0.11 0.48 1.46 0.01 0.13
 -------- 03:00 0.10 0.59 1.47 0.01 0.13
 -------- 04:00 0.08 0.49 1.48 ---- 0.13
 16.04.13 05:00 0.08 0.50 1.49 0.01 0.12
 -------- 06:00 0.06 0.37 1.47 0.02 0.12
 -------- 07:00 0.11 0.60 1.55 0.07 0.20
 -------- 08:00 0.11 0.58 1.48 0.06 0.23
 -------- 09:00 0.10 0.48 1.44 0.06 0.25
 16.04.13 10:00 0.08 0.37 1.43 0.03 0.20
 -------- 11:00 0.09 0.38 1.50 0.05 0.24
 -------- 12:00 0.09 0.27 1.42 0.03 0.20
 -------- 13:00 0.08 0.20 1.36 0.02 0.19
 -------- 14:00 0.07 0.12 1.32 0.01 0.15
 16.04.13 15:00 0.07 0.10 1.31 0.01 0.15
 -------- 16:00 0.08 0.12 1.31 0.01 0.13
 -------- 17:00 0.08 0.11 1.31 0.01 0.12
 -------- 18:00 0.09 0.13 1.31 0.01 0.12
 -------- 19:00 0.09 0.11 1.31 ---- 0.10
 16.04.13 20:00 0.11 0.17 1.33 0.00 0.14
 -------- 21:00 0.12 0.33 1.39 0.01 0.16
 -------- 22:00 0.12 0.32 1.38 0.00 0.16
 -------- 23:00 0.11 0.37 1.38 0.04 0.17
 -------- 00:00 0.17 0.54 1.46 0.10 0.26
 17.04.13 01:00 0.12 0.49 1.48 0.03 0.20
 -------- 02:00 0.11 0.50 1.50 0.04 0.16
 -------- 03:00 0.09 0.50 1.51 0.01 0.13
 -------- 04:00 0.08 0.48 1.54 0.01 0.12
 -------- 05:00 0.10 0.48 1.63 0.05 0.12
 17.04.13 06:00 0.12 0.47 1.67 0.13 0.14
 -------- 07:00 0.19 0.49 1.68 0.32 0.22
 -------- 08:00 0.17 0.56 1.64 0.22 0.22
 -------- 09:00 0.11 0.41 1.50 0.09 0.20
 -------- 10:00 0.09 0.27 1.42 0.04 0.15
 17.04.13 11:00 0.08 0.19 1.36 0.02 0.15
 -------- 12:00 0.09 0.20 1.37 0.03 0.17
 -------- 13:00 0.08 0.15 1.35 0.02 0.14
 -------- 14:00 0.07 0.12 1.32 0.01 0.12
 -------- 15:00 0.07 0.10 1.31 0.01 0.11
 17.04.13 16:00 0.08 0.10 1.32 0.01 0.12
 -------- 17:00 0.09 0.12 1.33 0.01 0.13
 -------- 18:00 0.10 0.11 1.33 0.00 0.12
 -------- 19:00 0.10 0.12 1.34 0.00 0.12
 -------- 20:00 0.07 0.15 1.35 ---- 0.12
 17.04.13 21:00 0.11 0.33 1.38 0.01 0.19
 -------- 22:00 0.11 0.48 1.42 ---- 0.22
 -------- 23:00 0.09 0.48 1.42 0.00 0.20
