 Date Time CO H2S NO2 CHX NO PM10
 16.11.12 12:00 0.07 0.12 0.13 1.52 0.01 0.05
 -------- 13:00 0.07 ---- 0.12 1.51 0.01 0.05
 -------- 14:00 0.06 0.12 0.10 1.52 0.01 0.03
 -------- 15:00 0.07 0.21 0.12 1.54 0.01 0.03
 -------- 16:00 0.07 0.12 0.15 1.53 0.01 0.04
 16.11.12 17:00 0.07 ---- 0.16 1.54 0.00 0.03
 -------- 18:00 0.08 0.25 0.15 1.53 0.00 0.04
 -------- 19:00 0.05 0.25 0.14 1.54 0.00 0.04
 -------- 20:00 0.02 0.12 0.14 1.53 0.00 0.05
 -------- 21:00 0.02 ---- 0.14 1.53 0.00 0.05
 16.11.12 22:00 ---- ---- 0.16 1.53 0.00 0.06
 -------- 23:00 ---- ---- 0.15 1.53 0.00 0.05
 -------- 00:00 ---- 0.21 0.13 1.52 0.00 0.09
 -------- 01:00 0.05 0.21 0.19 1.56 0.00 0.04
 -------- 02:00 0.04 0.12 0.14 1.54 ---- 0.03
 17.11.12 03:00 0.04 0.12 0.15 1.54 ---- 0.03
 -------- 04:00 0.04 ---- 0.12 1.53 ---- 0.03
 -------- 05:00 0.03 ---- 0.11 1.52 ---- 0.04
 -------- 06:00 0.03 ---- 0.14 1.55 0.00 0.03
 -------- 07:00 0.03 0.12 0.17 1.55 0.00 0.03
 17.11.12 08:00 0.03 0.12 0.16 1.54 0.00 0.03
 -------- 09:00 0.05 0.12 0.19 1.55 0.01 0.03
 -------- 10:00 0.05 0.33 0.21 1.57 0.02 0.04
 -------- 11:00 0.08 0.38 0.22 1.63 0.04 0.05
 -------- 12:00 0.06 0.12 0.21 1.60 0.03 0.06
 17.11.12 13:00 0.06 ---- 0.20 1.60 0.03 0.06
 -------- 14:00 0.06 0.21 0.20 1.59 0.02 0.06
 -------- 15:00 0.06 0.25 0.22 1.60 0.03 0.08
 -------- 16:00 0.09 0.25 0.23 1.62 0.03 0.09
 -------- 17:00 0.09 0.25 0.25 1.64 0.04 0.10
 17.11.12 18:00 0.08 0.12 0.24 1.63 0.03 0.09
 -------- 19:00 0.08 0.12 0.23 1.61 0.02 0.07
 -------- 20:00 0.05 0.21 0.16 1.56 0.01 0.04
 -------- 21:00 0.07 0.29 0.22 1.62 0.02 0.09
 -------- 22:00 0.08 0.12 0.24 1.62 0.03 0.08
 17.11.12 23:00 0.11 0.12 0.24 1.68 0.06 0.10
 -------- 00:00 0.10 0.38 0.25 1.69 0.06 0.09
 -------- 01:00 0.08 0.38 0.25 1.72 0.05 0.08
 -------- 02:00 0.06 0.42 0.23 1.67 0.02 0.05
 -------- 03:00 0.04 0.42 0.20 1.60 0.00 0.05
 18.11.12 04:00 0.04 0.25 0.19 1.64 ---- 0.04
 -------- 05:00 0.03 0.12 0.17 1.59 0.00 0.04
 -------- 06:00 0.04 0.21 0.18 1.64 0.00 0.04
 -------- 07:00 0.03 0.12 0.20 1.60 0.01 0.04
 -------- 08:00 0.02 0.21 0.16 1.57 0.01 0.04
 18.11.12 09:00 0.02 0.25 0.12 1.55 0.00 0.04
 -------- 10:00 0.02 0.12 0.12 1.57 0.01 0.05
 -------- 11:00 0.03 ---- 0.14 1.59 0.01 0.05
