 Date Time CO SO2 H2S NO2 CHX NO PM10
 16.03.13 12:00 0.08 0.01 0.62 0.23 1.74 0.07 0.11
 -------- 13:00 0.08 0.01 0.62 0.23 1.73 0.06 0.09
 -------- 14:00 0.09 0.02 0.17 0.24 1.54 0.05 0.05
 -------- 15:00 0.11 0.05 0.12 0.30 1.57 0.06 0.06
 -------- 16:00 0.11 0.02 0.12 0.22 1.55 0.04 0.05
 16.03.13 17:00 0.15 0.02 0.25 0.29 1.59 0.05 0.05
 -------- 18:00 0.12 0.01 0.17 0.26 1.56 0.04 0.04
 -------- 19:00 0.10 0.01 0.12 0.32 1.56 0.04 0.05
 -------- 20:00 0.08 0.01 0.12 0.27 1.55 0.04 0.04
 -------- 21:00 0.08 0.01 0.17 0.28 1.56 0.04 0.04
 16.03.13 22:00 0.06 0.01 0.12 0.26 1.55 0.04 0.04
 -------- 23:00 0.06 0.01 0.12 0.25 1.55 0.04 0.04
 -------- 00:00 0.06 0.01 0.12 0.21 1.55 0.03 0.03
 -------- 01:00 0.07 0.00 0.12 0.31 1.56 0.03 0.04
 -------- 02:00 0.07 0.00 0.12 0.29 1.55 0.03 0.03
 17.03.13 03:00 0.06 0.00 0.12 0.31 1.56 0.03 0.02
 -------- 04:00 0.05 0.00 ---- 0.25 1.52 0.03 0.03
 -------- 05:00 0.04 0.00 ---- 0.19 1.50 0.03 0.03
 -------- 06:00 0.04 0.00 ---- 0.19 1.49 0.03 0.03
 -------- 07:00 0.04 0.00 ---- 0.21 1.49 0.03 0.03
 17.03.13 08:00 0.04 0.00 ---- 0.23 1.49 0.04 0.03
 -------- 09:00 0.06 0.00 ---- 0.27 1.52 0.04 0.03
 -------- 10:00 0.05 0.00 ---- 0.27 1.50 0.05 0.03
 -------- 11:00 0.06 0.01 ---- 0.28 1.52 0.06 0.04
 -------- 12:00 0.06 0.01 ---- 0.26 1.53 0.07 0.04
 17.03.13 13:00 0.06 0.01 ---- 0.24 1.51 0.06 0.04
 -------- 14:00 0.06 0.00 ---- 0.27 1.51 0.06 0.03
 -------- 15:00 0.06 0.01 ---- 0.27 1.52 0.06 0.03
 -------- 16:00 0.06 0.00 ---- 0.28 1.54 0.05 0.04
 -------- 17:00 0.05 0.00 ---- 0.23 1.51 0.04 0.03
 17.03.13 18:00 0.04 0.00 ---- 0.19 1.49 0.04 0.03
 -------- 19:00 0.04 0.00 ---- 0.14 1.49 0.03 0.03
 -------- 20:00 0.05 0.00 ---- 0.15 1.50 0.03 0.03
 -------- 21:00 0.04 0.00 ---- 0.18 1.50 0.03 0.04
 -------- 22:00 0.06 0.00 ---- 0.21 1.52 0.03 0.04
 17.03.13 23:00 0.06 0.00 ---- 0.24 1.52 0.03 0.04
 -------- 00:00 0.06 0.00 0.12 0.26 1.52 0.03 0.04
 -------- 01:00 0.06 0.00 ---- 0.28 1.53 0.03 0.04
 -------- 02:00 0.06 0.00 ---- 0.30 1.55 0.03 0.04
 -------- 03:00 0.06 0.00 ---- 0.33 1.56 0.03 0.03
 18.03.13 04:00 0.06 0.00 ---- 0.37 1.58 0.03 0.04
 -------- 05:00 0.06 0.00 ---- 0.33 1.58 0.03 0.03
 -------- 06:00 0.06 0.00 ---- 0.37 1.59 0.04 0.04
 -------- 07:00 0.09 0.00 0.12 0.44 1.62 0.06 0.05
 -------- 08:00 0.12 0.00 ---- 0.43 1.66 0.09 0.05
 18.03.13 09:00 0.13 0.01 ---- 0.38 1.68 0.11 0.05
 -------- 10:00 0.11 0.02 0.12 0.26 1.64 0.08 0.04
 -------- 11:00 0.09 0.02 0.12 0.20 2.05 0.06 0.04
