 Date Time CO SO2 H2S NO2 CHX NO PM10
 30.03.13 00:00 0.14 0.01 0.12 0.64 ---- 0.14 0.06
 -------- 01:00 0.20 0.02 0.33 0.69 ---- 0.24 0.12
 -------- 02:00 0.17 0.01 0.50 0.69 ---- 0.27 0.10
 -------- 03:00 0.25 0.02 0.79 0.75 ---- 0.41 0.14
 -------- 04:00 0.24 0.01 0.62 0.73 ---- 0.36 0.12
 30.03.13 05:00 0.25 0.01 0.62 0.75 ---- 0.37 0.11
 -------- 06:00 0.24 0.01 0.83 0.77 ---- 0.43 0.12
 -------- 07:00 0.21 0.01 0.71 0.74 2.75 0.40 0.13
 -------- 08:00 0.19 0.01 0.62 0.73 2.82 0.39 0.16
 -------- 09:00 0.16 0.02 0.75 0.69 2.72 0.33 0.13
 30.03.13 10:00 0.14 0.04 0.79 0.81 2.33 0.34 0.13
 -------- 11:00 0.08 0.03 0.79 0.53 1.81 0.14 0.08
 -------- 12:00 0.03 0.02 0.62 0.31 1.61 0.07 0.05
 -------- 13:00 ---- 0.03 0.38 0.24 1.52 0.06 0.04
 -------- 14:00 ---- 0.02 0.33 0.17 1.45 0.04 0.03
 30.03.13 15:00 ---- 0.02 0.29 0.14 1.41 0.04 0.03
 -------- 16:00 ---- 0.02 0.33 0.13 1.39 0.03 0.03
 -------- 17:00 ---- 0.01 0.21 0.13 1.39 0.03 0.05
 -------- 18:00 ---- 0.01 0.29 0.16 1.45 0.03 0.04
 -------- 19:00 0.04 0.01 0.17 0.15 1.45 0.03 0.05
 30.03.13 20:00 0.05 0.00 0.12 0.17 1.46 0.03 0.05
 -------- 21:00 0.04 0.00 0.12 0.14 1.45 0.03 0.04
 -------- 22:00 0.04 0.00 ---- 0.15 1.47 0.03 0.04
 -------- 23:00 0.04 0.00 0.12 0.15 1.48 0.03 0.04
 -------- 00:00 0.03 0.00 0.12 0.15 1.49 0.03 0.03
 31.03.13 01:00 0.02 0.00 0.12 0.14 1.47 0.03 0.03
 -------- 02:00 0.02 0.00 0.12 0.15 1.47 0.03 0.03
 -------- 03:00 0.02 0.00 0.17 0.14 1.47 0.03 0.02
 -------- 04:00 0.02 0.00 0.29 0.16 1.50 0.03 0.02
 -------- 05:00 0.02 0.00 0.54 0.16 1.50 0.03 0.02
 31.03.13 06:00 0.04 0.01 0.71 0.15 1.47 0.03 0.02
 -------- 07:00 0.04 0.01 0.42 0.18 1.41 0.03 0.03
 -------- 08:00 0.05 0.01 0.25 0.20 1.45 0.03 0.03
 -------- 09:00 0.07 0.01 0.25 0.26 1.48 0.04 0.04
 -------- 10:00 0.07 0.01 0.38 0.31 1.47 0.05 0.05
 31.03.13 11:00 0.11 0.02 0.54 0.37 1.51 0.08 0.07
 -------- 12:00 0.11 0.04 0.42 0.25 1.45 0.06 0.05
 -------- 13:00 0.11 0.03 0.38 0.31 1.48 0.07 0.04
 -------- 14:00 0.10 0.03 0.38 0.27 1.51 0.06 0.04
 -------- 15:00 0.10 0.03 0.42 0.30 1.50 0.06 0.04
 31.03.13 16:00 0.09 0.03 0.38 0.32 1.47 0.07 0.04
 -------- 17:00 0.09 0.03 0.38 0.30 1.48 0.05 0.04
 -------- 18:00 0.08 0.02 0.33 0.29 1.48 0.05 0.04
 -------- 19:00 0.05 0.02 0.33 0.32 1.45 0.04 0.05
 -------- 20:00 0.06 0.01 0.38 0.41 1.50 0.07 0.05
 31.03.13 21:00 0.09 0.01 0.38 0.42 1.54 0.06 0.05
 -------- 22:00 0.08 0.01 0.38 0.39 1.57 0.04 0.05
 -------- 23:00 0.09 0.01 0.42 0.45 4.01 0.05 0.06
