 Date Time CO OZ NO2 NO
 01.04.13 00:00 ---- 0.05 0.33 0.21
 -------- 01:00 ---- 0.05 0.33 0.29
 -------- 02:00 ---- 0.05 0.32 0.29
 -------- 03:00 ---- 0.05 0.30 0.20
 -------- 04:00 ---- 0.05 0.29 0.19
 01.04.13 05:00 ---- 0.05 0.28 0.21
 -------- 06:00 ---- 0.05 0.29 0.28
 -------- 07:00 ---- 0.05 0.27 0.25
 -------- 08:00 ---- 0.06 0.27 0.16
 -------- 09:00 ---- 0.07 0.26 0.15
 01.04.13 10:00 ---- 0.09 0.24 0.13
 -------- 11:00 ---- 0.10 0.21 0.13
 -------- 12:00 ---- 0.10 0.21 0.12
 -------- 13:00 ---- 0.10 0.22 0.11
 -------- 14:00 ---- 0.08 0.24 0.16
 01.04.13 15:00 ---- 0.12 0.22 0.10
 -------- 16:00 ---- 0.13 0.21 0.09
 -------- 17:00 ---- 0.12 0.22 0.09
 -------- 18:00 ---- 0.07 0.25 0.12
 -------- 19:00 ---- 0.06 0.25 0.10
 01.04.13 20:00 ---- 0.07 0.24 0.10
 -------- 21:00 ---- 0.08 0.24 0.09
 -------- 22:00 ---- 0.06 0.27 0.10
 -------- 23:00 ---- 0.06 0.28 0.15
 -------- 00:00 ---- 0.05 0.28 0.17
 02.04.13 01:00 ---- 0.05 0.27 0.15
 -------- 02:00 ---- 0.05 0.27 0.13
 -------- 03:00 ---- 0.05 0.27 0.13
 -------- 04:00 ---- 0.06 0.26 0.10
 -------- 05:00 ---- 0.05 0.27 0.18
 02.04.13 06:00 ---- 0.05 0.28 0.24
 -------- 07:00 ---- 0.05 0.29 0.28
 -------- 08:00 ---- 0.05 0.29 0.26
 -------- 09:00 ---- 0.08 0.27 0.13
 -------- 10:00 ---- 0.13 0.27 0.10
 02.04.13 11:00 ---- 0.18 0.26 0.08
 -------- 12:00 1.73 0.23 0.21 0.06
 -------- 13:00 1.76 0.17 0.28 0.11
 -------- 14:00 1.72 0.22 0.26 0.07
 -------- 15:00 1.74 0.20 0.28 0.10
 02.04.13 16:00 1.76 0.23 0.26 0.09
 -------- 17:00 0.39 0.28 0.25 0.06
 -------- 18:00 0.60 0.27 0.24 0.05
 -------- 19:00 0.67 0.35 0.20 0.02
 -------- 20:00 0.72 0.34 0.21 0.03
 02.04.13 21:00 0.49 0.42 0.17 0.01
 -------- 22:00 0.02 0.37 0.19 0.02
 -------- 23:00 0.02 0.44 0.17 0.01
 -------- 00:00 0.06 0.33 0.23 0.03
