 Date Time CO OZ NO2 NO
 09.01.13 12:00 0.14 ---- 0.13 0.08
 -------- 13:00 0.13 0.01 0.12 0.06
 -------- 14:00 0.11 0.01 0.20 0.05
 -------- 15:00 0.11 ---- 0.19 0.05
 -------- 16:00 0.11 ---- 0.19 0.06
 09.01.13 17:00 0.13 ---- 0.21 0.07
 -------- 18:00 0.09 ---- 0.20 0.02
 -------- 19:00 0.11 ---- 0.20 0.04
 -------- 20:00 0.13 ---- 0.21 0.05
 -------- 21:00 0.09 ---- 0.18 0.02
 09.01.13 22:00 0.09 ---- 0.18 0.02
 -------- 23:00 0.07 ---- 0.17 0.02
 -------- 00:00 0.09 ---- 0.18 0.03
 -------- 01:00 0.09 ---- 0.17 0.03
 -------- 02:00 0.07 ---- 0.14 0.03
 10.01.13 03:00 0.06 ---- 0.13 0.02
 -------- 04:00 0.06 ---- 0.14 0.03
 -------- 05:00 0.06 ---- 0.15 0.04
 -------- 06:00 0.09 ---- 0.17 0.06
 -------- 07:00 0.13 ---- 0.21 0.11
 10.01.13 08:00 0.17 ---- 0.23 0.09
 -------- 09:00 0.22 ---- 0.25 0.11
 -------- 10:00 0.22 ---- 0.24 0.13
 -------- 11:00 0.21 ---- 0.23 0.14
 -------- 12:00 0.23 ---- 0.25 0.20
 10.01.13 13:00 0.23 ---- 0.24 0.19
 -------- 14:00 0.17 ---- 0.21 0.13
 -------- 15:00 0.17 ---- 0.22 0.12
 -------- 16:00 0.17 ---- 0.22 0.12
 -------- 17:00 0.22 ---- 0.24 0.16
 10.01.13 18:00 0.23 ---- 0.24 0.14
 -------- 19:00 0.19 ---- 0.23 0.10
 -------- 20:00 0.16 ---- 0.22 0.09
 -------- 21:00 0.19 ---- 0.23 0.12
 -------- 22:00 0.18 ---- 0.25 0.15
 10.01.13 23:00 0.13 ---- 0.21 0.08
 -------- 00:00 0.15 ---- 0.24 0.14
 -------- 01:00 0.10 ---- 0.21 0.06
 -------- 02:00 0.08 ---- 0.17 0.03
 -------- 03:00 0.09 ---- 0.19 0.05
 11.01.13 04:00 0.10 ---- 0.19 0.05
 -------- 05:00 0.10 ---- 0.20 0.07
 -------- 06:00 0.12 ---- 0.20 0.07
 -------- 07:00 0.14 ---- 0.20 0.09
 -------- 08:00 0.17 ---- 0.21 0.11
 11.01.13 09:00 0.17 ---- 0.21 0.09
 -------- 10:00 0.18 ---- 0.22 0.12
 -------- 11:00 0.19 ---- 0.24 0.14
