 Date Time CO OZ NO2 NO
 04.03.13 12:00 0.18 0.17 0.25 0.12
 -------- 13:00 0.19 0.19 0.24 0.12
 -------- 14:00 0.18 0.23 0.21 0.09
 -------- 15:00 0.18 0.21 0.24 0.10
 -------- 16:00 0.16 0.23 0.23 0.09
 04.03.13 17:00 0.13 0.30 0.19 0.04
 -------- 18:00 0.13 0.28 0.20 0.05
 -------- 19:00 0.16 0.23 0.22 0.04
 -------- 20:00 0.14 0.24 0.22 0.03
 -------- 21:00 0.18 0.17 0.25 0.06
 04.03.13 22:00 0.13 0.25 0.20 0.04
 -------- 23:00 0.12 0.23 0.19 0.03
 -------- 00:00 0.12 0.18 0.21 0.04
 -------- 01:00 0.12 0.17 0.20 0.03
 -------- 02:00 0.11 0.15 0.21 0.02
 05.03.13 03:00 0.09 0.24 0.17 0.01
 -------- 04:00 0.09 0.16 0.21 0.01
 -------- 05:00 0.09 0.09 0.24 0.02
 -------- 06:00 0.11 0.10 0.23 0.02
 -------- 07:00 0.15 0.06 0.26 0.05
 05.03.13 08:00 0.23 0.06 0.27 0.10
 -------- 09:00 0.29 0.07 0.29 0.16
 -------- 10:00 0.37 0.07 0.32 0.23
 -------- 11:00 0.25 0.16 0.25 0.12
 -------- 12:00 0.23 0.15 0.25 0.13
 05.03.13 13:00 0.22 0.17 0.26 0.09
 -------- 14:00 0.24 0.15 0.27 0.11
 -------- 15:00 0.20 0.16 0.26 0.09
 -------- 16:00 0.20 0.15 0.27 0.09
 -------- 17:00 0.17 0.14 0.28 0.08
 05.03.13 18:00 0.17 0.13 0.28 0.07
 -------- 19:00 0.21 0.08 0.30 0.08
 -------- 20:00 0.17 0.10 0.28 0.04
 -------- 21:00 0.27 0.07 0.31 0.16
 -------- 22:00 0.31 0.06 0.33 0.23
 05.03.13 23:00 0.33 0.06 0.34 0.26
 -------- 00:00 0.24 0.06 0.32 0.17
 -------- 01:00 0.26 0.06 0.33 0.27
 -------- 02:00 0.22 0.06 0.31 0.18
 -------- 03:00 0.18 0.06 0.31 0.16
 06.03.13 04:00 0.17 0.06 0.29 0.14
 -------- 05:00 0.14 0.07 0.28 0.10
 -------- 06:00 0.17 0.06 0.29 0.14
 -------- 07:00 0.23 0.06 0.30 0.19
 -------- 08:00 0.29 0.06 0.31 0.20
 06.03.13 09:00 0.26 0.06 0.29 0.18
 -------- 10:00 0.25 0.07 0.28 0.16
 -------- 11:00 0.23 0.10 0.27 0.17
