 Date Time CO OZ NO2 NO
 26.02.13 00:00 0.14 0.27 0.21 0.01
 -------- 01:00 0.13 0.25 0.21 0.01
 -------- 02:00 0.12 0.26 0.20 0.02
 -------- 03:00 0.12 0.24 0.21 0.02
 -------- 04:00 0.12 0.23 0.22 0.02
 26.02.13 05:00 0.12 0.23 0.22 0.02
 -------- 06:00 0.14 0.16 0.26 0.03
 -------- 07:00 0.15 0.10 0.28 0.03
 -------- 08:00 0.23 0.07 0.33 0.06
 -------- 09:00 0.21 0.10 0.30 0.05
 26.02.13 10:00 0.18 0.14 0.27 0.05
 -------- 11:00 0.17 0.18 0.26 0.06
 -------- 12:00 0.17 0.18 0.26 0.06
 -------- 13:00 0.15 0.19 0.25 0.06
 -------- 14:00 0.17 0.24 0.24 0.08
 26.02.13 15:00 0.13 0.29 0.21 0.05
 -------- 16:00 0.11 0.30 0.21 0.04
 -------- 17:00 0.13 0.24 0.25 0.04
 -------- 18:00 0.15 0.17 0.29 0.05
 -------- 19:00 0.18 0.09 0.33 0.08
 26.02.13 20:00 0.17 0.08 0.32 0.07
 -------- 21:00 0.15 0.08 0.32 0.09
 -------- 22:00 0.14 0.15 0.27 0.05
 -------- 23:00 0.11 0.24 0.24 0.03
 -------- 00:00 0.10 0.28 0.21 0.03
 27.02.13 01:00 0.10 0.26 0.21 0.02
 -------- 02:00 0.11 0.25 0.22 0.02
 -------- 03:00 0.10 0.31 0.18 0.02
 -------- 04:00 0.08 0.38 0.16 0.02
 -------- 05:00 0.08 0.39 0.15 0.02
 27.02.13 06:00 0.09 0.38 0.16 0.02
 -------- 07:00 0.11 0.29 0.20 0.02
 -------- 08:00 0.19 0.22 0.25 0.05
 -------- 09:00 0.16 0.22 0.23 0.03
 -------- 10:00 0.17 0.16 0.25 0.06
 27.02.13 11:00 0.13 0.20 0.23 0.03
 -------- 12:00 0.19 0.16 0.26 0.07
 -------- 13:00 0.17 0.17 0.25 0.07
 -------- 14:00 0.15 0.19 0.23 0.06
 -------- 15:00 0.13 0.22 0.20 0.03
 27.02.13 16:00 0.19 0.14 0.25 0.06
 -------- 17:00 0.15 0.21 0.21 0.04
 -------- 18:00 0.11 0.28 0.18 0.02
 -------- 19:00 0.15 0.19 0.23 0.03
 -------- 20:00 0.14 0.16 0.24 0.03
 27.02.13 21:00 0.23 0.09 0.29 0.12
 -------- 22:00 0.32 0.06 0.33 0.26
 -------- 23:00 0.26 0.06 0.32 0.21
