 Date Time CO OZ NO2 NO
 27.12.12 12:00 0.39 ---- 0.24 0.29
 -------- 13:00 0.35 ---- 0.21 0.23
 -------- 14:00 0.67 ---- 0.22 0.35
 -------- 15:00 0.61 ---- 0.23 0.38
 -------- 16:00 0.58 ---- 0.22 0.38
 27.12.12 17:00 0.63 ---- 0.23 0.42
 -------- 18:00 0.55 ---- 0.20 0.32
 -------- 19:00 0.67 ---- 0.20 0.40
 -------- 20:00 0.49 ---- 0.17 0.25
 -------- 21:00 0.40 ---- 0.15 0.17
 27.12.12 22:00 0.23 ---- 0.13 0.10
 -------- 23:00 0.21 ---- 0.13 0.07
 -------- 00:00 0.23 ---- 0.14 0.15
 -------- 01:00 0.21 ---- 0.13 0.08
 -------- 02:00 0.16 ---- 0.10 0.05
 28.12.12 03:00 0.15 ---- 0.11 0.06
 -------- 04:00 0.17 ---- 0.14 0.11
 -------- 05:00 0.17 ---- 0.12 0.10
 -------- 06:00 0.20 ---- 0.12 0.10
 -------- 07:00 0.29 ---- 0.15 0.20
 28.12.12 08:00 0.39 ---- 0.17 0.24
 -------- 09:00 0.37 ---- 0.17 0.25
 -------- 10:00 0.28 ---- 0.17 0.18
 -------- 11:00 0.27 ---- 0.18 0.18
 -------- 12:00 0.22 ---- 0.15 0.13
 28.12.12 13:00 0.25 ---- 0.16 0.15
 -------- 14:00 0.26 ---- 0.16 0.15
 -------- 15:00 0.25 ---- 0.16 0.14
 -------- 16:00 0.21 ---- 0.14 0.09
 -------- 17:00 0.20 ---- 0.14 0.11
 28.12.12 18:00 0.24 ---- 0.14 0.09
 -------- 19:00 0.18 ---- 0.12 0.07
 -------- 20:00 0.22 ---- 0.14 0.11
 -------- 21:00 0.19 ---- 0.12 0.09
 -------- 22:00 0.14 ---- 0.10 0.05
 28.12.12 23:00 0.12 ---- 0.10 0.04
 -------- 00:00 0.12 ---- 0.10 0.04
 -------- 01:00 0.11 ---- 0.08 0.03
 -------- 02:00 0.09 ---- 0.09 0.03
 -------- 03:00 0.10 ---- 0.12 0.05
 29.12.12 04:00 0.09 ---- 0.09 0.03
 -------- 05:00 0.09 ---- 0.08 0.03
 -------- 06:00 0.11 ---- 0.10 0.05
 -------- 07:00 0.13 ---- 0.14 0.07
 -------- 08:00 0.13 ---- 0.11 0.06
 29.12.12 09:00 0.14 ---- 0.13 0.07
 -------- 10:00 0.11 ---- 0.14 0.07
 -------- 11:00 0.12 ---- 0.15 0.09
