 Date Time CO OZ NO2 NO
 23.03.13 12:00 0.19 0.22 0.23 0.09
 -------- 13:00 0.19 0.21 0.23 0.10
 -------- 14:00 0.16 0.28 0.20 0.06
 -------- 15:00 0.19 0.21 0.24 0.09
 -------- 16:00 0.15 0.25 0.21 0.06
 23.03.13 17:00 0.17 0.22 0.23 0.08
 -------- 18:00 0.17 0.22 0.22 0.07
 -------- 19:00 0.15 0.23 0.22 0.06
 -------- 20:00 0.14 0.21 0.22 0.06
 -------- 21:00 0.15 0.21 0.21 0.05
 23.03.13 22:00 0.15 0.19 0.22 0.05
 -------- 23:00 0.14 0.21 0.21 0.04
 -------- 00:00 0.15 0.23 0.20 0.04
 -------- 01:00 0.14 0.21 0.23 0.05
 -------- 02:00 0.14 0.25 0.19 0.03
 24.03.13 03:00 0.11 0.27 0.18 0.03
 -------- 04:00 0.12 0.29 0.18 0.03
 -------- 05:00 0.12 0.28 0.19 0.03
 -------- 06:00 0.13 0.29 0.18 0.02
 -------- 07:00 0.12 0.30 0.18 0.03
 24.03.13 08:00 0.12 0.32 0.17 0.02
 -------- 09:00 0.12 0.36 0.15 0.02
 -------- 10:00 0.12 0.35 0.16 0.03
 -------- 11:00 0.12 0.35 0.16 0.03
 -------- 12:00 0.12 0.38 0.15 0.02
 24.03.13 13:00 0.12 0.39 0.14 0.02
 -------- 14:00 0.14 0.37 0.15 0.03
 -------- 15:00 0.14 0.35 0.15 0.03
 -------- 16:00 0.13 0.35 0.15 0.03
 -------- 17:00 0.13 0.34 0.15 0.03
 24.03.13 18:00 0.13 0.33 0.16 0.02
 -------- 19:00 0.12 0.35 0.15 0.02
 -------- 20:00 0.12 0.35 0.14 0.02
 -------- 21:00 0.13 0.35 0.14 0.02
 -------- 22:00 0.12 0.36 0.14 0.02
 24.03.13 23:00 0.13 0.34 0.14 0.02
 -------- 00:00 0.12 0.33 0.15 0.02
 -------- 01:00 0.11 0.33 0.15 0.02
 -------- 02:00 0.11 0.35 0.13 0.01
 -------- 03:00 0.10 0.38 0.13 0.01
 25.03.13 04:00 0.10 0.40 0.13 0.01
 -------- 05:00 0.10 0.41 0.12 0.01
 -------- 06:00 0.11 0.38 0.13 0.01
 -------- 07:00 0.11 0.35 0.15 0.01
 -------- 08:00 0.13 0.33 0.15 0.02
 25.03.13 09:00 0.13 0.36 0.15 0.02
 -------- 10:00 0.13 0.35 0.16 0.03
 -------- 11:00 0.12 0.36 0.15 0.02
