 Date Time CO OZ NO2 NO
 11.04.13 07:00 0.20 0.06 0.39 0.34
 -------- 08:00 0.29 0.07 0.40 0.34
 -------- 09:00 0.19 0.10 0.38 0.18
 -------- 10:00 0.15 0.18 0.34 0.14
 -------- 11:00 0.13 0.24 0.31 0.14
 11.04.13 12:00 0.07 0.33 0.27 0.09
 -------- 13:00 0.04 0.36 0.26 0.07
 -------- 14:00 0.03 0.39 0.25 0.07
 -------- 15:00 0.06 0.27 0.33 0.10
 -------- 16:00 0.05 0.22 0.34 0.11
 11.04.13 17:00 0.06 0.27 0.32 0.08
 -------- 18:00 0.07 0.28 0.32 0.06
 -------- 19:00 0.13 0.27 0.33 0.06
 -------- 20:00 0.17 0.19 0.36 0.09
 -------- 21:00 0.18 0.09 0.41 0.13
 11.04.13 22:00 0.28 0.06 0.43 0.27
 -------- 23:00 0.18 0.06 0.41 0.22
 -------- 00:00 0.09 0.10 0.37 0.11
 -------- 01:00 0.07 0.08 0.38 0.14
 -------- 02:00 0.07 0.06 0.39 0.22
 12.04.13 03:00 0.07 0.06 0.40 0.22
 -------- 04:00 0.04 0.06 0.38 0.17
 -------- 05:00 0.10 0.06 0.38 0.29
 -------- 06:00 0.17 0.06 0.40 0.32
 -------- 07:00 0.26 0.06 0.41 0.38
 12.04.13 08:00 0.29 0.07 0.40 0.29
 -------- 09:00 0.32 0.07 0.42 0.28
 -------- 10:00 0.27 0.09 0.41 0.21
 -------- 11:00 0.19 0.09 0.40 0.23
 -------- 12:00 0.13 0.12 0.37 0.18
 12.04.13 13:00 0.08 0.26 0.28 0.09
 -------- 14:00 0.08 0.31 0.26 0.08
 -------- 15:00 0.09 0.30 0.28 0.09
 -------- 16:00 0.08 0.35 0.26 0.07
 -------- 17:00 0.16 0.38 0.26 0.06
 12.04.13 18:00 0.14 0.45 0.23 0.04
 -------- 19:00 0.12 0.45 0.24 0.05
 -------- 20:00 0.16 0.21 0.33 0.09
 -------- 21:00 0.16 0.14 0.37 0.10
 -------- 22:00 ---- 0.07 0.40 0.19
 12.04.13 23:00 ---- 0.07 0.39 0.17
 -------- 00:00 ---- 0.07 0.39 0.12
 -------- 01:00 ---- 0.06 0.41 0.29
 -------- 02:00 ---- 0.06 0.40 0.32
 -------- 03:00 0.04 0.06 0.41 0.39
 13.04.13 04:00 0.02 0.06 0.42 0.42
 -------- 05:00 ---- 0.06 0.41 0.42
 -------- 06:00 ---- 0.06 0.40 0.41
 -------- 07:00 ---- 0.06 0.41 0.48
