 Date Time CO NO2 CHX NO
 18.03.13 12:00 0.13 0.31 1.52 0.06
 -------- 13:00 0.11 0.26 1.48 0.05
 -------- 14:00 0.09 0.18 1.44 0.02
 -------- 15:00 0.08 0.17 1.42 0.02
 -------- 16:00 0.10 0.15 1.43 0.01
 18.03.13 17:00 0.10 0.17 1.44 0.01
 -------- 18:00 0.10 0.15 1.44 0.01
 -------- 19:00 0.10 0.19 1.44 0.01
 -------- 20:00 0.10 0.16 1.44 0.01
 -------- 21:00 0.09 0.15 1.42 0.01
 18.03.13 22:00 0.07 0.13 1.41 0.00
 -------- 23:00 0.07 0.14 1.41 0.00
 -------- 00:00 0.06 0.15 1.42 0.01
 -------- 01:00 0.05 0.16 1.42 0.00
 -------- 02:00 0.04 0.18 1.45 0.00
 19.03.13 03:00 0.04 0.22 1.44 0.01
 -------- 04:00 0.04 0.19 1.44 0.01
 -------- 05:00 0.04 0.14 1.42 0.01
 -------- 06:00 0.03 0.16 1.42 0.01
 -------- 07:00 0.05 0.21 1.43 0.01
 19.03.13 08:00 0.06 0.21 1.43 0.01
 -------- 09:00 0.07 0.20 1.43 0.02
 -------- 10:00 0.07 0.18 1.43 0.02
 -------- 11:00 0.07 0.19 1.43 0.03
 -------- 12:00 0.06 0.17 1.43 0.02
 19.03.13 13:00 0.06 0.15 1.41 0.02
 -------- 14:00 0.06 0.16 1.42 0.02
 -------- 15:00 0.06 0.15 1.41 0.01
 -------- 16:00 0.06 0.17 1.42 0.02
 -------- 17:00 0.05 0.17 1.42 0.01
 19.03.13 18:00 0.06 0.20 1.43 0.01
 -------- 19:00 0.06 0.21 1.44 0.01
 -------- 20:00 0.06 0.18 1.43 0.01
 -------- 21:00 0.07 0.22 1.44 0.01
 -------- 22:00 0.07 0.21 1.43 0.01
 19.03.13 23:00 0.06 0.20 1.42 0.00
 -------- 00:00 0.04 0.19 1.41 0.01
 -------- 01:00 0.05 0.23 1.42 0.01
 -------- 02:00 0.06 0.28 1.44 0.01
 -------- 03:00 0.06 0.31 1.46 0.01
 20.03.13 04:00 0.06 0.32 1.48 0.00
 -------- 05:00 0.06 0.28 1.47 0.00
 -------- 06:00 0.06 0.27 1.47 0.00
 -------- 07:00 0.08 0.39 1.55 0.02
 -------- 08:00 0.10 0.41 1.63 0.06
 20.03.13 09:00 0.13 0.42 1.65 0.09
 -------- 10:00 0.12 0.39 1.60 0.08
 -------- 11:00 0.09 0.31 1.52 0.05
