 Date Time CO NO2 CHX NO
 11.01.13 12:00 0.08 0.30 1.52 0.07
 -------- 13:00 0.10 0.33 1.61 0.14
 -------- 14:00 0.11 0.34 1.59 0.16
 -------- 15:00 0.11 0.36 1.58 0.18
 -------- 16:00 0.12 0.35 1.65 0.15
 11.01.13 17:00 0.10 0.33 1.69 0.07
 -------- 18:00 0.10 0.32 1.57 0.05
 -------- 19:00 0.11 0.31 1.60 0.07
 -------- 20:00 0.12 0.31 1.71 0.08
 -------- 21:00 0.12 0.30 1.71 0.09
 11.01.13 22:00 0.10 0.29 1.61 0.08
 -------- 23:00 0.10 0.29 1.65 0.07
 -------- 00:00 0.07 0.27 1.74 0.04
 -------- 01:00 0.06 0.24 1.61 0.02
 -------- 02:00 0.06 0.26 1.51 0.03
 12.01.13 03:00 0.06 0.24 1.47 0.02
 -------- 04:00 0.06 0.25 1.47 0.02
 -------- 05:00 0.06 0.24 1.49 0.02
 -------- 06:00 0.06 0.24 1.48 0.01
 -------- 07:00 0.06 0.26 1.49 0.03
 12.01.13 08:00 0.07 0.27 1.52 0.05
 -------- 09:00 0.09 0.28 1.55 0.07
 -------- 10:00 0.13 0.27 1.59 0.12
 -------- 11:00 0.11 0.26 1.58 0.11
 -------- 12:00 0.12 0.26 1.64 0.12
 12.01.13 13:00 0.15 0.29 1.72 0.18
 -------- 14:00 0.15 0.29 1.71 0.16
 -------- 15:00 0.15 0.29 1.69 0.16
 -------- 16:00 0.14 0.29 1.67 0.13
 -------- 17:00 0.17 0.32 1.68 0.17
 12.01.13 18:00 0.18 0.33 1.70 0.20
 -------- 19:00 0.15 0.32 1.63 0.13
 -------- 20:00 0.17 0.32 1.68 0.16
 -------- 21:00 0.25 0.35 1.82 0.28
 -------- 22:00 0.27 0.35 1.96 0.31
 12.01.13 23:00 0.30 0.34 1.93 0.29
 -------- 00:00 0.20 0.33 1.86 0.27
 -------- 01:00 0.28 0.36 1.99 0.34
 -------- 02:00 0.19 0.30 2.01 0.18
 -------- 03:00 0.17 0.29 1.96 0.16
 13.01.13 04:00 0.15 0.27 1.73 0.12
 -------- 05:00 0.13 0.25 1.60 0.07
 -------- 06:00 0.11 0.23 1.53 0.03
 -------- 07:00 0.10 0.20 1.49 0.02
 -------- 08:00 0.09 0.20 1.47 0.01
 13.01.13 09:00 0.11 0.24 1.54 0.05
 -------- 10:00 0.11 0.24 1.54 0.06
 -------- 11:00 0.12 0.23 1.53 0.07
