 Date Time CO NO2 CHX NO
 03.12.12 00:00 0.04 0.24 1.42 0.02
 -------- 01:00 0.06 0.25 1.45 0.02
 -------- 02:00 0.06 0.26 1.43 0.02
 -------- 03:00 0.08 0.25 1.47 0.01
 -------- 04:00 0.07 0.24 1.49 0.01
 03.12.12 05:00 0.05 0.19 1.40 0.00
 -------- 06:00 0.06 0.24 1.43 0.01
 -------- 07:00 0.08 0.27 1.43 0.05
 -------- 08:00 0.10 0.29 1.45 0.10
 -------- 09:00 0.12 0.32 1.55 0.13
 03.12.12 10:00 0.14 0.31 1.56 0.15
 -------- 11:00 0.11 0.31 1.56 0.11
 -------- 12:00 0.11 0.28 1.57 0.09
 -------- 13:00 0.10 0.27 1.54 0.08
 -------- 14:00 0.10 0.28 1.51 0.10
 03.12.12 15:00 0.09 0.27 1.47 0.06
 -------- 16:00 0.10 0.28 1.49 0.05
 -------- 17:00 0.09 0.27 1.55 0.03
 -------- 18:00 0.10 0.27 1.58 0.03
 -------- 19:00 0.10 0.25 1.53 0.04
 03.12.12 20:00 0.12 0.21 1.47 0.02
 -------- 21:00 0.12 0.24 1.39 0.02
 -------- 22:00 0.12 0.22 1.37 0.02
 -------- 23:00 0.11 0.21 1.38 0.01
 -------- 00:00 0.08 0.19 1.38 0.01
 04.12.12 01:00 0.05 0.18 1.38 0.01
 -------- 02:00 0.04 0.14 1.36 0.01
 -------- 03:00 0.03 0.11 1.34 0.00
 -------- 04:00 0.03 0.10 1.34 0.00
 -------- 05:00 0.04 0.12 1.35 0.01
 04.12.12 06:00 0.04 0.15 1.37 0.01
 -------- 07:00 0.05 0.16 1.39 0.01
 -------- 08:00 0.06 0.17 1.43 0.02
 -------- 09:00 0.09 0.18 1.47 0.04
 -------- 10:00 0.09 0.19 1.52 0.05
 04.12.12 11:00 0.09 0.21 1.55 0.11
 -------- 12:00 0.08 0.21 1.59 0.16
 -------- 13:00 0.10 0.21 1.61 0.15
 -------- 14:00 0.08 0.25 1.55 0.18
 -------- 15:00 0.05 0.23 1.54 0.19
 04.12.12 16:00 0.04 0.18 1.55 0.13
 -------- 17:00 0.04 0.17 1.52 0.10
 -------- 18:00 0.02 0.19 1.48 0.06
 -------- 19:00 0.02 0.15 1.41 0.02
 -------- 20:00 0.03 0.15 1.40 0.02
