 Date Time CO NO2 CHX NO
 04.11.12 12:00 0.02 0.19 1.43 0.02
 -------- 13:00 0.04 0.19 1.44 0.02
 -------- 14:00 0.03 0.17 1.43 0.02
 -------- 15:00 0.03 0.20 1.47 0.02
 -------- 16:00 0.02 0.22 1.45 0.02
 04.11.12 17:00 0.00 0.21 1.44 0.02
 -------- 18:00 ---- 0.18 1.45 0.01
 -------- 19:00 ---- 0.17 1.47 0.01
 -------- 20:00 ---- 0.18 1.51 0.01
 -------- 21:00 ---- 0.19 1.51 0.01
 04.11.12 22:00 ---- 0.19 1.46 0.01
 -------- 23:00 ---- 0.15 1.43 0.01
 -------- 00:00 0.06 0.16 1.43 0.01
 -------- 01:00 0.06 0.17 1.41 0.01
 -------- 02:00 0.05 0.12 1.37 0.01
 05.11.12 03:00 0.05 0.11 1.37 0.01
 -------- 04:00 0.05 0.09 1.37 0.00
 -------- 05:00 0.06 0.11 1.40 0.01
 -------- 06:00 0.09 0.13 1.37 0.01
 -------- 07:00 0.10 0.17 1.38 0.01
 05.11.12 08:00 0.11 0.18 1.40 0.01
 -------- 09:00 0.11 0.20 1.43 0.01
 -------- 10:00 0.12 0.21 1.42 0.02
 -------- 11:00 0.12 0.23 1.44 0.04
 -------- 12:00 0.15 0.25 1.52 0.08
 05.11.12 13:00 0.15 0.29 1.51 0.08
 -------- 14:00 0.16 0.32 1.52 0.09
 -------- 15:00 0.18 0.30 1.58 0.06
 -------- 16:00 0.16 0.30 1.52 0.06
 -------- 17:00 0.15 0.28 1.48 0.04
 05.11.12 18:00 0.15 0.27 1.50 0.06
 -------- 19:00 0.16 0.26 1.54 0.08
 -------- 20:00 0.15 0.24 1.51 0.10
 -------- 21:00 0.13 0.22 1.46 0.05
 -------- 22:00 0.09 0.24 1.43 0.06
 05.11.12 23:00 0.07 0.20 1.39 0.03
 -------- 00:00 0.04 0.16 1.40 0.02
 -------- 01:00 0.05 0.15 1.37 0.02
 -------- 02:00 0.05 0.15 1.40 0.03
 -------- 03:00 0.05 0.14 1.41 0.03
 06.11.12 04:00 0.05 0.17 1.39 0.03
 -------- 05:00 0.04 0.19 1.39 0.03
 -------- 06:00 0.05 0.22 1.39 0.04
 -------- 07:00 0.06 0.26 1.40 0.04
 -------- 08:00 0.07 0.26 1.42 0.04
 06.11.12 09:00 0.08 0.28 1.46 0.06
 -------- 10:00 0.09 0.27 1.46 0.05
 -------- 11:00 0.08 0.27 1.48 0.07
