 Date Time CO NO2 CHX NO
 29.04.13 00:00 0.07 0.18 1.51 0.00
 -------- 01:00 0.05 0.18 1.73 0.00
 -------- 02:00 0.04 0.16 1.50 0.00
 -------- 03:00 0.05 0.18 1.45 0.00
 -------- 04:00 0.07 0.17 1.51 0.00
 29.04.13 05:00 0.07 0.21 1.51 0.00
 -------- 06:00 0.09 0.28 1.44 0.01
 -------- 07:00 0.15 0.34 1.54 0.04
 -------- 08:00 0.12 0.25 1.42 0.03
 -------- 09:00 0.09 0.17 1.40 0.02
 29.04.13 10:00 0.10 0.15 1.43 0.02
 -------- 11:00 0.08 0.11 1.42 0.01
 -------- 12:00 0.10 0.08 1.36 0.01
 -------- 13:00 0.08 0.08 1.35 0.01
 -------- 14:00 0.07 0.09 1.37 0.01
 29.04.13 15:00 0.07 0.10 1.35 0.01
 -------- 16:00 0.08 0.11 1.36 0.01
 -------- 17:00 0.08 0.16 1.37 0.01
 -------- 18:00 0.11 0.16 1.38 0.01
 -------- 19:00 0.10 0.15 1.35 0.01
 29.04.13 20:00 0.10 0.11 1.35 0.00
 -------- 21:00 0.12 0.20 1.41 0.00
 -------- 22:00 0.14 0.39 1.47 0.01
 -------- 23:00 0.17 0.53 1.53 0.03
 -------- 00:00 0.15 0.52 1.53 0.03
 30.04.13 01:00 0.09 0.56 1.53 0.06
 -------- 02:00 0.08 0.53 1.59 0.05
 -------- 03:00 0.07 0.51 1.59 0.06
 -------- 04:00 0.06 0.48 1.59 0.05
 -------- 05:00 0.06 0.49 1.57 0.05
 30.04.13 06:00 0.06 0.47 1.57 0.04
 -------- 07:00 0.04 0.33 1.47 0.02
 -------- 08:00 0.03 0.25 1.41 0.01
 -------- 09:00 0.05 0.26 1.44 0.01
 -------- 10:00 0.04 0.25 1.46 0.02
 30.04.13 11:00 0.04 0.26 1.47 0.02
 -------- 12:00 0.03 0.23 1.42 0.01
 -------- 13:00 0.03 0.25 1.41 0.01
 -------- 14:00 0.03 0.29 1.43 0.02
 -------- 15:00 0.00 0.26 1.40 0.01
 30.04.13 16:00 0.02 0.24 1.39 0.02
 -------- 17:00 0.00 0.22 1.37 0.02
 -------- 18:00 0.01 0.17 1.37 0.02
 -------- 19:00 0.01 0.16 1.36 0.01
 -------- 20:00 0.00 0.17 1.37 0.01
 30.04.13 21:00 0.01 0.28 1.42 0.01
 -------- 22:00 0.03 0.36 1.45 0.01
 -------- 23:00 0.05 0.44 1.47 0.04
