 Date Time CO NO2 CHX NO
 28.04.13 00:00 0.02 0.16 1.34 0.00
 -------- 01:00 0.05 0.13 1.34 0.00
 -------- 02:00 0.06 0.14 1.35 0.00
 -------- 03:00 0.06 0.13 1.35 0.00
 -------- 04:00 0.06 0.13 1.36 0.01
 28.04.13 05:00 0.06 0.11 1.33 0.01
 -------- 06:00 0.06 0.11 1.35 0.01
 -------- 07:00 0.06 0.17 1.38 0.01
 -------- 08:00 0.07 0.17 1.37 0.01
 -------- 09:00 0.07 0.18 1.40 0.02
 28.04.13 10:00 0.08 0.20 1.43 0.02
 -------- 11:00 0.07 0.18 1.40 0.02
 -------- 12:00 0.08 0.21 1.41 0.02
 -------- 13:00 0.08 0.21 1.44 0.02
 -------- 14:00 0.07 0.23 1.46 0.02
 28.04.13 15:00 0.08 0.19 1.43 0.01
 -------- 16:00 0.07 0.16 1.39 0.01
 -------- 17:00 0.07 0.15 1.38 0.01
 -------- 18:00 0.07 0.21 1.43 0.01
 -------- 19:00 0.07 0.20 1.37 0.01
 28.04.13 20:00 0.08 0.22 1.38 0.01
 -------- 21:00 0.08 0.25 1.41 0.00
 -------- 22:00 0.08 0.27 1.45 0.01
 -------- 23:00 0.07 0.24 1.45 0.00
 -------- 00:00 0.07 0.18 1.51 0.00
 29.04.13 01:00 0.05 0.18 1.73 0.00
 -------- 02:00 0.04 0.16 1.50 0.00
 -------- 03:00 0.05 0.18 1.45 0.00
 -------- 04:00 0.07 0.17 1.51 0.00
 -------- 05:00 0.07 0.21 1.51 0.00
 29.04.13 06:00 0.09 0.28 1.44 0.01
 -------- 07:00 0.15 0.34 1.54 0.04
 -------- 08:00 0.12 0.25 1.42 0.03
 -------- 09:00 0.09 0.17 1.40 0.02
 -------- 10:00 0.10 0.15 1.43 0.02
 29.04.13 11:00 0.08 0.11 1.42 0.01
 -------- 12:00 0.10 0.08 1.36 0.01
 -------- 13:00 0.08 0.08 1.35 0.01
 -------- 14:00 0.07 0.09 1.37 0.01
 -------- 15:00 0.07 0.10 1.35 0.01
 29.04.13 16:00 0.08 0.11 1.36 0.01
 -------- 17:00 0.08 0.16 1.37 0.01
 -------- 18:00 0.11 0.16 1.38 0.01
 -------- 19:00 0.10 0.15 1.35 0.01
 -------- 20:00 0.10 0.11 1.35 0.00
 29.04.13 21:00 0.12 0.20 1.41 0.00
 -------- 22:00 0.14 0.39 1.47 0.01
 -------- 23:00 0.17 0.53 1.53 0.03
