 Date Time CO NO2 CHX NO
 03.12.12 12:00 0.11 0.28 1.58 0.09
 -------- 13:00 0.10 0.27 1.54 0.08
 -------- 14:00 0.10 0.28 1.51 0.10
 -------- 15:00 0.09 0.27 1.47 0.06
 -------- 16:00 0.10 0.28 1.49 0.05
 03.12.12 17:00 0.09 0.27 1.55 0.03
 -------- 18:00 0.10 0.27 1.58 0.03
 -------- 19:00 0.10 0.25 1.53 0.04
 -------- 20:00 0.12 0.21 1.47 0.02
 -------- 21:00 0.12 0.24 1.39 0.02
 03.12.12 22:00 0.12 0.22 1.37 0.02
 -------- 23:00 0.11 0.21 1.38 0.01
 -------- 00:00 0.08 0.19 1.38 0.01
 -------- 01:00 0.05 0.18 1.38 0.01
 -------- 02:00 0.04 0.14 1.36 0.01
 04.12.12 03:00 0.03 0.11 1.34 0.00
 -------- 04:00 0.03 0.10 1.34 0.00
 -------- 05:00 0.04 0.12 1.35 0.01
 -------- 06:00 0.04 0.15 1.37 0.01
 -------- 07:00 0.05 0.16 1.39 0.01
 04.12.12 08:00 0.06 0.17 1.43 0.02
 -------- 09:00 0.09 0.18 1.47 0.04
 -------- 10:00 0.09 0.19 1.52 0.05
 -------- 11:00 0.09 0.21 1.55 0.11
 -------- 12:00 0.08 0.21 1.59 0.16
 04.12.12 13:00 0.10 0.21 1.61 0.15
 -------- 14:00 0.08 0.25 1.55 0.18
 -------- 15:00 0.05 0.23 1.54 0.19
 -------- 16:00 0.04 0.18 1.55 0.13
 -------- 17:00 0.04 0.17 1.52 0.10
 04.12.12 18:00 0.02 0.19 1.48 0.06
 -------- 19:00 0.02 0.15 1.41 0.02
 -------- 20:00 0.03 0.15 1.40 0.02
 -------- 21:00 0.04 0.15 1.40 0.02
 -------- 22:00 0.04 0.14 1.39 0.01
 04.12.12 23:00 0.04 0.13 1.37 0.01
 -------- 00:00 0.03 0.13 1.37 0.01
 -------- 01:00 0.03 0.12 1.36 0.01
 -------- 02:00 0.03 0.10 1.36 0.01
 -------- 03:00 0.03 0.14 1.38 0.01
 05.12.12 04:00 0.03 0.11 1.36 0.01
 -------- 05:00 0.02 0.12 1.36 0.01
 -------- 06:00 0.03 0.14 1.36 0.01
 -------- 07:00 0.03 0.21 1.38 0.01
 -------- 08:00 0.04 0.22 1.40 0.02
 05.12.12 09:00 0.06 0.24 1.41 0.02
 -------- 10:00 0.05 0.25 1.41 0.02
 -------- 11:00 0.05 0.24 1.42 0.03
