 Date Time CO NO2 CHX NO
 08.01.13 00:00 0.06 0.11 1.39 0.01
 -------- 01:00 0.07 0.14 1.39 0.01
 -------- 02:00 0.07 0.14 1.40 0.01
 -------- 03:00 0.07 0.13 1.39 0.01
 -------- 04:00 0.08 0.12 1.39 0.01
 08.01.13 05:00 0.08 0.13 1.41 0.01
 -------- 06:00 0.07 0.14 1.48 0.01
 -------- 07:00 0.08 0.15 1.55 0.01
 -------- 08:00 0.09 0.20 1.56 0.02
 -------- 09:00 0.09 0.20 1.55 0.02
 08.01.13 10:00 0.09 0.20 1.62 0.04
 -------- 11:00 0.14 0.20 1.60 0.06
 -------- 12:00 0.16 0.20 1.60 0.07
 -------- 13:00 0.16 0.20 1.61 0.07
 -------- 14:00 0.18 0.21 1.72 0.07
 08.01.13 15:00 0.16 0.20 1.56 0.06
 -------- 16:00 0.15 0.19 1.50 0.03
 -------- 17:00 0.12 0.17 1.56 0.02
 -------- 18:00 0.11 0.15 1.49 0.01
 -------- 19:00 0.09 0.13 1.43 0.01
 08.01.13 20:00 0.08 0.12 1.41 0.01
 -------- 21:00 0.08 0.14 1.43 0.01
 -------- 22:00 0.09 0.14 1.44 0.01
 -------- 23:00 0.08 0.12 1.47 0.01
 -------- 00:00 0.06 0.12 1.46 0.01
 09.01.13 01:00 0.06 0.18 1.44 0.01
 -------- 02:00 0.07 0.16 1.45 0.01
 -------- 03:00 0.06 0.13 1.44 0.00
 -------- 04:00 0.08 0.13 1.46 0.01
 -------- 05:00 0.10 0.14 1.48 0.00
 09.01.13 06:00 0.10 0.16 1.48 0.01
 -------- 07:00 0.11 0.16 1.47 0.01
 -------- 08:00 0.13 0.20 1.47 0.01
 -------- 09:00 0.13 0.23 1.47 0.02
 -------- 10:00 0.12 0.23 1.48 0.01
 09.01.13 11:00 0.11 0.24 1.48 0.03
 -------- 12:00 0.11 0.26 1.50 0.05
 -------- 13:00 0.12 0.26 1.54 0.07
 -------- 14:00 0.16 0.26 1.57 0.07
 -------- 15:00 0.15 0.23 1.48 0.05
 09.01.13 16:00 0.10 0.22 1.41 0.03
 -------- 17:00 0.10 0.26 1.45 0.03
 -------- 18:00 0.11 0.30 1.48 0.03
 -------- 19:00 0.10 0.29 1.45 0.02
 -------- 20:00 0.11 0.29 1.45 0.03
 09.01.13 21:00 0.10 0.25 1.45 0.02
 -------- 22:00 0.10 0.22 1.41 0.01
 -------- 23:00 0.09 0.15 1.38 0.01
