 Date Time CO NO2 CHX NO
 02.01.13 00:00 0.08 0.28 1.49 0.08
 -------- 01:00 0.10 0.26 1.56 0.05
 -------- 02:00 0.09 0.23 1.60 0.04
 -------- 03:00 0.07 0.18 1.50 0.02
 -------- 04:00 0.06 0.14 1.43 0.01
 02.01.13 05:00 0.06 0.12 1.44 0.01
 -------- 06:00 0.05 0.14 1.48 0.00
 -------- 07:00 0.05 0.14 1.43 0.01
 -------- 08:00 0.05 0.12 1.41 0.01
 -------- 09:00 0.05 0.12 1.38 0.01
 02.01.13 10:00 0.08 0.15 1.40 0.01
 -------- 11:00 0.07 0.17 1.41 0.01
 -------- 12:00 0.05 0.17 1.40 0.01
 -------- 13:00 0.05 0.18 1.42 0.01
 -------- 14:00 0.04 0.21 1.43 0.02
 02.01.13 15:00 0.05 0.22 1.44 0.02
 -------- 16:00 0.05 0.25 1.46 0.02
 -------- 17:00 0.05 0.26 1.46 0.01
 -------- 18:00 0.05 0.28 1.49 0.01
 -------- 19:00 0.07 0.27 1.49 0.01
 02.01.13 20:00 0.03 0.19 1.43 0.01
 -------- 21:00 0.03 0.20 1.43 0.01
 -------- 22:00 0.03 0.20 1.42 0.01
 -------- 23:00 0.04 0.22 1.44 0.01
 -------- 00:00 0.04 0.25 1.45 0.01
 03.01.13 01:00 0.07 0.23 1.42 0.01
 -------- 02:00 0.06 0.17 1.40 0.01
 -------- 03:00 0.06 0.16 1.40 0.00
 -------- 04:00 0.05 0.12 1.38 0.00
 -------- 05:00 0.05 0.12 1.39 0.00
 03.01.13 06:00 0.07 0.12 1.43 0.01
 -------- 07:00 0.08 0.14 1.48 0.02
 -------- 08:00 0.08 0.17 1.47 0.02
 -------- 09:00 0.07 0.18 1.44 0.01
 -------- 10:00 0.08 0.23 1.47 0.01
 03.01.13 11:00 0.08 0.23 1.45 0.01
 -------- 12:00 0.08 0.21 1.46 0.01
 -------- 13:00 0.09 0.26 1.49 0.02
 -------- 14:00 0.10 0.29 1.51 0.03
 -------- 15:00 0.09 0.23 1.47 0.02
 03.01.13 16:00 0.09 0.18 1.45 0.01
 -------- 17:00 0.08 0.17 1.43 0.01
 -------- 18:00 0.07 0.16 1.43 0.01
 -------- 19:00 0.08 0.21 1.44 0.01
 -------- 20:00 0.08 0.24 1.44 0.01
 03.01.13 21:00 0.10 0.26 1.48 0.02
 -------- 22:00 0.09 0.18 1.41 0.01
 -------- 23:00 0.09 0.18 1.41 0.01
