 Date Time CO NO2 CHX NO
 02.05.13 00:00 0.15 0.48 1.51 0.05
 -------- 01:00 0.16 0.51 1.55 0.11
 -------- 02:00 0.17 0.53 1.61 0.18
 -------- 03:00 0.15 0.51 1.63 0.18
 -------- 04:00 0.12 0.48 1.64 0.14
 02.05.13 05:00 0.13 0.45 1.73 0.16
 -------- 06:00 0.12 0.41 1.70 0.12
 -------- 07:00 0.10 0.39 1.62 0.08
 -------- 08:00 0.09 0.38 1.58 0.07
 -------- 09:00 0.09 0.42 1.54 0.07
 02.05.13 10:00 0.08 0.28 1.43 0.03
 -------- 11:00 0.08 0.07 1.35 0.01
 -------- 12:00 0.10 0.06 1.34 0.01
 -------- 13:00 0.08 0.06 1.34 0.01
 -------- 14:00 0.07 0.05 1.33 0.00
 02.05.13 15:00 0.07 0.05 1.33 0.00
 -------- 16:00 0.07 0.06 1.34 0.00
 -------- 17:00 0.09 0.07 1.35 0.00
 -------- 18:00 0.08 0.07 1.35 0.00
 -------- 19:00 0.09 0.08 1.35 0.00
 02.05.13 20:00 0.09 0.10 1.36 0.00
 -------- 21:00 0.10 0.21 1.40 0.00
 -------- 22:00 0.14 0.37 1.48 0.00
 -------- 23:00 0.15 0.49 1.60 0.01
 -------- 00:00 0.11 0.41 1.51 0.00
 03.05.13 01:00 0.08 0.35 1.50 0.01
 -------- 02:00 0.07 0.27 1.48 0.01
 -------- 03:00 0.05 0.17 1.43 0.00
 -------- 04:00 0.04 0.19 1.41 0.00
 -------- 05:00 0.04 0.17 1.42 0.00
 03.05.13 06:00 0.03 0.19 1.43 0.00
 -------- 07:00 0.04 0.23 1.46 0.01
 -------- 08:00 0.05 0.24 1.43 0.01
 -------- 09:00 0.03 0.25 1.44 0.01
 -------- 10:00 0.05 0.26 1.44 0.01
 03.05.13 11:00 0.06 0.24 1.44 0.01
 -------- 12:00 0.05 0.20 1.41 0.01
 -------- 13:00 0.05 0.11 1.36 0.01
 -------- 14:00 0.05 0.12 1.37 0.01
 -------- 15:00 0.04 0.09 1.35 0.00
 03.05.13 16:00 0.04 0.09 1.36 0.00
 -------- 17:00 0.04 0.09 1.35 0.00
 -------- 18:00 0.04 0.09 1.34 0.00
 -------- 19:00 0.03 0.09 1.36 0.00
 -------- 20:00 0.04 0.22 1.39 0.01
 03.05.13 21:00 0.04 0.19 1.40 0.00
 -------- 22:00 0.05 0.23 1.42 0.00
 -------- 23:00 0.06 0.33 1.47 0.00
