 Date Time CO NO2 CHX NO
 28.10.12 00:00 0.04 0.13 1.41 0.00
 -------- 01:00 0.05 0.18 1.44 0.01
 -------- 02:00 0.06 0.25 1.44 0.03
 -------- 03:00 0.06 0.23 1.44 0.01
 -------- 04:00 0.04 0.21 1.44 0.01
 28.10.12 05:00 0.03 0.15 1.42 0.01
 -------- 06:00 0.02 0.12 1.40 0.01
 -------- 07:00 0.03 0.13 1.41 0.01
 -------- 08:00 0.02 0.17 1.42 0.01
 -------- 09:00 0.03 0.22 1.45 0.02
 28.10.12 10:00 0.04 0.27 1.47 0.03
 -------- 11:00 0.08 0.29 1.51 0.05
 -------- 12:00 0.07 0.30 1.53 0.06
 -------- 13:00 0.06 0.28 1.53 0.05
 -------- 14:00 0.07 0.29 1.56 0.07
 28.10.12 15:00 0.07 0.30 1.57 0.08
 -------- 16:00 0.09 0.30 1.56 0.11
 -------- 17:00 0.09 0.31 1.58 0.14
 -------- 18:00 0.09 0.30 1.61 0.13
 -------- 19:00 0.09 0.29 1.63 0.14
 28.10.12 20:00 0.10 0.28 1.66 0.16
 -------- 21:00 0.10 0.29 1.67 0.20
 -------- 22:00 0.17 0.28 1.77 0.23
 -------- 23:00 0.16 0.29 1.76 0.25
 -------- 00:00 0.10 0.32 1.86 0.22
 29.10.12 01:00 0.09 0.24 1.68 0.08
 -------- 02:00 0.07 0.19 1.50 0.02
 -------- 03:00 0.07 0.17 1.47 0.01
 -------- 04:00 0.06 0.14 1.45 0.01
 -------- 05:00 0.06 0.13 1.43 0.01
 29.10.12 06:00 0.06 0.13 1.41 0.00
 -------- 07:00 0.08 0.13 1.43 0.01
 -------- 08:00 0.10 0.12 1.43 0.01
 -------- 09:00 0.10 0.12 1.43 0.01
 -------- 10:00 0.10 0.14 1.43 0.01
 29.10.12 11:00 0.11 0.17 1.45 0.01
 -------- 12:00 0.11 0.16 1.43 0.01
 -------- 13:00 0.11 0.16 1.43 0.01
 -------- 14:00 0.10 0.16 1.44 0.01
 -------- 15:00 0.11 0.20 1.47 0.01
 29.10.12 16:00 0.11 0.20 1.45 0.01
 -------- 17:00 0.11 0.20 1.46 0.01
 -------- 18:00 0.11 0.15 1.46 0.01
 -------- 19:00 0.11 0.15 1.47 0.01
 -------- 20:00 0.11 0.15 1.47 0.01
 29.10.12 21:00 0.11 0.15 1.42 0.01
 -------- 22:00 0.11 0.15 1.42 0.01
 -------- 23:00 0.11 0.14 1.42 0.00
