 Date Time CO SO2 H2S NO2 CHX NO
 01.03.13 14:00 0.13 0.01 0.12 0.19 1.72 0.18
 -------- 15:00 0.09 0.01 0.12 0.17 1.61 0.15
 -------- 16:00 0.10 0.00 0.12 0.18 2.23 0.13
 -------- 17:00 0.07 0.00 ---- 0.19 1.92 0.12
 -------- 18:00 0.08 0.00 ---- 0.19 1.55 0.09
 01.03.13 19:00 0.05 0.00 ---- 0.19 1.52 0.09
 -------- 20:00 0.02 0.00 ---- 0.13 1.47 0.03
 -------- 21:00 ---- 0.00 ---- 0.09 1.42 0.01
 -------- 22:00 ---- 0.00 ---- 0.11 1.46 0.01
 -------- 23:00 ---- 0.00 ---- 0.12 1.39 0.01
 02.03.13 00:00 ---- 0.00 ---- 0.13 1.41 0.01
 -------- 01:00 ---- 0.00 ---- 0.14 1.47 0.01
 -------- 02:00 0.04 0.00 ---- 0.11 1.47 0.00
 -------- 03:00 ---- 0.00 ---- 0.09 1.43 0.00
 -------- 04:00 ---- 0.00 ---- 0.09 1.43 0.01
 02.03.13 05:00 ---- 0.00 ---- 0.08 1.43 0.00
 -------- 06:00 ---- 0.00 ---- 0.09 1.43 0.01
 -------- 07:00 0.03 0.00 ---- 0.11 1.45 0.01
 -------- 08:00 0.02 ---- ---- 0.13 1.45 0.01
 -------- 09:00 0.08 ---- ---- 0.12 1.55 0.02
 02.03.13 10:00 0.05 0.00 ---- 0.14 1.48 0.04
 -------- 11:00 0.05 ---- ---- 0.10 1.49 0.03
 -------- 12:00 0.05 ---- ---- 0.12 1.51 0.05
 -------- 13:00 0.07 0.00 ---- 0.13 1.51 0.05
 -------- 14:00 0.05 0.00 0.12 0.14 1.49 0.05
 02.03.13 15:00 0.06 0.00 0.12 0.14 1.50 0.06
 -------- 16:00 0.04 0.00 0.12 0.14 1.49 0.04
 -------- 17:00 0.05 0.00 0.12 0.16 1.50 0.03
 -------- 18:00 0.07 0.00 0.12 0.16 1.65 0.02
 -------- 19:00 0.02 0.00 0.12 0.21 1.59 0.03
 02.03.13 20:00 0.02 0.00 0.12 0.27 1.54 0.03
 -------- 21:00 0.02 0.00 0.12 0.28 1.55 0.03
 -------- 22:00 0.04 0.00 ---- 0.27 1.54 0.03
 -------- 23:00 0.02 0.00 0.12 0.28 1.59 0.02
 -------- 00:00 0.03 ---- 0.21 0.29 1.67 0.03
 03.03.13 01:00 0.11 0.00 0.21 0.33 1.93 0.40
 -------- 02:00 0.21 0.00 0.12 0.39 2.04 0.85
 -------- 03:00 0.24 0.00 0.12 0.42 1.88 0.98
 -------- 04:00 0.25 0.01 0.12 0.42 2.28 0.98
 -------- 05:00 0.21 0.00 0.12 0.37 2.04 0.66
 03.03.13 06:00 0.12 0.00 ---- 0.33 1.80 0.34
 -------- 07:00 0.20 ---- ---- 0.31 1.90 0.39
 -------- 08:00 0.12 ---- ---- 0.29 1.88 0.20
 -------- 09:00 0.14 ---- ---- 0.25 1.76 0.17
 -------- 10:00 0.11 ---- ---- 0.26 1.83 0.16
 03.03.13 11:00 0.11 ---- ---- 0.25 1.80 0.14
