 Date Time CO NO2 CHX NO
 24.01.13 12:00 0.09 0.19 1.98 0.45
 -------- 13:00 0.08 0.17 1.75 0.39
 -------- 14:00 0.08 0.17 1.70 0.46
 -------- 15:00 0.03 0.15 1.65 0.36
 -------- 16:00 0.05 0.15 1.73 0.36
 24.01.13 17:00 0.02 0.16 1.68 0.24
 -------- 18:00 0.03 0.11 1.67 0.13
 -------- 19:00 0.05 0.09 1.56 0.12
 -------- 20:00 0.03 0.06 1.51 0.09
 -------- 21:00 0.03 0.10 1.63 0.10
 24.01.13 22:00 0.02 0.09 1.59 0.09
 -------- 23:00 0.02 0.06 1.53 0.08
 -------- 00:00 0.02 0.04 1.52 0.07
 -------- 01:00 0.02 0.06 1.54 0.09
 -------- 02:00 0.02 0.07 1.50 0.09
 25.01.13 03:00 0.02 0.03 1.49 0.06
 -------- 04:00 0.03 0.03 1.49 0.06
 -------- 05:00 0.02 0.06 1.51 0.08
 -------- 06:00 0.05 0.15 1.62 0.15
 -------- 07:00 0.04 0.13 1.59 0.16
 25.01.13 08:00 0.06 0.12 1.59 0.13
 -------- 09:00 0.05 0.11 1.55 0.12
 -------- 10:00 0.07 0.12 1.61 0.16
 -------- 11:00 0.04 0.10 1.59 0.13
 -------- 12:00 0.03 0.09 1.59 0.14
 25.01.13 13:00 0.10 0.12 1.63 0.20
 -------- 14:00 0.07 0.11 1.60 0.17
 -------- 15:00 0.07 0.11 1.59 0.17
 -------- 16:00 0.07 0.12 1.67 0.20
 -------- 17:00 0.03 0.10 1.58 0.12
 25.01.13 18:00 0.03 0.11 1.56 0.11
 -------- 19:00 0.02 0.09 1.56 0.09
 -------- 20:00 0.02 0.14 1.55 0.11
 -------- 21:00 0.05 0.16 1.63 0.15
 -------- 22:00 0.03 0.15 1.78 0.12
 25.01.13 23:00 0.02 0.15 1.64 0.14
 -------- 00:00 0.02 0.15 1.74 0.12
 -------- 01:00 0.02 0.15 1.85 0.15
 -------- 02:00 0.02 0.12 1.68 0.11
