 Date Time CO SO2 H2S NO2 CHX NO
 07.04.13 12:00 0.15 0.00 0.19 0.12 1.48 0.02
 -------- 13:00 0.13 0.00 0.12 0.14 1.45 0.02
 -------- 14:00 0.15 0.00 0.12 0.15 1.45 0.03
 -------- 15:00 0.16 0.00 0.12 0.16 1.46 0.03
 -------- 16:00 0.17 0.00 0.12 0.15 1.45 0.02
 07.04.13 17:00 0.17 0.00 0.12 0.16 1.46 0.02
 -------- 18:00 0.21 0.00 0.12 0.18 1.52 0.03
 -------- 19:00 0.14 0.00 0.12 0.15 1.54 0.02
 -------- 20:00 0.13 0.00 0.12 0.19 1.47 0.01
 -------- 21:00 0.21 0.00 0.12 0.18 1.50 0.02
 07.04.13 22:00 0.13 0.00 0.12 0.21 1.48 0.03
 -------- 23:00 0.17 0.00 0.12 0.21 1.50 0.02
 -------- 00:00 0.13 0.00 0.12 0.20 1.48 0.02
 -------- 01:00 0.10 0.00 0.12 0.16 1.44 0.01
 -------- 02:00 0.11 0.00 0.12 0.18 1.47 0.02
 08.04.13 03:00 0.15 0.00 ---- 0.26 1.53 0.06
 -------- 04:00 0.21 0.00 0.12 0.37 1.70 0.34
 -------- 05:00 0.49 0.00 0.12 0.38 1.88 0.39
 -------- 06:00 0.45 0.01 0.12 0.39 2.07 0.49
 -------- 07:00 0.29 0.00 0.12 0.34 1.85 0.18
 08.04.13 08:00 0.31 0.01 0.12 0.36 2.00 0.27
 -------- 09:00 0.25 0.01 0.12 0.36 1.77 0.27
 -------- 10:00 0.15 0.01 0.12 0.29 1.59 0.17
 -------- 11:00 0.11 0.00 0.12 0.26 1.64 0.12
 -------- 12:00 0.10 0.00 ---- 0.21 1.57 0.09
 08.04.13 13:00 0.09 0.01 ---- 0.18 1.53 0.08
 -------- 14:00 0.15 0.01 0.12 0.24 1.54 0.17
 -------- 15:00 0.11 0.01 ---- 0.23 1.51 0.16
 -------- 16:00 0.14 0.01 0.12 0.23 1.55 0.16
 -------- 17:00 0.06 0.01 0.12 0.16 1.45 0.06
 08.04.13 18:00 0.12 0.01 0.12 0.21 1.49 0.09
 -------- 19:00 0.11 0.01 0.12 0.25 1.52 0.11
 -------- 20:00 0.15 0.01 0.12 0.40 1.67 0.22
 -------- 21:00 0.23 0.01 0.12 0.40 1.70 0.21
 -------- 22:00 0.48 0.02 0.17 0.46 2.19 0.63
 08.04.13 23:00 0.31 0.02 0.12 0.43 1.76 0.47
 -------- 00:00 0.30 0.02 0.25 0.46 1.91 0.73
 -------- 01:00 0.39 0.02 0.25 0.49 2.25 0.95
 -------- 02:00 0.42 0.03 0.38 0.51 2.31 1.17
 -------- 03:00 0.29 0.03 0.46 0.46 2.28 0.68
 09.04.13 04:00 0.30 0.03 0.38 0.49 1.91 1.04
 -------- 05:00 0.45 0.04 0.38 0.55 2.04 1.54
 -------- 06:00 0.55 0.03 0.38 0.52 2.22 1.12
 -------- 07:00 1.14 0.03 0.58 0.57 3.61 1.78
 -------- 08:00 1.05 0.04 0.67 0.72 3.13 1.76
 09.04.13 09:00 0.52 0.05 0.71 0.59 2.69 0.82
 -------- 10:00 0.38 0.04 0.46 0.54 2.24 0.59
 -------- 11:00 0.29 0.04 0.33 0.40 2.01 0.25
