 Date Time CO NO2 CHX NO
 18.10.12 12:00 0.19 0.14 1.57 0.21
 -------- 13:00 0.15 0.14 1.57 0.17
 -------- 14:00 0.13 0.12 1.55 0.17
 -------- 15:00 0.09 0.12 1.48 0.11
 -------- 16:00 0.10 0.11 1.55 0.09
 18.10.12 17:00 0.08 0.10 1.50 0.07
 -------- 18:00 0.13 0.11 1.56 0.12
 -------- 19:00 0.15 0.11 1.65 0.15
 -------- 20:00 0.13 0.17 1.56 0.13
 -------- 21:00 0.09 0.17 1.48 0.10
 18.10.12 22:00 0.11 0.14 1.51 0.14
 -------- 23:00 0.10 0.13 1.53 0.12
 -------- 00:00 0.11 0.13 1.52 0.17
 -------- 01:00 0.11 0.12 1.61 0.17
 -------- 02:00 0.08 0.11 1.50 0.15
 19.10.12 03:00 0.11 0.11 1.53 0.17
 -------- 04:00 0.06 0.10 1.52 0.11
 -------- 05:00 0.15 0.11 1.61 0.29
 -------- 06:00 0.19 0.10 1.65 0.20
 -------- 07:00 0.16 0.11 1.70 0.27
 19.10.12 08:00 0.41 0.14 1.89 0.65
 -------- 09:00 0.28 0.14 1.82 0.54
 -------- 10:00 0.40 0.17 2.01 0.80
 -------- 11:00 0.22 0.18 1.76 0.49
 -------- 12:00 0.25 0.20 1.86 0.60
 19.10.12 13:00 0.19 0.18 1.76 0.51
 -------- 14:00 0.22 0.20 1.80 0.53
 -------- 15:00 0.14 0.18 1.70 0.39
 -------- 16:00 0.16 0.17 1.68 0.38
 -------- 17:00 0.07 0.16 1.60 0.26
 19.10.12 18:00 0.15 0.17 1.71 0.37
 -------- 19:00 0.14 0.17 1.64 0.30
 -------- 20:00 0.17 0.17 1.62 0.34
 -------- 21:00 0.12 0.14 1.60 0.20
 -------- 22:00 0.06 0.12 1.53 0.14
 19.10.12 23:00 0.05 0.11 1.50 0.11
 -------- 00:00 0.03 0.10 1.45 0.12
 -------- 01:00 0.02 0.08 1.42 0.07
 -------- 02:00 ---- 0.06 1.40 0.06
 -------- 03:00 0.02 0.07 1.40 0.06
 20.10.12 04:00 0.02 0.06 1.40 0.06
 -------- 05:00 0.03 0.06 1.41 0.09
 -------- 06:00 0.10 0.10 1.49 0.16
