 Date Time CO NO2 CHX NO
 11.10.12 00:00 0.02 0.11 1.66 0.17
 -------- 01:00 0.02 0.08 1.44 0.10
 -------- 02:00 ---- 0.07 1.38 0.09
 -------- 03:00 ---- 0.07 1.37 0.08
 -------- 04:00 0.02 0.07 1.37 0.10
 11.10.12 05:00 0.06 0.10 1.41 0.20
 -------- 06:00 0.20 0.14 1.52 0.31
 -------- 07:00 0.30 0.15 1.59 0.32
 -------- 08:00 0.24 0.13 1.56 0.29
 -------- 09:00 0.29 0.13 1.64 0.37
 11.10.12 10:00 0.25 0.14 1.55 0.36
 -------- 11:00 0.23 0.11 1.52 0.31
 -------- 12:00 0.21 0.12 1.57 0.32
 -------- 13:00 0.20 0.13 1.54 0.33
 -------- 14:00 0.19 0.14 1.53 0.31
 11.10.12 15:00 0.20 0.16 1.54 0.35
 -------- 16:00 0.23 0.17 1.58 0.36
 -------- 17:00 0.21 0.16 1.63 0.29
 -------- 18:00 0.20 0.20 1.59 0.33
 -------- 19:00 0.15 0.17 1.54 0.25
 11.10.12 20:00 0.14 0.16 1.60 0.29
 -------- 21:00 0.12 0.15 1.57 0.25
 -------- 22:00 0.16 0.14 1.60 0.31
 -------- 23:00 0.13 0.13 1.52 0.34
 -------- 00:00 0.08 0.14 1.57 0.19
 12.10.12 01:00 0.16 0.15 1.64 0.46
 -------- 02:00 0.09 0.13 1.58 0.31
 -------- 03:00 0.08 0.12 1.55 0.22
 -------- 04:00 0.09 0.13 1.63 0.30
 -------- 05:00 0.11 0.12 1.70 0.22
 12.10.12 06:00 0.33 0.16 1.82 0.53
 -------- 07:00 0.53 0.15 2.07 0.74
 -------- 08:00 0.41 0.14 1.94 0.55
 -------- 09:00 0.45 0.17 2.01 0.64
 -------- 10:00 0.44 0.21 1.99 0.83
 12.10.12 11:00 0.25 0.25 1.80 0.57
 -------- 12:00 0.09 0.24 1.71 0.36
 -------- 13:00 0.03 0.20 1.58 0.26
 -------- 14:00 ---- 0.16 1.55 0.15
 -------- 15:00 ---- 0.14 1.48 0.08
 12.10.12 16:00 0.02 0.14 1.55 0.09
 -------- 17:00 0.03 0.16 1.50 0.09
 -------- 18:00 0.04 0.17 1.50 0.09
 -------- 19:00 0.09 0.16 1.52 0.13
 -------- 20:00 0.08 0.16 1.55 0.07
 12.10.12 21:00 0.04 0.14 1.46 0.04
 -------- 22:00 0.05 0.14 1.46 0.04
 -------- 23:00 0.05 0.14 1.47 0.04
