 Date Time CO SO2 H2S NO2 CHX NO
 23.09.12 00:00 0.04 ---- ---- 0.17 1.47 0.05
 -------- 01:00 0.03 ---- ---- 0.15 1.49 0.04
 -------- 02:00 0.02 ---- ---- 0.14 1.52 0.03
 -------- 03:00 0.02 ---- ---- 0.13 1.51 0.02
 -------- 04:00 0.02 ---- ---- 0.13 1.54 0.02
 23.09.12 05:00 0.03 ---- ---- 0.14 1.52 0.02
 -------- 06:00 0.03 ---- ---- 0.14 1.47 0.03
 -------- 07:00 0.05 ---- ---- 0.13 1.46 0.03
 -------- 08:00 0.06 ---- ---- 0.14 1.56 0.05
 -------- 09:00 0.08 ---- ---- 0.14 1.49 0.06
 23.09.12 10:00 0.07 ---- ---- 0.15 1.48 0.07
 -------- 11:00 0.06 ---- ---- 0.12 1.45 0.05
 -------- 12:00 0.08 ---- ---- 0.14 1.55 0.08
 -------- 13:00 0.09 ---- ---- 0.13 1.57 0.07
 -------- 14:00 0.17 ---- ---- 0.13 1.59 0.19
 23.09.12 15:00 0.15 ---- ---- 0.12 1.49 0.12
 -------- 16:00 0.11 ---- ---- 0.11 1.52 0.10
 -------- 17:00 0.11 ---- ---- 0.11 1.52 0.10
 -------- 18:00 0.13 ---- ---- 0.10 1.52 0.12
 -------- 19:00 0.11 ---- ---- 0.10 1.46 0.09
 23.09.12 20:00 0.07 ---- ---- 0.10 1.47 0.05
 -------- 21:00 0.14 ---- ---- 0.13 1.51 0.17
 -------- 22:00 0.12 ---- ---- 0.15 1.50 0.13
 -------- 23:00 0.09 ---- ---- 0.14 1.45 0.10
 -------- 00:00 0.04 ---- ---- 0.11 1.45 0.06
 24.09.12 01:00 0.02 ---- ---- 0.09 1.42 0.06
 -------- 02:00 0.03 ---- ---- 0.08 1.42 0.06
 -------- 03:00 0.03 ---- ---- 0.08 1.45 0.08
 -------- 04:00 0.02 ---- ---- 0.07 1.44 0.06
 -------- 05:00 0.07 ---- ---- 0.09 1.68 0.12
 24.09.12 06:00 0.07 ---- ---- 0.10 1.43 0.11
 -------- 07:00 0.14 ---- ---- 0.14 1.51 0.21
 -------- 08:00 0.17 ---- ---- 0.14 1.57 0.26
 -------- 09:00 0.23 ---- ---- 0.14 1.87 0.30
 -------- 10:00 0.15 ---- ---- 0.13 1.54 0.25
 24.09.12 11:00 0.17 ---- ---- 0.12 1.54 0.28
 -------- 12:00 0.14 ---- ---- 0.13 1.54 0.26
 -------- 13:00 0.11 ---- ---- 0.12 1.51 0.24
 -------- 14:00 0.13 ---- ---- 0.13 1.51 0.24
 -------- 15:00 0.11 ---- ---- 0.13 1.53 0.23
 24.09.12 16:00 0.11 ---- ---- 0.12 1.56 0.23
 -------- 17:00 0.13 ---- ---- 0.12 1.53 0.20
 -------- 18:00 0.13 ---- ---- 0.12 1.55 0.21
 -------- 19:00 0.17 ---- ---- 0.12 1.54 0.23
 -------- 20:00 0.15 ---- ---- 0.11 1.49 0.20
 24.09.12 21:00 0.21 ---- ---- 0.12 1.55 0.25
 -------- 22:00 0.13 ---- ---- 0.09 1.46 0.16
 -------- 23:00 0.08 ---- ---- 0.09 1.40 0.12
