 Date Time CO NO2 CHX NO
 05.10.12 22:00 0.10 0.17 1.48 0.13
 -------- 23:00 0.10 0.18 1.48 0.14
 -------- 00:00 0.11 0.17 1.47 0.18
 -------- 01:00 0.13 0.15 1.52 0.27
 -------- 02:00 0.03 0.08 1.35 0.03
 06.10.12 03:00 0.04 0.10 1.36 0.02
 -------- 04:00 0.04 0.10 1.52 0.04
 -------- 05:00 0.05 0.07 1.41 0.05
 -------- 06:00 0.10 0.09 1.44 0.11
 -------- 07:00 0.24 0.13 1.65 0.29
 06.10.12 08:00 0.28 0.13 1.92 0.34
 -------- 09:00 0.21 0.14 1.58 0.33
 -------- 10:00 0.21 0.15 1.63 0.28
 -------- 11:00 0.19 0.15 2.88 0.23
 -------- 12:00 0.14 0.15 1.55 0.19
 06.10.12 13:00 0.11 0.13 1.47 0.17
 -------- 14:00 0.09 0.12 1.47 0.18
 -------- 15:00 0.08 0.13 1.46 0.17
 -------- 16:00 0.09 0.12 1.46 0.17
 -------- 17:00 0.06 0.10 1.52 0.11
 06.10.12 18:00 0.05 0.10 1.64 0.12
 -------- 19:00 0.06 0.09 1.63 0.10
 -------- 20:00 0.04 0.06 1.55 0.05
 -------- 21:00 0.05 0.05 1.46 0.03
 -------- 22:00 0.04 0.04 1.40 0.03
 06.10.12 23:00 0.04 0.04 1.39 0.03
 -------- 00:00 0.04 0.06 1.40 0.02
 -------- 01:00 0.05 0.07 1.40 0.04
 -------- 02:00 0.11 0.15 1.56 0.18
 -------- 03:00 0.08 0.14 1.62 0.11
 07.10.12 04:00 0.05 0.09 1.46 0.02
 -------- 05:00 0.05 0.06 1.44 0.02
 -------- 06:00 0.07 0.08 1.47 0.03
 -------- 07:00 0.05 0.09 1.40 0.02
 -------- 08:00 0.03 0.08 1.38 0.02
 07.10.12 09:00 0.20 0.13 1.57 0.29
 -------- 10:00 0.16 0.10 1.47 0.16
 -------- 11:00 0.18 0.10 1.50 0.18
 -------- 12:00 0.12 0.07 1.49 0.10
 -------- 13:00 0.06 0.06 1.54 0.09
 07.10.12 14:00 0.05 0.06 1.52 0.07
 -------- 15:00 0.05 0.04 1.52 0.08
 -------- 16:00 0.05 0.05 1.53 0.07
 -------- 17:00 0.04 0.05 1.41 0.06
 -------- 18:00 0.06 0.07 1.41 0.07
 07.10.12 19:00 0.03 0.09 1.39 0.05
 -------- 20:00 0.11 0.18 1.55 0.16
 -------- 21:00 0.19 0.24 1.73 0.27
 -------- 22:00 0.25 0.22 1.73 0.42
