 Date Time CO NO2 CHX NO
 07.10.12 00:00 0.04 0.06 1.42 0.02
 -------- 01:00 0.05 0.07 1.40 0.04
 -------- 02:00 0.11 0.15 1.56 0.18
 -------- 03:00 0.08 0.14 1.62 0.11
 -------- 04:00 0.05 0.09 1.46 0.02
 07.10.12 05:00 0.05 0.06 1.44 0.02
 -------- 06:00 0.07 0.08 1.47 0.03
 -------- 07:00 0.05 0.09 1.40 0.02
 -------- 08:00 0.03 0.08 1.38 0.02
 -------- 09:00 0.20 0.13 1.57 0.29
 07.10.12 10:00 0.16 0.10 1.47 0.16
 -------- 11:00 0.18 0.10 1.50 0.18
 -------- 12:00 0.12 0.07 1.49 0.10
 -------- 13:00 0.06 0.06 1.54 0.09
 -------- 14:00 0.05 0.06 1.52 0.07
 07.10.12 15:00 0.05 0.04 1.52 0.08
 -------- 16:00 0.05 0.05 1.53 0.07
 -------- 17:00 0.04 0.05 1.41 0.06
 -------- 18:00 0.06 0.07 1.41 0.07
 -------- 19:00 0.03 0.09 1.39 0.05
 07.10.12 20:00 0.11 0.18 1.55 0.16
 -------- 21:00 0.19 0.24 1.73 0.27
 -------- 22:00 0.21 0.20 1.69 0.35
 -------- 23:00 0.11 0.19 1.60 0.27
 -------- 00:00 0.10 0.19 1.56 0.21
 08.10.12 01:00 0.05 0.19 1.50 0.15
 -------- 02:00 0.15 0.18 1.71 0.37
 -------- 03:00 0.18 0.15 1.84 0.36
 -------- 04:00 0.16 0.15 1.69 0.39
 -------- 05:00 0.16 0.19 1.76 0.39
 08.10.12 06:00 0.11 0.19 1.88 0.25
 -------- 07:00 0.22 0.20 1.83 0.39
 -------- 08:00 0.20 0.20 1.72 0.28
 -------- 09:00 0.21 0.18 1.72 0.20
 -------- 10:00 0.11 0.19 1.51 0.12
 08.10.12 11:00 0.04 0.19 1.43 0.06
 -------- 12:00 0.08 0.25 1.62 0.11
 -------- 13:00 0.06 0.22 1.52 0.07
 -------- 14:00 0.04 0.17 1.46 0.04
 -------- 15:00 0.03 0.14 1.41 0.03
 08.10.12 16:00 0.02 0.13 1.40 0.03
 -------- 17:00 0.05 0.13 1.41 0.03
 -------- 18:00 0.04 0.13 1.41 0.02
 -------- 19:00 0.06 0.14 1.43 0.05
 -------- 20:00 0.05 0.14 1.73 0.04
 08.10.12 21:00 0.08 0.15 1.49 0.05
 -------- 22:00 0.06 0.14 1.48 0.04
 -------- 23:00 0.09 0.19 1.49 0.08
