 Date Time CO NO2 CHX NO
 29.03.13 00:00 0.07 0.37 1.56 0.07
 -------- 01:00 0.06 0.33 1.55 0.04
 -------- 02:00 0.08 0.33 1.55 0.04
 -------- 03:00 0.06 0.35 1.49 0.04
 -------- 04:00 0.07 0.38 1.57 0.09
 29.03.13 05:00 0.16 0.40 1.64 0.28
 -------- 06:00 0.25 0.43 1.83 0.41
 -------- 07:00 0.44 0.47 1.98 0.55
 -------- 08:00 0.27 0.47 1.82 0.41
 -------- 09:00 0.26 0.42 1.81 0.35
 29.03.13 10:00 0.21 0.37 1.69 0.30
 -------- 11:00 0.09 0.27 1.56 0.17
 -------- 12:00 0.05 0.19 1.49 0.11
 -------- 13:00 0.03 0.16 1.50 0.10
 -------- 14:00 0.05 0.17 1.49 0.09
 29.03.13 15:00 0.05 0.16 1.48 0.08
 -------- 16:00 0.03 0.16 1.48 0.08
 -------- 17:00 0.07 0.21 1.53 0.13
 -------- 18:00 0.07 0.17 1.47 0.07
 -------- 19:00 0.09 0.20 1.47 0.04
 29.03.13 20:00 0.15 0.37 1.58 0.09
 -------- 21:00 0.26 0.45 1.78 0.33
 -------- 22:00 0.78 0.58 2.46 1.48
 -------- 23:00 0.94 0.64 2.80 2.00
 -------- 00:00 0.59 0.55 2.21 1.39
 30.03.13 01:00 0.37 0.47 1.95 0.85
 -------- 02:00 0.35 0.45 1.97 0.80
 -------- 03:00 0.39 0.45 2.09 0.72
 -------- 04:00 0.22 0.40 1.84 0.30
 -------- 05:00 0.17 0.38 1.67 0.20
 30.03.13 06:00 0.35 0.39 1.86 0.38
 -------- 07:00 0.19 0.35 1.71 0.13
 -------- 08:00 0.14 0.33 1.61 0.10
 -------- 09:00 0.16 0.32 1.67 0.10
 -------- 10:00 0.13 0.27 1.68 0.07
 30.03.13 11:00 0.10 0.25 1.58 0.07
 -------- 12:00 0.07 0.15 1.51 0.03
 -------- 13:00 0.06 0.15 1.44 0.04
 -------- 14:00 0.05 0.10 1.42 0.02
 -------- 15:00 0.05 0.10 1.42 0.01
 30.03.13 16:00 0.07 0.14 1.44 0.05
 -------- 17:00 0.06 0.12 1.41 0.02
 -------- 18:00 0.05 0.12 1.43 0.01
 -------- 19:00 0.08 0.14 1.44 0.00
 -------- 20:00 0.08 0.14 1.44 0.01
 30.03.13 21:00 0.09 0.15 1.44 ----
 -------- 22:00 0.09 0.18 1.44 0.01
 -------- 23:00 0.08 0.13 1.42 0.00
