 Date Time CO NO2 CHX NO
 11.04.13 07:00 0.34 0.36 1.73 0.16
 -------- 08:00 0.34 0.32 1.74 0.07
 -------- 09:00 0.24 0.29 1.66 0.07
 -------- 10:00 0.12 0.15 1.58 0.04
 -------- 11:00 0.11 0.13 1.59 0.03
 11.04.13 12:00 0.10 0.12 1.47 0.03
 -------- 13:00 0.12 0.14 1.53 0.05
 -------- 14:00 0.13 0.19 1.56 0.09
 -------- 15:00 0.13 0.20 1.54 0.08
 -------- 16:00 0.13 0.16 1.53 0.06
 11.04.13 17:00 0.13 0.17 1.49 0.06
 -------- 18:00 0.13 0.15 1.45 0.01
 -------- 19:00 0.25 0.35 1.75 0.14
 -------- 20:00 0.43 0.50 2.10 0.62
 -------- 21:00 0.67 0.55 2.15 1.12
 11.04.13 22:00 0.49 0.49 2.11 0.58
 -------- 23:00 0.45 0.51 2.22 0.78
 -------- 00:00 0.46 0.51 2.14 0.68
 -------- 01:00 0.21 0.42 1.68 0.14
 -------- 02:00 0.17 0.32 1.64 0.01
 12.04.13 03:00 0.18 0.36 1.65 0.01
 -------- 04:00 0.14 0.23 1.61 0.00
 -------- 05:00 0.17 0.29 1.63 0.01
 -------- 06:00 0.26 0.38 1.73 0.08
 -------- 07:00 0.44 0.42 1.95 0.26
 12.04.13 08:00 0.30 0.35 1.75 0.10
 -------- 09:00 0.24 0.35 1.70 0.11
 -------- 10:00 0.21 0.32 1.65 0.10
 -------- 11:00 0.15 0.21 1.53 0.06
 -------- 12:00 0.11 0.18 1.49 0.04
 12.04.13 13:00 0.09 0.14 1.45 0.02
 -------- 14:00 0.11 0.11 1.46 0.02
 -------- 15:00 0.09 0.11 1.44 0.02
 -------- 16:00 0.10 0.10 1.43 0.02
 -------- 17:00 0.11 0.11 1.46 0.02
 12.04.13 18:00 0.10 0.12 1.42 0.01
 -------- 19:00 0.12 0.18 1.47 0.01
 -------- 20:00 0.20 0.35 1.56 0.04
 -------- 21:00 0.25 0.44 1.62 0.11
 -------- 22:00 0.23 0.42 1.65 0.10
 12.04.13 23:00 0.23 0.43 1.63 0.17
 -------- 00:00 0.25 0.46 1.72 0.24
 -------- 01:00 0.20 0.43 1.57 0.11
 -------- 02:00 0.21 0.44 1.67 0.12
 -------- 03:00 0.24 0.41 1.67 0.07
 13.04.13 04:00 0.20 0.32 1.64 0.02
 -------- 05:00 0.18 0.35 1.58 0.02
 -------- 06:00 0.25 0.35 1.66 0.04
