 Date Time CO NO2 CHX NO
 31.01.13 12:00 0.09 0.09 1.52 0.27
 -------- 13:00 0.04 0.10 1.52 0.28
 -------- 14:00 0.05 0.08 1.51 0.27
 -------- 15:00 0.03 0.05 1.51 0.25
 -------- 16:00 0.03 0.05 1.58 0.21
 31.01.13 17:00 0.05 0.08 1.53 0.22
 -------- 18:00 0.05 0.06 1.48 0.19
 -------- 19:00 0.07 0.05 1.49 0.19
 -------- 20:00 0.04 0.02 1.48 0.17
 -------- 21:00 0.03 ---- 1.48 0.15
 31.01.13 22:00 0.04 0.01 1.51 0.17
 -------- 23:00 0.05 ---- 1.51 0.15
 -------- 00:00 0.03 0.01 1.50 0.16
 -------- 01:00 0.02 ---- 1.51 0.14
 -------- 02:00 0.03 0.03 1.57 0.15
 01.02.13 03:00 0.04 0.06 1.54 0.15
 -------- 04:00 0.04 0.05 1.54 0.15
 -------- 05:00 0.04 0.04 1.56 0.15
 -------- 06:00 0.06 0.05 1.57 0.18
 -------- 07:00 0.07 0.08 1.59 0.17
 01.02.13 08:00 0.08 0.13 1.61 0.21
 -------- 09:00 0.12 0.15 1.62 0.24
 -------- 10:00 0.09 0.15 1.62 0.28
 -------- 11:00 0.09 0.14 1.60 0.32
 -------- 12:00 0.08 0.09 1.58 0.30
 01.02.13 13:00 0.06 0.05 1.56 0.24
 -------- 14:00 0.05 0.03 1.55 0.22
 -------- 15:00 0.07 0.14 1.57 0.28
 -------- 16:00 0.07 0.16 1.57 0.27
 -------- 17:00 0.09 0.20 1.59 0.28
 01.02.13 18:00 0.07 0.13 1.55 0.22
 -------- 19:00 0.10 0.10 1.57 0.20
 -------- 20:00 0.08 0.07 1.55 0.17
 -------- 21:00 0.08 0.07 1.52 0.20
 -------- 22:00 0.08 0.07 1.52 0.18
 01.02.13 23:00 0.06 0.04 1.50 0.17
 -------- 00:00 0.06 0.06 1.51 0.17
 -------- 01:00 0.09 0.15 1.67 0.36
 -------- 02:00 0.08 0.13 1.54 0.43
 -------- 03:00 0.06 0.11 1.54 0.41
 02.02.13 04:00 0.11 0.14 1.57 0.44
 -------- 05:00 0.22 0.22 1.74 1.29
 -------- 06:00 0.17 0.18 1.66 0.81
 -------- 07:00 0.06 0.07 1.55 0.20
