 Date Time CO NO2 CHX NO
 30.01.13 00:00 0.06 0.15 1.71 0.19
 -------- 01:00 0.05 0.15 1.70 0.20
 -------- 02:00 0.04 0.14 1.66 0.13
 -------- 03:00 0.03 0.14 1.66 0.13
 -------- 04:00 0.02 0.13 1.66 0.11
 30.01.13 05:00 0.04 0.12 1.63 0.11
 -------- 06:00 0.08 0.13 1.66 0.18
 -------- 07:00 0.13 0.10 1.67 0.11
 -------- 08:00 0.11 0.12 1.72 0.16
 -------- 09:00 0.11 0.11 1.71 0.15
 30.01.13 10:00 0.08 0.10 1.66 0.16
 -------- 11:00 0.13 0.10 1.83 0.19
 -------- 12:00 0.07 0.10 1.72 0.16
 -------- 13:00 0.10 0.09 1.70 0.22
 -------- 14:00 0.06 0.09 1.85 0.25
 30.01.13 15:00 0.09 0.12 1.71 0.29
 -------- 16:00 0.07 0.12 1.65 0.24
 -------- 17:00 0.08 0.21 1.70 0.35
 -------- 18:00 0.07 0.17 1.65 0.21
 -------- 19:00 0.05 0.14 1.73 0.17
 30.01.13 20:00 0.04 0.15 1.66 0.17
 -------- 21:00 0.03 0.20 1.62 0.18
 -------- 22:00 0.06 0.16 1.58 0.17
 -------- 23:00 0.04 0.11 1.55 0.13
 -------- 00:00 0.02 0.06 1.51 0.14
 31.01.13 01:00 ---- 0.04 1.51 0.14
 -------- 02:00 ---- 0.01 1.50 0.12
 -------- 03:00 ---- 0.02 1.48 0.13
 -------- 04:00 ---- 0.02 1.46 0.14
 -------- 05:00 0.02 0.06 1.47 0.17
 31.01.13 06:00 0.08 0.06 1.52 0.17
 -------- 07:00 0.05 0.10 1.54 0.21
 -------- 08:00 0.08 0.13 1.55 0.25
 -------- 09:00 0.06 0.10 1.56 0.20
 -------- 10:00 0.04 0.08 1.54 0.21
 31.01.13 11:00 0.04 0.08 1.51 0.30
 -------- 12:00 0.08 0.09 1.53 0.28
 -------- 13:00 0.04 0.10 1.52 0.28
 -------- 14:00 0.05 0.08 1.51 0.27
 -------- 15:00 0.03 0.05 1.51 0.25
 31.01.13 16:00 0.03 0.05 1.58 0.21
 -------- 17:00 0.05 0.08 1.53 0.22
 -------- 18:00 0.05 0.06 1.48 0.19
 -------- 19:00 0.07 0.05 1.49 0.19
 -------- 20:00 0.04 0.02 1.48 0.17
 31.01.13 21:00 0.03 ---- 1.48 0.15
 -------- 22:00 0.04 0.01 1.51 0.17
 -------- 23:00 0.05 ---- 1.51 0.15
