 Date Time CO NO2 CHX NO
 08.02.13 12:00 0.05 0.02 1.45 0.12
 -------- 13:00 0.07 0.02 1.46 0.12
 -------- 14:00 0.05 0.01 1.46 0.11
 -------- 15:00 0.08 0.02 1.52 0.11
 -------- 16:00 0.05 ---- 1.46 0.09
 08.02.13 17:00 0.08 ---- 1.50 0.09
 -------- 18:00 0.05 0.01 1.46 0.09
 -------- 19:00 0.11 0.01 1.47 0.09
 -------- 20:00 0.08 0.02 1.46 0.09
 -------- 21:00 0.09 0.03 1.45 0.10
 08.02.13 22:00 0.09 0.01 1.45 0.08
 -------- 23:00 0.07 ---- 1.45 0.08
 -------- 00:00 0.06 ---- 1.44 0.08
 -------- 01:00 0.06 ---- 1.45 0.07
 -------- 02:00 0.06 ---- 1.44 0.07
 09.02.13 03:00 0.06 ---- 1.44 0.07
 -------- 04:00 0.06 ---- 1.44 0.07
 -------- 05:00 0.06 ---- 1.44 0.07
 -------- 06:00 0.07 0.01 1.46 0.08
 -------- 07:00 0.07 0.02 1.47 0.08
 09.02.13 08:00 0.10 0.02 1.49 0.08
 -------- 09:00 0.10 0.01 1.47 0.09
 -------- 10:00 0.08 ---- 1.46 0.08
 -------- 11:00 0.09 ---- 1.46 0.09
 -------- 12:00 0.11 0.03 1.50 0.11
 09.02.13 13:00 0.15 0.04 1.50 0.11
 -------- 14:00 0.20 0.02 1.53 0.11
 -------- 15:00 0.12 ---- 1.48 0.09
 -------- 16:00 0.09 ---- 1.46 0.10
 -------- 17:00 0.11 ---- 1.46 0.09
 09.02.13 18:00 0.08 ---- 1.45 0.08
 -------- 19:00 0.05 ---- 1.46 0.07
 -------- 20:00 0.10 ---- 1.48 0.08
 -------- 21:00 0.03 ---- 1.43 0.08
 -------- 22:00 0.02 ---- 1.42 0.07
 09.02.13 23:00 0.03 ---- 1.42 0.07
 -------- 00:00 0.02 ---- 1.41 0.07
 -------- 01:00 ---- ---- 1.40 0.07
 -------- 02:00 ---- ---- 1.40 0.07
 -------- 03:00 ---- ---- 1.40 0.07
 10.02.13 04:00 ---- ---- 1.40 0.07
 -------- 05:00 0.02 ---- 1.41 0.07
 -------- 06:00 0.03 ---- 1.43 0.07
 -------- 07:00 0.05 ---- 1.44 0.07
 -------- 08:00 0.04 ---- 1.43 0.07
 10.02.13 09:00 0.05 ---- 1.44 0.07
 -------- 10:00 0.05 ---- 1.44 0.08
 -------- 11:00 0.05 ---- 1.45 0.08
