 Date Time CO NO2 CHX NO
 13.04.13 00:00 0.24 0.46 1.69 0.24
 -------- 01:00 0.20 0.43 1.57 0.11
 -------- 02:00 0.21 0.44 1.67 0.12
 -------- 03:00 0.24 0.41 1.67 0.07
 -------- 04:00 0.20 0.32 1.64 0.02
 13.04.13 05:00 0.18 0.35 1.58 0.02
 -------- 06:00 0.25 0.35 1.66 0.04
 -------- 07:00 0.23 0.33 1.65 0.06
 -------- 08:00 0.21 0.35 1.64 0.11
 -------- 09:00 0.19 0.29 1.63 0.09
 13.04.13 10:00 0.18 0.23 1.60 0.06
 -------- 11:00 0.13 0.15 1.48 0.02
 -------- 12:00 0.13 0.11 1.45 0.01
 -------- 13:00 0.13 0.10 1.44 0.01
 -------- 14:00 0.13 0.10 1.47 0.01
 13.04.13 15:00 0.15 0.09 1.45 0.01
 -------- 16:00 0.13 0.10 1.45 0.01
 -------- 17:00 0.12 0.10 1.43 0.01
 -------- 18:00 0.14 0.12 1.44 0.01
 -------- 19:00 0.17 0.19 1.61 0.01
 13.04.13 20:00 0.23 0.29 1.57 0.01
 -------- 21:00 0.29 0.24 1.54 0.00
 -------- 22:00 0.23 0.31 1.53 0.02
 -------- 23:00 0.19 0.34 1.54 0.02
 -------- 00:00 0.17 0.33 1.52 0.01
 14.04.13 01:00 0.17 0.31 1.55 0.01
 -------- 02:00 0.13 0.26 1.51 0.00
 -------- 03:00 0.13 0.20 1.49 0.00
 -------- 04:00 0.13 0.20 1.49 0.04
 -------- 05:00 0.13 0.19 1.47 0.00
 14.04.13 06:00 0.15 0.20 1.47 0.01
 -------- 07:00 0.14 0.20 1.46 0.01
 -------- 08:00 0.21 0.17 1.49 0.01
 -------- 09:00 0.19 0.18 1.49 0.03
 -------- 10:00 0.15 0.13 1.45 0.01
 14.04.13 11:00 0.15 0.12 1.46 0.01
 -------- 12:00 0.15 0.11 1.46 0.01
 -------- 13:00 0.15 0.10 1.45 0.01
 -------- 14:00 0.14 0.10 1.43 0.01
 -------- 15:00 0.14 0.09 1.41 0.01
 14.04.13 16:00 0.14 0.09 1.42 0.01
 -------- 17:00 0.15 0.11 1.43 0.01
 -------- 18:00 0.20 0.15 1.48 0.01
 -------- 19:00 0.19 0.12 1.46 0.00
 -------- 20:00 0.19 0.19 1.51 0.03
 14.04.13 21:00 0.19 0.21 1.54 0.00
 -------- 22:00 0.20 0.24 1.58 0.00
 -------- 23:00 0.25 0.31 1.54 0.01
