 Date Time CO SO2 H2S NO2 CHX NO
 29.01.13 12:00 0.10 0.01 0.12 0.20 1.57 0.09
 -------- 13:00 0.11 0.01 0.12 0.24 1.61 0.14
 -------- 14:00 0.11 0.01 0.17 0.26 1.62 0.17
 -------- 15:00 0.11 0.02 0.21 0.26 1.62 0.14
 -------- 16:00 0.09 0.02 0.21 0.25 1.59 0.11
 29.01.13 17:00 0.11 0.01 0.25 0.27 1.60 0.16
 -------- 18:00 0.15 0.01 0.25 0.29 1.68 0.23
 -------- 19:00 0.15 0.01 0.25 0.30 1.73 0.22
 -------- 20:00 0.11 0.01 0.25 0.29 1.78 0.18
 -------- 21:00 0.14 0.01 0.25 0.28 1.80 0.25
 29.01.13 22:00 0.15 0.01 0.38 0.28 1.84 0.30
 -------- 23:00 0.09 0.01 0.33 0.27 1.70 0.14
 -------- 00:00 0.07 0.01 0.21 0.24 1.62 0.09
 -------- 01:00 0.04 0.01 0.25 0.21 1.59 0.06
 -------- 02:00 0.04 0.01 0.29 0.20 1.59 0.06
 30.01.13 03:00 0.04 0.01 0.38 0.21 1.59 0.07
 -------- 04:00 0.04 0.01 0.33 0.20 1.57 0.06
 -------- 05:00 0.04 0.01 0.38 0.20 1.56 0.08
 -------- 06:00 0.05 0.01 0.38 0.18 1.60 0.07
 -------- 07:00 0.05 0.01 0.38 0.17 1.55 0.07
 30.01.13 08:00 0.11 0.01 0.38 0.18 1.70 0.08
 -------- 09:00 0.09 0.01 0.38 0.16 1.56 0.07
 -------- 10:00 0.10 0.01 0.38 0.17 1.56 0.09
 -------- 11:00 0.11 0.01 0.38 0.19 1.59 0.12
 -------- 12:00 0.13 0.02 0.50 0.21 1.64 0.16
 30.01.13 13:00 0.11 0.02 0.42 0.22 1.64 0.13
 -------- 14:00 0.11 0.02 0.42 0.19 1.60 0.10
 -------- 15:00 0.11 0.02 0.29 0.22 1.60 0.11
 -------- 16:00 0.11 0.02 0.38 0.23 1.62 0.14
 -------- 17:00 0.13 0.02 0.33 0.25 1.69 0.21
 30.01.13 18:00 0.14 0.02 0.38 0.25 1.72 0.20
 -------- 19:00 0.13 0.02 0.38 0.25 1.71 0.15
 -------- 20:00 0.06 0.02 0.38 0.25 1.64 0.12
 -------- 21:00 0.04 0.02 0.38 0.20 1.57 0.04
 -------- 22:00 0.03 0.02 0.42 0.19 1.56 0.05
 30.01.13 23:00 0.02 0.01 0.29 0.18 1.51 0.04
 -------- 00:00 0.02 0.01 0.25 0.17 1.51 0.04
 -------- 01:00 ---- 0.01 0.12 0.13 1.51 0.04
 -------- 02:00 ---- 0.01 0.21 0.14 1.53 0.03
 -------- 03:00 ---- 0.01 0.12 0.12 1.48 0.02
 31.01.13 04:00 ---- 0.01 0.21 0.14 1.49 0.03
 -------- 05:00 ---- 0.01 0.12 0.15 1.50 0.04
 -------- 06:00 0.02 0.01 0.12 0.16 1.53 0.05
 -------- 07:00 0.02 0.01 0.12 0.15 1.55 0.04
 -------- 08:00 0.05 0.01 0.17 0.18 1.55 0.07
 31.01.13 09:00 0.05 0.01 0.12 0.17 1.54 0.07
 -------- 10:00 0.05 0.02 0.21 0.21 1.58 0.09
 -------- 11:00 0.04 0.02 0.25 0.16 1.59 0.08
