 Date Time CO SO2 H2S NO2 CHX NO
 09.10.12 12:00 0.06 0.01 0.38 0.19 ---- 0.04
 -------- 13:00 0.06 0.02 0.50 0.20 ---- 0.05
 -------- 14:00 0.07 0.02 0.33 0.21 ---- 0.06
 -------- 15:00 0.06 0.02 0.42 0.19 ---- 0.05
 -------- 16:00 0.05 0.02 0.75 0.19 ---- 0.04
 09.10.12 17:00 0.04 0.02 0.67 0.18 ---- 0.02
 -------- 18:00 0.05 0.02 0.38 0.20 ---- 0.02
 -------- 19:00 0.05 0.02 0.25 0.19 ---- 0.01
 -------- 20:00 0.07 0.02 0.38 0.16 ---- 0.01
 -------- 21:00 0.07 0.02 0.38 0.10 ---- 0.00
 09.10.12 22:00 0.07 0.01 0.38 0.11 ---- 0.00
 -------- 23:00 0.07 0.01 0.21 0.11 ---- 0.00
 -------- 00:00 0.06 0.02 0.33 0.08 ---- 0.00
 -------- 01:00 0.06 0.03 0.46 0.08 ---- 0.00
 -------- 02:00 0.05 0.02 0.42 0.07 ---- 0.00
 10.10.12 03:00 0.06 0.01 0.50 0.09 ---- 0.00
 -------- 04:00 0.06 0.01 0.12 0.11 ---- 0.00
 -------- 05:00 0.07 0.02 0.25 0.10 ---- 0.01
 -------- 06:00 0.07 0.01 0.50 0.13 ---- 0.01
 -------- 07:00 0.08 0.01 0.50 0.16 ---- 0.02
 10.10.12 08:00 0.08 0.01 0.29 0.14 ---- 0.03
 -------- 09:00 0.09 0.03 0.46 0.14 ---- 0.05
 -------- 10:00 0.11 0.01 0.42 0.12 ---- 0.06
 -------- 11:00 0.11 0.02 0.71 0.13 ---- 0.09
 -------- 12:00 0.12 0.01 0.54 0.13 ---- 0.10
 10.10.12 13:00 0.09 0.00 0.17 0.10 1.37 0.07
 -------- 14:00 0.09 0.01 0.25 0.10 1.40 0.05
 -------- 15:00 0.08 0.02 0.17 0.12 1.35 0.04
 -------- 16:00 0.10 0.01 0.25 0.18 1.35 0.08
 -------- 17:00 0.11 0.01 0.17 0.19 1.36 0.08
 10.10.12 18:00 0.10 0.01 0.21 0.17 1.35 0.05
 -------- 19:00 0.13 0.01 0.25 0.21 1.37 0.05
 -------- 20:00 0.13 0.01 0.33 0.23 1.37 0.06
 -------- 21:00 0.14 0.01 0.33 0.24 1.39 0.08
 -------- 22:00 0.10 0.00 0.38 0.20 1.37 0.05
 10.10.12 23:00 0.07 0.01 ---- 0.18 1.34 0.06
 -------- 00:00 0.05 0.01 0.12 0.16 1.33 0.07
 -------- 01:00 0.03 0.01 0.12 0.10 1.31 0.03
 -------- 02:00 0.04 0.01 0.19 0.07 1.30 0.01
 -------- 03:00 0.04 0.02 0.21 0.07 1.30 0.02
 11.10.12 04:00 0.02 0.02 0.29 0.07 1.30 0.02
 -------- 05:00 0.03 0.03 0.12 0.08 1.31 0.02
 -------- 06:00 0.04 0.02 0.12 0.08 1.31 0.03
 -------- 07:00 0.07 0.02 0.38 0.10 1.33 0.05
 -------- 08:00 0.09 0.01 0.12 0.10 1.36 0.05
 11.10.12 09:00 0.10 0.02 0.38 0.09 1.36 0.06
