 Date Time CO SO2 H2S NO2 CHX NO
 27.09.12 00:00 0.51 0.01 0.56 0.19 1.94 0.86
 -------- 01:00 0.63 0.02 0.54 0.21 2.13 1.07
 -------- 02:00 0.49 0.02 0.50 0.16 2.07 0.83
 -------- 03:00 0.38 0.02 0.46 0.17 2.18 0.62
 -------- 04:00 0.41 0.01 0.33 0.16 2.06 0.78
 27.09.12 05:00 0.50 0.02 0.71 0.17 2.29 0.97
 -------- 06:00 0.43 0.01 0.46 0.15 1.99 0.73
 -------- 07:00 0.42 0.02 0.75 0.16 2.27 0.73
 -------- 08:00 0.27 0.01 0.33 0.13 1.91 0.42
 -------- 09:00 0.18 0.00 0.58 0.18 1.76 0.22
 27.09.12 10:00 0.04 0.01 0.33 0.18 1.54 0.11
 -------- 11:00 0.05 0.03 0.71 0.17 1.53 0.07
 -------- 12:00 0.04 0.03 0.42 0.13 1.45 0.05
 -------- 13:00 ---- 0.03 ---- 0.14 1.40 0.06
 -------- 14:00 0.02 0.02 0.17 0.18 1.41 0.07
 27.09.12 15:00 ---- 0.02 0.12 0.19 1.39 0.06
 -------- 16:00 ---- 0.01 0.31 0.18 1.41 0.06
 -------- 17:00 0.02 0.02 0.62 0.18 1.39 0.06
 -------- 18:00 ---- 0.02 0.42 0.21 1.42 0.07
 -------- 19:00 ---- 0.03 0.25 0.22 1.43 0.08
 27.09.12 20:00 0.09 0.02 0.56 0.20 1.41 0.06
 -------- 21:00 0.09 0.03 0.88 0.20 1.44 0.05
 -------- 22:00 0.09 0.02 0.79 0.21 1.49 0.05
 -------- 23:00 0.07 0.02 0.33 0.18 1.42 0.04
 -------- 00:00 0.06 0.02 0.12 0.17 1.40 0.03
 28.09.12 01:00 0.06 0.02 0.38 0.15 1.43 0.03
 -------- 02:00 0.05 0.02 0.46 0.10 1.40 0.01
 -------- 03:00 0.04 0.02 0.50 0.07 1.39 0.01
 -------- 04:00 0.04 0.01 0.42 0.07 1.40 0.01
 -------- 05:00 0.05 0.01 0.12 0.12 1.38 0.02
 28.09.12 06:00 0.06 0.01 ---- 0.14 1.39 0.03
 -------- 07:00 0.06 0.01 ---- 0.12 1.41 0.02
 -------- 08:00 0.05 0.01 0.12 0.12 1.40 0.02
 -------- 09:00 0.04 0.02 0.21 0.13 1.38 0.02
 -------- 10:00 0.02 0.02 ---- 0.13 1.40 0.02
 28.09.12 11:00 0.02 0.03 0.19 0.12 1.40 0.02
 -------- 12:00 0.02 0.02 0.19 0.13 1.39 0.03
 -------- 13:00 0.02 0.02 ---- 0.12 1.37 0.02
 -------- 14:00 0.02 0.01 0.25 0.12 1.36 0.02
 -------- 15:00 0.04 0.01 0.25 0.16 1.39 0.02
 28.09.12 16:00 ---- 0.02 0.12 0.14 1.41 0.01
 -------- 17:00 0.02 0.04 0.50 0.17 1.45 0.02
 -------- 18:00 0.02 0.02 0.25 0.20 1.44 0.02
 -------- 19:00 0.03 0.03 0.21 0.24 1.44 0.02
 -------- 20:00 0.02 0.02 0.50 0.15 1.40 0.01
 28.09.12 21:00 0.02 0.02 0.12 0.08 1.36 0.01
 -------- 22:00 0.02 0.01 0.33 0.09 1.31 0.01
 -------- 23:00 ---- 0.01 0.42 0.05 1.31 0.00
 -------- 00:00 ---- 0.02 0.38 0.06 1.32 0.00
