 Date Time CO SO2 H2S NO2 CHX NO
 21.01.13 00:00 0.04 0.01 0.19 0.18 1.81 0.07
 -------- 01:00 0.03 0.01 0.25 0.17 1.66 0.06
 -------- 02:00 0.03 0.01 0.25 0.16 1.62 0.06
 -------- 03:00 0.04 0.01 0.33 0.16 1.84 0.06
 -------- 04:00 0.02 0.01 0.42 0.15 1.90 0.05
 21.01.13 05:00 0.05 0.01 0.38 0.18 1.98 0.12
 -------- 06:00 0.08 0.01 0.38 0.21 1.93 0.13
 -------- 07:00 0.13 0.01 0.38 0.20 2.02 0.19
 -------- 08:00 0.09 0.02 0.46 0.21 2.05 0.19
 -------- 09:00 0.13 0.02 0.46 0.23 2.16 0.29
 21.01.13 10:00 0.11 0.02 0.33 0.23 1.90 0.24
 -------- 11:00 0.07 0.02 0.25 0.21 1.80 0.17
 -------- 12:00 0.06 0.01 0.25 0.19 1.84 0.12
 -------- 13:00 0.05 0.01 0.25 0.15 1.80 0.10
 -------- 14:00 0.03 0.01 0.25 0.11 1.70 0.08
 21.01.13 15:00 0.03 0.01 0.21 0.11 1.61 0.07
 -------- 16:00 0.02 0.01 0.12 0.12 1.57 0.05
 -------- 17:00 0.02 0.01 0.12 0.14 1.76 0.05
 -------- 18:00 0.02 0.01 0.12 0.17 2.08 0.05
 -------- 19:00 0.02 0.01 0.12 0.20 1.70 0.05
 21.01.13 20:00 0.10 0.01 ---- 0.22 1.55 0.03
 -------- 21:00 0.10 0.01 0.12 0.21 1.49 0.02
 -------- 22:00 0.10 0.01 0.12 0.22 1.51 0.02
 -------- 23:00 0.09 0.01 0.12 0.21 1.53 0.02
 -------- 00:00 0.08 0.01 0.12 0.21 1.52 0.02
 22.01.13 01:00 0.07 0.01 0.12 0.21 1.52 0.01
 -------- 02:00 0.06 0.01 ---- 0.20 1.48 0.01
 -------- 03:00 0.05 0.01 0.12 0.17 1.50 0.01
 -------- 04:00 0.04 0.00 ---- 0.14 1.44 0.00
 -------- 05:00 0.04 0.00 ---- 0.15 1.47 0.01
 22.01.13 06:00 0.06 0.00 ---- 0.19 1.50 0.01
 -------- 07:00 0.07 0.00 ---- 0.22 1.54 0.02
 -------- 08:00 0.10 0.00 ---- 0.24 1.57 0.05
 -------- 09:00 0.10 ---- ---- 0.26 1.56 0.06
 -------- 10:00 0.12 0.00 ---- 0.26 1.58 0.09
 22.01.13 11:00 0.13 0.00 ---- 0.25 1.56 0.10
 -------- 12:00 0.11 0.00 ---- 0.22 1.54 0.09
 -------- 13:00 0.11 0.01 ---- 0.28 1.59 0.13
 -------- 14:00 0.14 0.01 ---- 0.29 1.65 0.24
 -------- 15:00 0.11 0.01 ---- 0.29 1.62 0.14
 22.01.13 16:00 0.10 0.01 ---- 0.29 1.62 0.11
 -------- 17:00 0.11 0.01 ---- 0.30 1.60 0.17
 -------- 18:00 0.11 0.00 ---- 0.28 1.55 0.15
 -------- 19:00 0.09 0.00 ---- 0.24 1.51 0.04
 -------- 20:00 0.06 0.00 ---- 0.27 1.54 0.08
 22.01.13 21:00 0.07 0.00 ---- 0.28 1.57 0.07
 -------- 22:00 0.06 0.00 ---- 0.29 1.58 0.12
 -------- 23:00 0.07 0.00 ---- 0.30 1.60 0.16
