 Date Time CO SO2 H2S NO2 CHX NO
 02.01.13 00:00 0.04 0.01 0.12 0.07 1.46 0.01
 -------- 01:00 0.04 0.00 0.12 0.05 1.45 0.01
 -------- 02:00 0.04 0.00 0.12 0.03 1.43 0.01
 -------- 03:00 0.03 0.00 0.12 0.04 1.45 0.01
 -------- 04:00 0.02 0.00 0.12 0.02 1.43 0.00
 02.01.13 05:00 0.02 0.00 ---- 0.02 1.41 0.01
 -------- 06:00 0.02 0.00 ---- 0.02 1.41 0.00
 -------- 07:00 0.04 0.00 ---- 0.03 1.41 0.01
 -------- 08:00 0.06 0.00 ---- 0.07 1.41 0.01
 -------- 09:00 0.05 0.00 ---- 0.06 1.41 0.01
 02.01.13 10:00 0.06 0.00 ---- 0.08 1.42 0.01
 -------- 11:00 0.06 0.00 ---- 0.09 1.43 0.02
 -------- 12:00 0.07 0.00 ---- 0.10 1.44 0.02
 -------- 13:00 0.06 0.00 ---- 0.09 1.45 0.02
 -------- 14:00 0.08 0.00 ---- 0.11 1.50 0.03
 02.01.13 15:00 0.08 0.00 ---- 0.14 1.50 0.03
 -------- 16:00 0.09 0.00 ---- 0.15 1.50 0.03
 -------- 17:00 0.12 0.00 ---- 0.23 1.54 0.06
 -------- 18:00 0.13 0.00 ---- 0.27 1.55 0.07
 -------- 19:00 0.11 0.00 ---- 0.20 1.51 0.05
 02.01.13 20:00 0.09 0.00 ---- 0.21 1.52 0.05
 -------- 21:00 0.07 0.00 ---- 0.20 1.52 0.04
 -------- 22:00 0.06 0.00 ---- 0.20 1.51 0.03
 -------- 23:00 0.06 0.00 ---- 0.19 1.47 0.03
 -------- 00:00 0.03 0.00 0.12 0.18 1.48 0.01
 03.01.13 01:00 0.03 0.01 0.21 0.14 1.45 0.01
 -------- 02:00 0.02 0.01 0.21 0.10 1.45 0.01
 -------- 03:00 0.02 0.00 0.25 0.09 1.44 0.00
 -------- 04:00 0.02 0.00 0.21 0.08 1.43 0.01
 -------- 05:00 0.02 0.00 0.25 0.06 1.43 0.00
 03.01.13 06:00 0.02 0.00 0.17 0.10 1.45 0.01
 -------- 07:00 0.02 0.00 0.12 0.12 1.49 0.01
 -------- 08:00 0.07 0.00 0.17 0.13 1.51 0.01
 -------- 09:00 0.07 0.00 0.21 0.11 1.52 0.01
 -------- 10:00 0.09 0.00 0.17 0.17 1.55 0.02
 03.01.13 11:00 0.08 0.00 0.21 0.18 1.51 0.03
 -------- 12:00 0.08 0.00 0.21 0.18 1.52 0.04
 -------- 13:00 0.10 0.01 0.25 0.16 1.51 0.04
 -------- 14:00 0.11 0.01 0.25 0.17 1.52 0.05
 -------- 15:00 0.07 0.01 0.21 0.13 1.50 0.02
 03.01.13 16:00 0.08 0.00 0.12 0.12 1.52 0.01
 -------- 17:00 0.08 0.01 0.25 0.13 1.50 0.01
 -------- 18:00 0.06 0.00 0.12 0.10 1.52 0.01
 -------- 19:00 0.06 0.00 0.21 0.11 1.50 0.01
 -------- 20:00 0.04 0.00 0.21 0.19 1.51 0.04
 03.01.13 21:00 0.05 0.00 0.17 0.17 1.51 0.04
 -------- 22:00 0.05 0.01 0.25 0.17 1.52 0.06
 -------- 23:00 0.02 0.01 0.25 0.10 1.45 0.01
