 Date Time CO SO2 H2S NO2 CHX NO
 29.10.12 12:00 ---- 0.01 0.38 0.09 1.40 0.01
 -------- 13:00 ---- 0.00 0.12 0.08 1.38 0.01
 -------- 14:00 ---- 0.01 0.19 0.11 1.40 0.02
 -------- 15:00 0.02 0.02 0.21 0.12 1.40 0.01
 -------- 16:00 0.02 0.01 0.19 0.12 1.38 0.01
 29.10.12 17:00 0.02 0.02 0.33 0.10 1.38 0.01
 -------- 18:00 0.02 0.01 0.54 0.09 1.38 0.01
 -------- 19:00 ---- 0.01 0.19 0.08 1.38 0.00
 -------- 20:00 0.04 0.05 0.21 0.09 1.40 0.01
 -------- 21:00 0.05 0.08 0.33 0.10 1.41 0.00
 29.10.12 22:00 0.03 0.06 0.42 0.06 1.40 0.01
 -------- 23:00 0.03 0.06 0.62 0.10 1.39 0.01
 -------- 00:00 0.02 0.06 0.50 0.05 1.41 0.00
 -------- 01:00 0.02 0.04 0.25 0.09 1.38 0.01
 -------- 02:00 0.02 0.02 0.25 0.06 1.40 0.00
 30.10.12 03:00 0.02 0.03 0.29 0.05 1.39 0.01
 -------- 04:00 0.02 0.01 0.31 0.05 1.35 0.01
 -------- 05:00 ---- 0.01 ---- 0.07 1.35 0.01
 -------- 06:00 0.03 0.01 0.12 0.10 1.37 0.02
 -------- 07:00 0.03 0.01 ---- 0.12 1.38 0.02
 30.10.12 08:00 0.05 0.02 ---- 0.11 1.41 0.03
 -------- 09:00 0.05 0.01 ---- 0.10 1.39 0.02
 -------- 10:00 0.03 0.01 0.12 0.09 1.37 0.02
 -------- 11:00 0.04 0.01 ---- 0.14 1.38 0.05
 -------- 12:00 0.04 0.01 ---- 0.12 1.38 0.03
 30.10.12 13:00 0.02 0.00 ---- 0.07 1.36 0.02
 -------- 14:00 0.03 0.01 0.12 0.10 1.37 0.02
 -------- 15:00 0.02 0.01 ---- 0.10 1.36 0.02
 -------- 16:00 0.03 0.01 ---- 0.09 1.37 0.01
 -------- 17:00 0.02 0.02 0.17 0.08 1.41 0.01
 30.10.12 18:00 0.03 0.01 0.12 0.07 1.36 0.01
 -------- 19:00 0.02 0.01 0.25 0.05 1.40 0.01
 -------- 20:00 0.02 0.01 0.21 0.05 1.46 0.01
 -------- 21:00 ---- 0.02 0.58 0.05 1.44 0.02
 -------- 22:00 ---- 0.01 0.44 0.05 1.48 0.01
 30.10.12 23:00 ---- 0.01 ---- 0.05 1.49 0.01
 -------- 00:00 ---- 0.01 0.25 0.06 1.46 0.02
 -------- 01:00 ---- 0.02 0.71 0.06 1.51 0.01
 -------- 02:00 ---- 0.01 0.29 0.06 1.66 0.01
 -------- 03:00 ---- 0.01 0.38 0.07 1.53 0.01
 31.10.12 04:00 ---- 0.01 0.25 0.08 1.36 0.02
 -------- 05:00 ---- 0.01 0.33 0.09 1.40 0.02
 -------- 06:00 0.02 0.01 0.33 0.13 1.42 0.07
 -------- 07:00 0.04 0.01 0.17 0.13 1.43 0.08
 -------- 08:00 0.08 0.02 0.44 0.15 1.78 0.08
 31.10.12 09:00 0.09 0.04 0.33 0.15 1.92 0.11
 -------- 10:00 0.11 0.02 0.19 0.15 1.68 0.13
 -------- 11:00 0.13 0.02 0.12 0.14 1.62 0.17
