 Date Time CO SO2 H2S NO2 CHX NO
 18.02.13 00:00 0.06 0.02 0.12 0.17 1.53 0.01
 -------- 01:00 0.05 0.08 0.38 0.17 1.57 0.00
 -------- 02:00 0.04 0.03 0.12 0.13 1.48 0.00
 -------- 03:00 0.04 0.02 0.12 0.12 1.45 0.00
 -------- 04:00 0.04 0.01 0.12 0.13 1.45 0.00
 18.02.13 05:00 0.04 0.01 0.12 0.12 1.44 0.00
 -------- 06:00 0.04 0.01 0.12 0.09 1.44 0.00
 -------- 07:00 0.04 0.01 ---- 0.13 1.45 0.00
 -------- 08:00 0.06 0.01 ---- 0.18 1.46 0.00
 -------- 09:00 0.06 0.01 ---- 0.20 1.48 0.01
 18.02.13 10:00 0.06 0.01 ---- 0.19 1.50 0.02
 -------- 11:00 0.06 0.01 ---- 0.15 1.48 0.02
 -------- 12:00 0.06 0.01 ---- 0.13 1.45 0.02
 -------- 13:00 0.07 0.01 0.12 0.15 1.46 0.03
 -------- 14:00 0.07 0.01 0.12 0.16 1.46 0.03
 18.02.13 15:00 0.10 0.02 0.12 0.25 1.58 0.07
 -------- 16:00 0.12 0.01 0.12 0.29 1.62 0.08
 -------- 17:00 0.10 0.01 0.21 0.25 1.59 0.06
 -------- 18:00 0.10 0.01 0.12 0.24 1.55 0.03
 -------- 19:00 0.11 0.01 0.12 0.26 1.53 0.02
 18.02.13 20:00 0.08 0.01 0.12 0.27 1.57 0.01
 -------- 21:00 0.06 0.01 0.12 0.25 1.53 0.01
 -------- 22:00 0.06 0.01 0.12 0.24 1.51 0.01
 -------- 23:00 0.05 0.01 0.12 0.20 1.49 0.00
 -------- 00:00 0.06 0.01 0.12 0.22 1.50 0.01
 19.02.13 01:00 0.07 0.01 0.12 0.26 1.54 0.02
 -------- 02:00 0.07 0.01 0.12 0.26 1.55 0.03
 -------- 03:00 0.06 0.01 0.12 0.27 1.59 0.04
 -------- 04:00 0.06 0.01 0.12 0.28 1.59 0.05
 -------- 05:00 0.09 0.01 0.12 0.30 1.69 0.15
 19.02.13 06:00 0.11 0.01 0.12 0.30 1.85 0.19
 -------- 07:00 0.11 0.01 0.17 0.31 1.79 0.20
 -------- 08:00 0.15 0.01 0.12 0.30 1.81 0.22
 -------- 09:00 0.19 0.01 0.21 0.30 1.90 0.37
 -------- 10:00 0.27 0.01 0.25 0.33 1.98 0.50
 19.02.13 11:00 0.25 0.02 0.25 0.37 1.92 0.48
 -------- 12:00 0.14 0.01 0.17 0.33 1.71 0.22
 -------- 13:00 0.08 0.01 0.12 0.27 1.59 0.08
 -------- 14:00 0.07 0.01 0.17 0.26 1.56 0.08
 -------- 15:00 0.07 0.02 0.25 0.24 1.55 0.07
 19.02.13 16:00 0.06 0.02 0.25 0.19 1.51 0.04
 -------- 17:00 0.07 0.02 0.25 0.24 1.52 0.05
 -------- 18:00 0.09 0.02 0.25 0.29 1.56 0.07
 -------- 19:00 0.06 0.01 0.21 0.26 1.49 0.02
 -------- 20:00 0.09 0.01 0.19 0.29 1.52 0.04
